,TR.11_1_AC,TR.12_1_AC,TR.13_1_AC,TR.14_1_AC,TR.15_1_AC,TR.16_1_AC,TR.17_1_AC,TR.1_1_AC,TR.20_1_AC,TR.21_1_AC,TR.22_1_AC,TR.25_1_AC,TR.28_1_AC,TR.2_1_AC,TR.33_1_AC,TR.37_1_AC,TR.39_1_AC,TR.3_1_AC,TR.41_1_AC,TR.44_1_AC,TR.47_1_AC,TR.48_1_AC,TR.4_1_AC,TR.52_1_AC,TR.53_1_AC,TR.56_1_AC,TR.58_1_AC,TR.5_1_AC,TR.62_1_AC,TR.63_1_AC,TR.64_1_AC,TR.68_1_AC,TR.6_1_AC,TR.79_1_AC,TR.8_1_AC
2013-01-01 10:00:00,0.7343384670316878,0.7503941379850435,0.5415799269410185,0.8515102350299999,0.5657719133200001,0.623468530171486,0.7693269614468625,0.205903694,0.76290259374,0.7417015531,0.6456251921425825,0.8134087755960531,0.6035176448179131,0.7783499502022911,0.6884676909164983,0.332135674626,0.429803664,0.7594019618061837,0.7800343128027696,0.5941797109200001,0.8174390253275174,0.5326433258300001,0.7587077855571862,0.67047987288,0.7159261817797747,0.7764170577746415,0.47521140492978564,0.7149707699486674,0.7965706458699999,0.5492428585415621,0.29392233167,0.8509618465200001,0.7625280880524173,0.7208694813000001,0.2509909699
2013-01-01 11:00:00,0.7809980539250071,0.7317084390956886,0.4257587485242617,0.9084678193500001,0.7675090558500002,0.6074781337913827,0.8505801245889356,0.18981877,0.7443159989399999,0.7251748050900001,0.6824333229439741,0.8395503043797228,0.6145845151920238,0.8014973720222142,0.6729166337478976,0.067330071312,0.37152655616,0.7701027458734176,0.7745954521465147,0.84355174116,0.8661125518558953,0.39200796184899994,0.8441154925773662,0.6030624789600001,0.8565322543881204,0.7820045608819769,0.5373155051608531,0.8075181744074356,0.8883961205900001,0.5586323109732357,0.019802962962,0.89845529361,0.7149250513472678,0.6777357461,0.2206699671
2013-01-01 12:00:00,0.8168966562406192,0.7589160036371608,0.4750921300272762,0.98410048464,0.7015993211300001,0.771440511954723,0.9319389462369556,0.0924016895,0.8508225857399999,0.78321575313,0.7283528535375723,0.9149067547434641,0.6960960222724029,0.8197874091329381,0.6150268536820654,0.069742679118,0.2685132112,0.819779281740057,0.8150763101002941,0.95382921303,0.8898953081216946,0.36408734714099994,0.97051609022235,0.7668099664800001,0.9333035052190967,0.8428707310201019,0.5885451003749355,0.8916933030435815,0.9632062572999999,0.39528248939585453,0.020009587994,0.9408651250800002,0.842558492487368,0.7831936005,0.2260156239
2013-01-01 13:00:00,0.8105020505144641,0.7689812429769801,0.3600302690521511,0.96368180415,0.6663046327200001,0.8304790284010987,0.9279328636523851,0.010705385349999997,0.9593150846399999,0.8487725257400001,0.7470722336475087,0.987910772940756,0.7826296140781289,0.8068203873165828,0.4188180119788073,0.0,0.444134224,0.9015498387175679,0.8238691255607032,0.9256865689800001,0.8780396298536532,0.058309294378999996,0.9229408741062187,0.8203971698400001,0.9706305896640778,0.8973946037682433,0.44100021585571475,0.9430498847341281,0.93654633653,0.05097715395731109,0.0,0.8825552951700001,0.6852462728363337,0.8401706315999999,0.35786751935
2013-01-01 14:00:00,0.742642510346368,0.6949747552089537,0.40810144405501303,0.63334234509,0.0,0.7021992814610113,0.30525223350865244,0.0,0.9002544444,0.70121865441,0.7053551919167254,0.868686782613986,0.7153451199766119,0.4822377877969556,0.010617329257874829,0.031650813363400004,0.1499372552,0.8086914988218615,0.8051532638784037,0.79095340512,0.6681258812042542,0.0,0.0,0.6964094294400001,0.8325817587458523,0.7932572294615299,0.40424271235046605,0.831870800176273,0.78539536928,0.032804204227509876,0.0,0.5595475856100001,0.6219901215477769,0.6757581324,0.4799873925
2013-01-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02 06:00:00,0.0,0.0,0.0,0.0,0.3703920805,0.0,0.012529547710037612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0620870840630541,0.0,0.37260772021669475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02 07:00:00,0.33214041090315327,0.0952325046560989,0.20396957117074896,0.0096469890387,0.40354113709000006,0.45727503677715486,0.0,0.0,0.76035754134,0.049303693950000005,0.2558166898602551,0.45611905449854967,0.12146709855035231,0.0,0.0,0.0276378006716,0.08483502959999999,0.6173218878155431,0.36201698775288643,0.072152670807,0.24306798595118914,0.0,0.33718471333143646,0.163345815912,0.6411021804651926,0.03101790232998131,0.05734628970221388,0.5901578520403087,0.4788002222699999,0.29593878940781726,0.0,0.170344540551,0.5062329429361039,0.0,0.4092185515
2013-01-02 08:00:00,0.6623833807758631,0.34292234788798814,0.6353669050033196,0.0106732910895,0.45768491453000004,0.43400388753527797,0.030105006092077113,0.39791985,0.8464497229800001,0.0199276226188,0.5235402489776633,0.7417762761037133,0.21792500212935598,0.0,0.0,0.344813335258,0.17197275392,0.7014772733489781,0.6183537021825432,0.27469836612000004,0.3018410922242906,0.0,0.37619615745906404,0.15419896864800003,0.756991530673503,0.18605992585992853,0.2117585311601077,0.7958068340946046,0.79730570201,0.3186526126156003,0.05863908985,0.167986096986,0.5903320090512922,0.0,0.6453224139999999
2013-01-02 09:00:00,0.651114961716105,0.3696811186097727,0.6452293723470228,0.009176459334899998,0.4133843026500001,0.06462912278602012,0.0,0.2209604665,0.76973952996,0.15040032064300002,0.49044851611352724,0.5573638112980915,0.45662029561579853,0.0,0.0,0.331942681168,0.21349592864,0.6244656879727556,0.6161330343747746,0.6856545447900001,0.21453358640224657,0.0,0.2833966325397002,0.0,0.8386830589098776,0.23045659878194089,0.5186278691595498,0.7914523207426675,0.7614495019500002,0.3951726208569468,0.04681001993,0.25163644402800006,0.6095691785645266,0.0,0.634298203
2013-01-02 10:00:00,0.5336275574700114,0.4197596327625267,0.580492095244112,0.0095000342736,0.33542528538,0.0,0.0,0.27001239400000004,0.6374507911199999,0.155648146484,0.5639457056833141,0.5804703056975064,0.5600254002873106,0.020528449023314712,0.22362123979016782,0.39706602964,0.25354569552,0.3136711374422264,0.5315748206176562,0.6881152378500001,0.4150819815284702,0.43056709339,0.28364970185119165,0.0,0.7836689988210855,0.4087198324880419,0.6188727186366539,0.7562462518949767,0.6615828361599999,0.4115298359856992,0.25007703989,0.147171093726,0.6014981411493941,0.0,0.563842961
2013-01-02 11:00:00,0.6194434970838546,0.5345774750047891,0.40357090264059814,0.0,0.308363901979,0.0,0.0,0.41436004,0.59128893918,0.24388173758099999,0.5294567033177933,0.5244830065680223,0.5993272318194173,0.009258281737671696,0.24237291859158716,0.53240790554,0.26600875728,0.2520218709634736,0.5238304239293237,0.8301691679400001,0.4638881094503528,0.41339181198,0.2625393442581131,0.020017902033600002,0.8003973990031361,0.4119869590499956,0.6733948446538799,0.7240266724621504,0.70808927271,0.5150788989854255,0.38575216599999995,0.232523988321,0.5540359656645559,0.0,0.6652520325
2013-01-02 12:00:00,0.38810999309629407,0.6095495440133959,0.18065098702392612,0.0,0.0,0.03693285652084062,0.0,0.51977755,0.55132004808,0.46308598969,0.6036352326246123,0.3953141607506814,0.5943245344544057,0.17923515688121755,0.5061188411734712,0.5918870484800001,0.17719775152,0.25332905880521833,0.47713160932814147,0.9205689814200001,0.5752678017178247,0.56574836836,0.10131245691501073,0.15982100400000002,0.7237877836020844,0.5648148312427931,0.7362714565911072,0.5992907705584286,0.7481296384899998,0.2594610321685152,0.480502675,0.274698186198,0.5400723753774433,0.37837691290000003,0.6710536140000001
2013-01-02 13:00:00,0.6066445301770573,0.5729416878845481,0.0,0.0124457084349,0.0,0.2876364953883058,0.0,0.519276815,0.70791789348,0.5521495191,0.5285713609088802,0.5481912523163412,0.4753630906461364,0.269498189897987,0.4773196186104296,0.56850033632,0.39154484,0.27547812816493344,0.5322173342592816,0.9589345380000001,0.5138646346241671,0.61994663962,0.1453145665746175,0.45612012216000003,0.5755795018873391,0.435397398956983,0.7677975185959673,0.3440610851036344,0.64903437777,0.0,0.41768028090000003,0.33524674600500004,0.10089910535459194,0.5121377944000001,0.7243373005
2013-01-02 14:00:00,0.5539094558776042,0.5842831112177621,0.0,0.026119685865,0.0,0.4995045876284272,0.0,0.31823719500000003,0.45207842904,0.52111829554,0.6748187497073119,0.4386925574817365,0.5254025127206665,0.0994969408063342,0.49774621230336397,0.5792268292999999,0.438929968,0.2633840385832249,0.673923483705326,0.67094352432,0.1281408706442606,0.65280177193,0.0,0.53711888352,0.3435115579154333,0.5668284785460126,0.7365628866071501,0.010044023767282556,0.040927683549,0.0,0.07299945851999999,0.40962518515500007,0.0,0.4895333072,0.667411041
2013-01-02 15:00:00,0.009525645902685332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019004570727334173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-03 06:00:00,0.0,0.0,0.0,0.009920354769,0.044623730025,0.0,0.011221348646926012,0.38376037999999996,0.0,0.0,0.0,0.0,0.0,0.11055198249673424,0.27702989172387,0.319673757172,0.0,0.0,0.0,0.0,0.2662799954832763,0.319581964688,0.0,0.0,0.0,0.0,0.1291808483985617,0.0,0.0,0.0,0.028315587431999995,0.29230115371800003,0.0,0.0,0.0
2013-01-03 07:00:00,0.5478263085491492,0.0492397559931683,0.062170083548633896,0.057472188345,0.61838764436,0.0,0.18355302623543723,0.502485745,0.051466358124,0.0,0.07802936453260682,0.17416943813697833,0.0,0.1446975600173751,0.4019313293358782,0.26962968144,0.6374006816,0.13245658678306996,0.6068300100795129,0.23259517210800001,0.5788780568381687,0.283975804553,0.022040389665586694,0.0,0.6161066326539716,0.3057367079355328,0.7276358464285699,0.4287845871375083,0.8900600938300002,0.37217206333519387,0.024646536506999994,0.39261446307000003,0.608010498990028,0.0,0.25030949515
2013-01-03 08:00:00,0.5916805208918253,0.0833265514311581,0.2531170903166537,0.065949230178,0.6807605883500001,0.0,0.29495319330954073,0.53406129,0.39513480966,0.0,0.43108713191157155,0.5003007427328374,0.011775955031263703,0.35261923419361324,0.4768233312732209,0.5278693364,0.7163168127999999,0.2106663179405787,0.7044941000813255,0.62124733458,0.616660457635913,0.44463462029,0.08494793240208759,0.0,0.7834800485787502,0.5732458126224121,0.8239118268870882,0.5350687364922626,0.8725883748100001,0.5093765869778033,0.06559527645,0.396542673183,0.5045019823523612,0.0,0.568627356
2013-01-03 09:00:00,0.28473658565419174,0.2870813772160833,0.13935883999712248,0.054852349344,0.71689570228,0.021025320795513714,0.5125657489813648,0.55625445,0.68435302194,0.033160371103000005,0.5031187815016368,0.5335001358537202,0.011496454577125288,0.3784049379148115,0.4220463483664261,0.365889055028,0.6625772127999999,0.27640267934136126,0.6685397110166094,0.84978113688,0.6246791921265346,0.40614441560000003,0.1641908514191343,0.0,0.8127483546754529,0.5022357883914684,0.8198262795758927,0.5651725914997143,0.78783882513,0.4329277682784067,0.026209475817999997,0.35897618694300004,0.38890452915918144,0.0,0.6396012425
2013-01-03 10:00:00,0.4505287700604501,0.36010333953750867,0.0,0.09174885252,0.63301868864,0.032351369985673326,0.38145568468385876,0.504503305,0.56803641498,0.247177292701,0.46455043168341126,0.48567667001359416,0.013342858676103917,0.43673383499377244,0.39525736468839706,0.35121624395199996,0.7449213647999999,0.3664530396135635,0.5812747036405068,0.83995062723,0.5545310338217723,0.34454557718,0.3553097835652323,0.0,0.6927065566802851,0.5271344348399414,0.7881960462313724,0.49177518520208763,0.7104075266900001,0.26641913883920315,0.17517759740999997,0.40150952582400007,0.189873049371928,0.0,0.5720005555
2013-01-03 11:00:00,0.39299918292715186,0.3925394433561011,0.05702120060854715,0.233329940766,0.8443538726200001,0.029304999133130415,0.5200357292854524,0.512427345,0.41686801469999996,0.40169763339,0.4493883547650668,0.41769445836804353,0.017754776101093543,0.4893651487168418,0.5159925355780186,0.5570041444799999,0.685434456,0.41495006948052643,0.45172267510117486,0.8129892793500001,0.4869453265754497,0.58478185318,0.49681751775994787,0.0,0.7201459399275165,0.5366060231295104,0.6650555349151657,0.5991855065422342,0.82934122565,0.09551963777605928,0.19631047809,0.47226198972000005,0.2414395682594162,0.27811970835,0.5818990265
2013-01-03 12:00:00,0.3365251857566606,0.2778629641664538,0.14737089886847454,0.207225592119,0.9175632123300002,0.08310950373614974,0.6263797769002537,0.6149354750000001,0.43444430082,0.42139318439999995,0.3913227586128662,0.44217713274524323,0.010770099917074961,0.5781630139781204,0.5422188563083762,0.6023936275,0.5401414335999999,0.47820571409143325,0.3117287824726139,0.79372883799,0.4601765409299151,0.55388972534,0.6783527256214931,0.0,0.6756091160892106,0.3620011252035233,0.7915009172071628,0.5523806735557296,0.78241475702,0.0,0.37897716709999996,0.4968159374700001,0.19778840577832166,0.4669065056000001,0.53014313
2013-01-03 13:00:00,0.48222248255418365,0.23454277459507944,0.17093400802267678,0.247324344969,0.76199217166,0.10586789876132964,0.5954192149447701,0.678057325,0.6145067581199998,0.237708909337,0.27070371690788014,0.33671841422800974,0.0,0.3514422310037779,0.5170143578392177,0.60481647268,0.6012160176,0.5281851617936284,0.39687731413774946,0.85844261295,0.4503599253814422,0.56935997412,0.6266055058434121,0.0,0.7624525935403461,0.055712831875220525,0.8585937768679277,0.5973510211071511,0.75585176673,0.0,0.6287355297999999,0.22220880110400001,0.1808072366654662,0.3611362496,0.7035392539999998
2013-01-03 14:00:00,0.45025252973131086,0.3277484983429267,0.0,0.07854229698899999,0.0,0.03122402778423507,0.19580221967145928,0.38791977,0.48873875201999994,0.024629002786100005,0.2603056095087316,0.12656358117147984,0.0,0.47547522642211326,0.4697349361209532,0.43838710439999995,0.49767772159999996,0.4385260731932603,0.5677634053956218,0.5858043619500001,0.4165343684101777,0.46544166151,0.0,0.0,0.6157260643850593,0.27621975149034206,0.6782918763194496,0.42384991880417494,0.48223317677,0.0,0.1287001102,0.37767891840600004,0.037272621514288264,0.0,0.5730137215
