,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID,bus,cumcount
0,Sand Point 1,oil,,PP,US,0.9,,,,,,2000.0,,,,55.339722,-160.497222,,,,1
1,Sand Point 2,oil,,PP,US,0.9,,,,,,2000.0,,,,55.339722,-160.497222,,,,2
2,Sand Point 3,oil,,PP,US,0.5,,,,,,2010.0,,,,55.339722,-160.497222,,,,3
3,Sand Point 4,oil,,PP,US,0.7,,,,,,2000.0,,,,55.339722,-160.497222,,,,4
4,Sand Point 5,onwind,,PP,US,0.5,,,,,,2011.0,,,,55.339722,-160.497222,,,,5
5,Sand Point 6,onwind,,PP,US,0.5,,,,,,2011.0,,,,55.339722,-160.497222,,,,6
6,Bankhead Dam 1,hydro,Reservoir,PP,US,53.9,,,,,,1963.0,,,,33.458665,-87.356823,,,,1
7,Barry 1,OCGT,OCGT,PP,US,153.1,,,,,,1954.0,,,,31.0069,-88.0103,,,,1
8,Barry 2,OCGT,OCGT,PP,US,153.1,,,,,,1954.0,,,,31.0069,-88.0103,,,,2
9,Barry 3,coal,,PP,US,403.7,,,,,,1969.0,,,,31.0069,-88.0103,,,,3
10,Barry 4,coal,,PP,US,788.8,,,,,,1971.0,,,,31.0069,-88.0103,,,,4
11,Barry 5,CCGT,CCGT,PP,US,170.1,,,,,,2000.0,,,,31.0069,-88.0103,,,,5
12,Barry 6,CCGT,CCGT,PP,US,170.1,,,,,,2000.0,,,,31.0069,-88.0103,,,,6
13,Barry 7,CCGT,CCGT,PP,US,195.2,,,,,,2000.0,,,,31.0069,-88.0103,,,,7
14,Barry 8,CCGT,CCGT,PP,US,170.1,,,,,,2000.0,,,,31.0069,-88.0103,,,,8
15,Barry 9,CCGT,CCGT,PP,US,170.1,,,,,,2000.0,,,,31.0069,-88.0103,,,,9
16,Barry 10,CCGT,CCGT,PP,US,195.2,,,,,,2000.0,,,,31.0069,-88.0103,,,,10
17,Walter Bouldin Dam 1,hydro,Run-Of-River,PP,US,75.0,,,,,,1967.0,,,,32.583889,-86.283056,,,,1
18,Walter Bouldin Dam 2,hydro,Run-Of-River,PP,US,75.0,,,,,,1967.0,,,,32.583889,-86.283056,,,,2
19,Walter Bouldin Dam 3,hydro,Run-Of-River,PP,US,75.0,,,,,,1967.0,,,,32.583889,-86.283056,,,,3
20,Gadsden 1,OCGT,OCGT,PP,US,69.0,,,,,,1949.0,,,,34.0128,-85.9708,,,,1
21,Gadsden 2,OCGT,OCGT,PP,US,69.0,,,,,,1949.0,,,,34.0128,-85.9708,,,,2
22,Copper 1,OCGT,OCGT,PP,US,86.9,,,,,,1980.0,,,2030.0,31.7569,-106.375,,,,1
23,Greene County 1,OCGT,OCGT,PP,US,299.2,,,,,,1965.0,,,,32.6017,-87.7811,,,,1
24,Greene County 2,OCGT,OCGT,PP,US,269.2,,,,,,1966.0,,,,32.6017,-87.7811,,,,2
25,Greene County 3,OCGT,OCGT,PP,US,80.0,,,,,,1996.0,,,,32.6017,-87.7811,,,,3
26,Greene County 4,OCGT,OCGT,PP,US,80.0,,,,,,1996.0,,,,32.6017,-87.7811,,,,4
27,Greene County 5,OCGT,OCGT,PP,US,80.0,,,,,,1995.0,,,,32.6017,-87.7811,,,,5
28,Greene County 6,OCGT,OCGT,PP,US,80.0,,,,,,1995.0,,,,32.6017,-87.7811,,,,6
29,Greene County 7,OCGT,OCGT,PP,US,80.0,,,,,,1995.0,,,,32.6017,-87.7811,,,,7
30,Greene County 8,OCGT,OCGT,PP,US,80.0,,,,,,1995.0,,,,32.6017,-87.7811,,,,8
31,Greene County 9,OCGT,OCGT,PP,US,80.0,,,,,,1995.0,,,,32.6017,-87.7811,,,,9
32,Greene County 10,OCGT,OCGT,PP,US,80.0,,,,,,1996.0,,,,32.6017,-87.7811,,,,10
33,Greene County 11,OCGT,OCGT,PP,US,80.0,,,,,,1996.0,,,,32.6017,-87.7811,,,,11
34,H Neely Henry Dam 1,hydro,Reservoir,PP,US,24.3,,,,,,1966.0,,,,33.7845,-86.0524,,,,1
35,H Neely Henry Dam 2,hydro,Reservoir,PP,US,24.3,,,,,,1966.0,,,,33.7845,-86.0524,,,,2
36,H Neely Henry Dam 3,hydro,Reservoir,PP,US,24.3,,,,,,1966.0,,,,33.7845,-86.0524,,,,3
37,Holt Dam 1,hydro,Reservoir,PP,US,46.9,,,,,,1968.0,,,,33.2553,-87.4495,,,,1
38,Jordan Dam 1,hydro,Run-Of-River,PP,US,25.0,,,,,,1929.0,,,,32.6189,-86.2548,,,,1
39,Jordan Dam 2,hydro,Run-Of-River,PP,US,25.0,,,,,,1929.0,,,,32.6189,-86.2548,,,,2
40,Jordan Dam 3,hydro,Run-Of-River,PP,US,25.0,,,,,,1929.0,,,,32.6189,-86.2548,,,,3
41,Jordan Dam 4,hydro,Run-Of-River,PP,US,25.0,,,,,,1929.0,,,,32.6189,-86.2548,,,,4
42,Logan Martin Dam 1,hydro,Reservoir,PP,US,42.7,,,,,,1964.0,,,,33.425878,-86.337547,,,,1
43,Logan Martin Dam 2,hydro,Reservoir,PP,US,42.7,,,,,,1964.0,,,,33.425878,-86.337547,,,,2
44,Logan Martin Dam 3,hydro,Reservoir,PP,US,42.7,,,,,,1964.0,,,,33.425878,-86.337547,,,,3
45,Lay Dam 1,hydro,Run-Of-River,PP,US,29.5,,,,,,1968.0,,,,32.9633,-86.5187,,,,1
46,Lay Dam 2,hydro,Run-Of-River,PP,US,29.5,,,,,,1968.0,,,,32.9633,-86.5187,,,,2
47,Lay Dam 3,hydro,Run-Of-River,PP,US,29.5,,,,,,1967.0,,,,32.9633,-86.5187,,,,3
48,Lay Dam 4,hydro,Run-Of-River,PP,US,29.5,,,,,,1967.0,,,,32.9633,-86.5187,,,,4
49,Lay Dam 5,hydro,Run-Of-River,PP,US,29.5,,,,,,1967.0,,,,32.9633,-86.5187,,,,5
50,Lay Dam 6,hydro,Run-Of-River,PP,US,29.5,,,,,,1967.0,,,,32.9633,-86.5187,,,,6
51,Martin Dam 1,hydro,Reservoir,PP,US,50.2,,,,,,1927.0,,,,32.680394,-85.911442,,,,1
52,Martin Dam 2,hydro,Reservoir,PP,US,50.2,,,,,,1927.0,,,,32.680394,-85.911442,,,,2
53,Martin Dam 3,hydro,Reservoir,PP,US,50.2,,,,,,1927.0,,,,32.680394,-85.911442,,,,3
54,Martin Dam 4,hydro,Reservoir,PP,US,60.0,,,,,,1952.0,,,,32.680394,-85.911442,,,,4
55,Mitchell Dam 1,hydro,Run-Of-River,PP,US,20.0,,,,,,1949.0,,,,32.806025,-86.444892,,,,1
56,Mitchell Dam 2,hydro,Run-Of-River,PP,US,50.0,,,,,,1985.0,,,,32.806025,-86.444892,,,,2
57,Mitchell Dam 3,hydro,Run-Of-River,PP,US,50.0,,,,,,1985.0,,,,32.806025,-86.444892,,,,3
58,Mitchell Dam 4,hydro,Run-Of-River,PP,US,50.0,,,,,,1985.0,,,,32.806025,-86.444892,,,,4
59,Lewis Smith Dam 1,hydro,Reservoir,PP,US,90.5,,,,,,1961.0,,,,33.9406,-87.1077,,,,1
60,Lewis Smith Dam 2,hydro,Reservoir,PP,US,90.5,,,,,,1962.0,,,,33.9406,-87.1077,,,,2
61,Thurlow Dam 1,hydro,Reservoir,PP,US,40.5,,,,,,1931.0,,,,32.535436,-85.887614,,,,1
62,Thurlow Dam 2,hydro,Reservoir,PP,US,40.5,,,,,,1931.0,,,,32.535436,-85.887614,,,,2
63,Thurlow Dam 3,hydro,Reservoir,PP,US,10.0,,,,,,1931.0,,,,32.535436,-85.887614,,,,3
64,Weiss Dam 1,hydro,Reservoir,PP,US,29.2,,,,,,1962.0,,,,34.172142,-85.753806,,,,1
65,Weiss Dam 2,hydro,Reservoir,PP,US,29.2,,,,,,1961.0,,,,34.172142,-85.753806,,,,2
66,Weiss Dam 3,hydro,Reservoir,PP,US,29.2,,,,,,1961.0,,,,34.172142,-85.753806,,,,3
67,Yates Dam 1,hydro,Reservoir,PP,US,25.5,,,,,,1928.0,,,,32.5743,-85.8901,,,,1
68,Yates Dam 2,hydro,Reservoir,PP,US,25.0,,,,,,1928.0,,,,32.5743,-85.8901,,,,2
69,E C Gaston 1,OCGT,OCGT,PP,US,272.0,,,,,,1960.0,,,,33.244211,-86.458056,,,,1
70,E C Gaston 2,OCGT,OCGT,PP,US,272.0,,,,,,1960.0,,,,33.244211,-86.458056,,,,2
71,E C Gaston 3,OCGT,OCGT,PP,US,272.0,,,,,,1961.0,,,,33.244211,-86.458056,,,,3
72,E C Gaston 4,coal,,PP,US,952.0,,,,,,1974.0,,,,33.244211,-86.458056,,,,4
73,E C Gaston 5,oil,,PP,US,21.2,,,,,,1970.0,,,,33.244211,-86.458056,,,,5
74,E C Gaston 6,OCGT,OCGT,PP,US,244.8,,,,,,1962.0,,,,33.244211,-86.458056,,,,6
75,Madelia 1,oil,,PP,US,3.1,,,,,,2001.0,,,,44.0501,-94.4178,,,,1
76,Madelia 2,oil,,PP,US,2.0,,,,,,1965.0,,,,44.0501,-94.4178,,,,2
77,Madelia 3,oil,,PP,US,1.1,,,,,,1959.0,,,,44.0501,-94.4178,,,,3
78,Madelia 4,oil,,PP,US,4.3,,,,,,1973.0,,,,44.0501,-94.4178,,,,4
79,Madelia 5,oil,,PP,US,1.3,,,,,,1954.0,,,,44.0501,-94.4178,,,,5
80,Rollins 1,hydro,Reservoir,PP,US,12.1,,,,,,1980.0,,,,39.134259,-120.953341,,,,1
81,Millers Ferry 1,hydro,Run-Of-River,PP,US,33.7,,,,,,1970.0,,,,32.100881,-87.399767,,,,1
82,Millers Ferry 2,hydro,Run-Of-River,PP,US,33.7,,,,,,1970.0,,,,32.100881,-87.399767,,,,2
83,Millers Ferry 3,hydro,Run-Of-River,PP,US,33.7,,,,,,1970.0,,,,32.100881,-87.399767,,,,3
84,Browns Ferry 1,nuclear,,PP,US,1263.5,,,,,,1974.0,,,,34.7042,-87.1189,,,,1
85,Browns Ferry 2,nuclear,,PP,US,1152.0,,,,,,1975.0,,,,34.7042,-87.1189,,,,2
86,Browns Ferry 3,nuclear,,PP,US,1152.0,,,,,,1977.0,,,,34.7042,-87.1189,,,,3
87,Colbert 1,OCGT,OCGT,PP,US,59.5,,,,,,1972.0,,,,34.7439,-87.8486,,,,1
88,Colbert 2,OCGT,OCGT,PP,US,59.5,,,,,,1972.0,,,,34.7439,-87.8486,,,,2
89,Colbert 3,OCGT,OCGT,PP,US,59.5,,,,,,1972.0,,,,34.7439,-87.8486,,,,3
90,Colbert 4,OCGT,OCGT,PP,US,59.5,,,,,,1972.0,,,,34.7439,-87.8486,,,,4
91,Colbert 5,OCGT,OCGT,PP,US,59.5,,,,,,1972.0,,,,34.7439,-87.8486,,,,5
92,Colbert 6,OCGT,OCGT,PP,US,59.5,,,,,,1972.0,,,,34.7439,-87.8486,,,,6
93,Colbert 7,OCGT,OCGT,PP,US,59.5,,,,,,1972.0,,,,34.7439,-87.8486,,,,7
94,Colbert 8,OCGT,OCGT,PP,US,59.5,,,,,,1972.0,,,,34.7439,-87.8486,,,,8
95,Guntersville 1,hydro,Reservoir,PP,US,28.8,,,,,,1939.0,,,,34.421272,-86.393931,,,,1
96,Guntersville 2,hydro,Reservoir,PP,US,28.8,,,,,,1939.0,,,,34.421272,-86.393931,,,,2
97,Guntersville 3,hydro,Reservoir,PP,US,28.8,,,,,,1939.0,,,,34.421272,-86.393931,,,,3
98,Guntersville 4,hydro,Reservoir,PP,US,28.8,,,,,,1952.0,,,,34.421272,-86.393931,,,,4
99,Wheeler Dam 1,hydro,Reservoir,PP,US,35.1,,,,,,1936.0,,,,34.8069,-87.3819,,,,1
100,Wheeler Dam 2,hydro,Reservoir,PP,US,36.0,,,,,,1963.0,,,,34.8069,-87.3819,,,,2
101,Wheeler Dam 3,hydro,Reservoir,PP,US,43.6,,,,,,1963.0,,,,34.8069,-87.3819,,,,3
102,Wheeler Dam 4,hydro,Reservoir,PP,US,35.1,,,,,,1937.0,,,,34.8069,-87.3819,,,,4
103,Wheeler Dam 5,hydro,Reservoir,PP,US,35.1,,,,,,1941.0,,,,34.8069,-87.3819,,,,5
104,Wheeler Dam 6,hydro,Reservoir,PP,US,35.1,,,,,,1941.0,,,,34.8069,-87.3819,,,,6
105,Wheeler Dam 7,hydro,Reservoir,PP,US,35.1,,,,,,1948.0,,,,34.8069,-87.3819,,,,7
106,Wheeler Dam 8,hydro,Reservoir,PP,US,35.1,,,,,,1949.0,,,,34.8069,-87.3819,,,,8
107,Wheeler Dam 9,hydro,Reservoir,PP,US,35.1,,,,,,1949.0,,,,34.8069,-87.3819,,,,9
108,Wheeler Dam 10,hydro,Reservoir,PP,US,35.1,,,,,,1950.0,,,,34.8069,-87.3819,,,,10
109,Wheeler Dam 11,hydro,Reservoir,PP,US,43.6,,,,,,1962.0,,,,34.8069,-87.3819,,,,11
110,Gantt 1,hydro,Run-Of-River,PP,US,1.2,,,,,,1926.0,,,,31.4033,-86.479469,,,,1
111,Gantt 2,hydro,Run-Of-River,PP,US,1.8,,,,,,1985.0,,,,31.4033,-86.479469,,,,2
112,J K Smith 1,OCGT,OCGT,PP,US,149.0,,,,,,1999.0,,,,37.8833,-84.1017,,,,1
113,J K Smith 2,OCGT,OCGT,PP,US,98.0,,,,,,2010.0,,,,37.8833,-84.1017,,,,2
114,J K Smith 3,OCGT,OCGT,PP,US,149.0,,,,,,1999.0,,,,37.8833,-84.1017,,,,3
115,J K Smith 4,OCGT,OCGT,PP,US,149.0,,,,,,1999.0,,,,37.8833,-84.1017,,,,4
116,J K Smith 5,OCGT,OCGT,PP,US,108.0,,,,,,2001.0,,,,37.8833,-84.1017,,,,5
117,J K Smith 6,OCGT,OCGT,PP,US,108.0,,,,,,2001.0,,,,37.8833,-84.1017,,,,6
118,J K Smith 7,OCGT,OCGT,PP,US,98.0,,,,,,2005.0,,,,37.8833,-84.1017,,,,7
119,J K Smith 8,OCGT,OCGT,PP,US,98.0,,,,,,2005.0,,,,37.8833,-84.1017,,,,8
120,J K Smith 9,OCGT,OCGT,PP,US,98.0,,,,,,2010.0,,,,37.8833,-84.1017,,,,9
121,Point A 1,hydro,Run-Of-River,PP,US,1.6,,,,,,1925.0,,,,31.361146,-86.518307,,,,1
122,Point A 2,hydro,Run-Of-River,PP,US,1.6,,,,,,1925.0,,,,31.361146,-86.518307,,,,2
123,Point A 3,hydro,Run-Of-River,PP,US,2.0,,,,,,1949.0,,,,31.361146,-86.518307,,,,3
124,Platte 1,coal,,PP,US,109.8,,,,,,1982.0,,,,40.854765,-98.348222,,,,1
125,Whelan Energy Center 1,coal,,PP,US,76.3,,,,,,1981.0,,,,40.580872,-98.312437,,,,1
126,Whelan Energy Center 2,coal,,PP,US,248.0,,,,,,2011.0,,,,40.580872,-98.312437,,,,2
127,Annex Creek 1,hydro,Reservoir,PP,US,1.8,,,,,,1915.0,,,,58.3176,-134.101,,,,1
128,Annex Creek 2,hydro,Reservoir,PP,US,2.2,,,,,,1915.0,,,,58.3176,-134.101,,,,2
129,Gold Creek 1,hydro,Reservoir,PP,US,0.8,,,,,,1951.0,,,,58.3107,-134.4174,,,,1
130,Gold Creek 2,hydro,Reservoir,PP,US,0.4,,,,,,1914.0,,,,58.3107,-134.4174,,,,2
131,Gold Creek 3,hydro,Reservoir,PP,US,0.4,,,,,,1914.0,,,,58.3107,-134.4174,,,,3
132,Gold Creek 4,oil,,PP,US,1.2,,,,,,1952.0,,,,58.3107,-134.4174,,,,4
133,Gold Creek 5,oil,,PP,US,1.2,,,,,,1954.0,,,,58.3107,-134.4174,,,,5
134,Gold Creek 6,oil,,PP,US,1.1,,,,,,1961.0,,,,58.3107,-134.4174,,,,6
135,Gold Creek 7,oil,,PP,US,3.5,,,,,,1963.0,,,,58.3107,-134.4174,,,,7
136,Gold Creek 8,oil,,PP,US,1.1,,,,,,1966.0,,,,58.3107,-134.4174,,,,8
137,Lemon Creek 1,oil,,PP,US,2.5,,,,,,1969.0,,,,58.3536,-134.4953,,,,1
138,Lemon Creek 2,oil,,PP,US,2.6,,,,,,1969.0,,,,58.3536,-134.4953,,,,2
139,Lemon Creek 3,oil,,PP,US,2.6,,,,,,1974.0,,,,58.3536,-134.4953,,,,3
140,Lemon Creek 4,oil,,PP,US,18.6,,,,,,1980.0,,,,58.3536,-134.4953,,,,4
141,Lemon Creek 5,oil,,PP,US,18.6,,,,,,1983.0,,,,58.3536,-134.4953,,,,5
142,Lemon Creek 6,oil,,PP,US,2.8,,,,,,1983.0,,,,58.3536,-134.4953,,,,6
143,Lemon Creek 7,oil,,PP,US,2.8,,,,,,1984.0,,,,58.3536,-134.4953,,,,7
144,Lemon Creek 8,oil,,PP,US,2.8,,,,,,1984.0,,,,58.3536,-134.4953,,,,8
145,Lemon Creek 9,oil,,PP,US,2.8,,,,,,1984.0,,,,58.3536,-134.4953,,,,9
146,Lemon Creek 10,oil,,PP,US,2.8,,,,,,1985.0,,,,58.3536,-134.4953,,,,10
147,Lemon Creek 11,oil,,PP,US,2.8,,,,,,1985.0,,,,58.3536,-134.4953,,,,11
148,Salmon Creek 1 1,hydro,Reservoir,PP,US,8.5,,,,,,1984.0,,,,58.3269,-134.4631,,,,1
149,Skagway 1,hydro,Reservoir,PP,US,0.4,,,,,,1957.0,,,,59.4545,-135.3131,,,,1
150,Skagway 2,hydro,Reservoir,PP,US,0.1,,,,,,1909.0,,,,59.4545,-135.3131,,,,2
151,Skagway 3,hydro,Reservoir,PP,US,0.3,,,,,,1981.0,,,,59.4545,-135.3131,,,,3
152,Skagway 4,hydro,Reservoir,PP,US,0.2,,,,,,1987.0,,,,59.4545,-135.3131,,,,4
153,Skagway 5,oil,,PP,US,0.8,,,,,,1986.0,,,,59.4545,-135.3131,,,,5
154,Skagway 6,oil,,PP,US,1.1,,,,,,1996.0,,,,59.4545,-135.3131,,,,6
155,Skagway 7,oil,,PP,US,0.5,,,,,,1991.0,,,,59.4545,-135.3131,,,,7
156,Skagway 8,oil,,PP,US,1.0,,,,,,2009.0,,,,59.4545,-135.3131,,,,8
157,Haines 1,oil,,PP,US,1.2,,,,,,1991.0,,,,59.235931,-135.446228,,,,1
158,Haines 2,oil,,PP,US,1.9,,,,,,2006.0,,,,59.235931,-135.446228,,,,2
159,Haines 3,oil,,PP,US,1.5,,,,,,2021.0,,,,59.235931,-135.446228,,,,3
160,Haines 4,oil,,PP,US,0.6,,,,,,1968.0,,,,59.235931,-135.446228,,,,4
161,Haines 5,oil,,PP,US,2.8,,,,,,1995.0,,,,59.235931,-135.446228,,,,5
162,Haines 6,oil,,PP,US,1.6,,,,,,1996.0,,,,59.235931,-135.446228,,,,6
163,Swan Lake 1,hydro,Reservoir,PP,US,11.3,,,,,,1984.0,,,,55.615208,-131.356111,,,,1
164,Swan Lake 2,hydro,Reservoir,PP,US,11.3,,,,,,1984.0,,,,55.615208,-131.356111,,,,2
165,Terror Lake Microgrid 1,hydro,Reservoir,PP,US,11.2,,,,,,1984.0,,,,57.6861,-152.895,,,,1
166,Terror Lake Microgrid 2,hydro,Reservoir,PP,US,11.2,,,,,,1984.0,,,,57.6861,-152.895,,,,2
167,Terror Lake Microgrid 3,hydro,Reservoir,PP,US,11.2,,,,,,2014.0,,,,57.6861,-152.895,,,,3
168,Venice Hydro 1,hydro,Reservoir,PP,US,10.1,,,,,,1982.0,,,,34.01135,-118.4168,,,,1
169,Hank Nikkels Plant 1 1,OCGT,OCGT,PP,US,48.9,,,,,,2007.0,,,,61.2221,-149.8661,,,,1
170,Hank Nikkels Plant 1 2,OCGT,OCGT,PP,US,27.0,,,,,,1972.0,,,,61.2221,-149.8661,,,,2
171,Hank Nikkels Plant 1 3,oil,,PP,US,2.0,,,,,,2012.0,,,,61.2221,-149.8661,,,,3
172,Eklutna Hydro Project 1,hydro,Reservoir,PP,US,22.2,,,,,,1955.0,,,,61.475211,-149.15009,,,,1
173,Eklutna Hydro Project 2,hydro,Reservoir,PP,US,22.2,,,,,,1955.0,,,,61.475211,-149.15009,,,,2
174,Snettisham 1,hydro,Reservoir,PP,US,23.6,,,,,,1973.0,,,,58.1415,-133.737,,,,1
175,Snettisham 2,hydro,Reservoir,PP,US,23.6,,,,,,1973.0,,,,58.1415,-133.737,,,,2
176,Snettisham 3,hydro,Reservoir,PP,US,31.0,,,,,,1990.0,,,,58.1415,-133.737,,,,3
177,Aurora Energy LLC Chena 1,coal,,PP,US,5.0,,,,,,1952.0,,,,64.847743,-147.735063,,,,1
178,Aurora Energy LLC Chena 2,coal,,PP,US,2.5,,,,,,1952.0,,,,64.847743,-147.735063,,,,2
179,Aurora Energy LLC Chena 3,coal,,PP,US,20.0,,,,,,1975.0,,,,64.847743,-147.735063,,,,3
180,Ketchikan 1,hydro,Reservoir,PP,US,1.4,,,,,,1952.0,,,,55.344641,-131.633425,,,,1
181,Ketchikan 2,hydro,Reservoir,PP,US,1.4,,,,,,1938.0,,,,55.344641,-131.633425,,,,2
182,Ketchikan 3,hydro,Reservoir,PP,US,1.4,,,,,,1954.0,,,,55.344641,-131.633425,,,,3
183,S W Bailey 1,oil,,PP,US,4.5,,,,,,1969.0,,,,55.357397,-131.69696,,,,1
184,S W Bailey 2,oil,,PP,US,4.5,,,,,,1970.0,,,,55.357397,-131.69696,,,,2
185,S W Bailey 3,oil,,PP,US,6.4,,,,,,1976.0,,,,55.357397,-131.69696,,,,3
186,S W Bailey 4,oil,,PP,US,10.5,,,,,,1998.0,,,,55.357397,-131.69696,,,,4
187,Ashokan 1,hydro,Reservoir,PP,US,2.3,,,,,,1982.0,,,,41.949,-74.2063,,,,1
188,Ashokan 2,hydro,Reservoir,PP,US,2.3,,,,,,1982.0,,,,41.949,-74.2063,,,,2
189,Snake River 1,oil,,PP,US,3.8,,,,,,1991.0,,,,64.505331,-165.429814,,,,1
190,Snake River 2,oil,,PP,US,2.0,,,,,,1999.0,,,,64.505331,-165.429814,,,,2
191,Snake River 3,oil,,PP,US,5.2,,,,,,2007.0,,,,64.505331,-165.429814,,,,3
192,Snake River 4,oil,,PP,US,5.2,,,,,,2007.0,,,,64.505331,-165.429814,,,,4
193,Snake River 5,oil,,PP,US,0.4,,,,,,2013.0,,,,64.505331,-165.429814,,,,5
194,Snake River 6,onwind,,PP,US,0.9,,,,,,2013.0,,,,64.505331,-165.429814,,,,6
195,Snake River 7,onwind,,PP,US,0.9,,,,,,2013.0,,,,64.505331,-165.429814,,,,7
196,Petersburg 1,hydro,Reservoir,PP,US,1.6,,,,,,1954.0,,,,56.81104,-132.957091,,,,1
197,Petersburg 2,oil,,PP,US,2.6,,,,,,1972.0,,,,56.81104,-132.957091,,,,2
198,Petersburg 3,oil,,PP,US,1.2,,,,,,1965.0,,,,56.81104,-132.957091,,,,3
199,Petersburg 4,oil,,PP,US,0.6,,,,,,1979.0,,,,56.81104,-132.957091,,,,4
200,Petersburg 5,oil,,PP,US,0.8,,,,,,1979.0,,,,56.81104,-132.957091,,,,5
201,Petersburg 6,oil,,PP,US,2.6,,,,,,1993.0,,,,56.81104,-132.957091,,,,6
202,Petersburg 7,oil,,PP,US,2.6,,,,,,2001.0,,,,56.81104,-132.957091,,,,7
203,Petersburg 8,oil,,PP,US,2.5,,,,,,2012.0,,,,56.81104,-132.957091,,,,8
204,Seward (AK) 1,oil,,PP,US,2.5,,,,,,1975.0,,,,60.130922,-149.43501,,,,1
205,Seward (AK) 2,oil,,PP,US,2.5,,,,,,1986.0,,,,60.130922,-149.43501,,,,2
206,Seward (AK) 3,oil,,PP,US,2.5,,,,,,1985.0,,,,60.130922,-149.43501,,,,3
207,Seward (AK) 4,oil,,PP,US,2.8,,,,,,2000.0,,,,60.130922,-149.43501,,,,4
208,Seward (AK) 5,oil,,PP,US,2.8,,,,,,2010.0,,,,60.130922,-149.43501,,,,5
209,Seward (AK) 6,oil,,PP,US,2.5,,,,,,2010.0,,,,60.130922,-149.43501,,,,6
210,Blue Lake Hydro 1,hydro,Reservoir,PP,US,5.3,,,,,,2014.0,,,,57.0516,-135.2297,,,,1
211,Blue Lake Hydro 2,hydro,Reservoir,PP,US,5.3,,,,,,2014.0,,,,57.0516,-135.2297,,,,2
212,Blue Lake Hydro 3,hydro,Reservoir,PP,US,5.3,,,,,,2014.0,,,,57.0516,-135.2297,,,,3
213,Wrangell 1,oil,,PP,US,2.0,,,,,,2000.0,,,,56.460976,-132.379439,,,,1
214,Wrangell 2,oil,,PP,US,2.0,,,,,,2000.0,,,,56.460976,-132.379439,,,,2
215,Wrangell 3,oil,,PP,US,2.0,,,,,,2002.0,,,,56.460976,-132.379439,,,,3
216,Wrangell 4,oil,,PP,US,2.5,,,,,,1987.0,,,,56.460976,-132.379439,,,,4
217,Beluga 1,OCGT,OCGT,PP,US,16.0,,,,,,1968.0,,,,61.1861,-151.0356,,,,1
218,Beluga 2,OCGT,OCGT,PP,US,16.0,,,,,,1968.0,,,,61.1861,-151.0356,,,,2
219,Beluga 3,OCGT,OCGT,PP,US,59.1,,,,,,1972.0,,,,61.1861,-151.0356,,,,3
220,Beluga 4,OCGT,OCGT,PP,US,68.3,,,,,,1975.0,,,,61.1861,-151.0356,,,,4
221,Beluga 5,OCGT,OCGT,PP,US,76.5,,,,,,1976.0,,,,61.1861,-151.0356,,,,5
222,Beluga 6,OCGT,OCGT,PP,US,76.5,,,,,,1978.0,,,,61.1861,-151.0356,,,,6
223,Frederickson 1,OCGT,OCGT,PP,US,88.9,,,,,,1981.0,,,,47.079722,-122.365,,,,1
224,Frederickson 2,OCGT,OCGT,PP,US,88.9,,,,,,1981.0,,,,47.079722,-122.365,,,,2
225,South Consolidated 1,hydro,Reservoir,PP,US,1.4,,,,,,1981.0,,,,33.466477,-111.781064,,,,1
226,J S Eastwood 1,hydro,Pumped Storage,Store,US,199.8,,,,,,1987.0,,,,37.147926,-119.2567,,,,1
227,Holcomb 1,coal,,PP,US,348.7,,,,,,1983.0,,,,37.9308,-100.9725,,,,1
228,Dillingham 1,oil,,PP,US,1.1,,,,,,1988.0,,,,59.042914,-158.468597,,,,1
229,Dillingham 2,oil,,PP,US,1.0,,,,,,2001.0,,,,59.042914,-158.468597,,,,2
230,Dillingham 3,oil,,PP,US,1.0,,,,,,2006.0,,,,59.042914,-158.468597,,,,3
231,Dillingham 4,oil,,PP,US,1.0,,,,,,2006.0,,,,59.042914,-158.468597,,,,4
232,Dillingham 5,oil,,PP,US,1.0,,,,,,2008.0,,,,59.042914,-158.468597,,,,5
233,Dillingham 6,oil,,PP,US,1.0,,,,,,2008.0,,,,59.042914,-158.468597,,,,6
234,Dillingham 7,oil,,PP,US,0.5,,,,,,2009.0,,,,59.042914,-158.468597,,,,7
235,Dillingham 8,oil,,PP,US,2.2,,,,,,2019.0,,,,59.042914,-158.468597,,,,8
236,Dillingham 9,oil,,PP,US,2.2,,,,,,2019.0,,,,59.042914,-158.468597,,,,9
237,Cholla 1,coal,,PP,US,113.6,,,,,,1962.0,,,,34.9394,-110.3033,,,,1
238,Cholla 2,coal,,PP,US,312.3,,,,,,1980.0,,,,34.9394,-110.3033,,,,2
239,Douglas 1,oil,,PP,US,26.1,,,,,,1972.0,,,,31.364122,-109.5538,,,,1
240,Ocotillo 1,OCGT,OCGT,PP,US,53.1,,,,,,1972.0,,,,33.4225,-111.9122,,,,1
241,Ocotillo 2,OCGT,OCGT,PP,US,53.1,,,,,,1973.0,,,,33.4225,-111.9122,,,,2
242,Ocotillo 3,OCGT,OCGT,PP,US,161.9,,,,,,2019.0,,,,33.4225,-111.9122,,,,3
243,Ocotillo 4,OCGT,OCGT,PP,US,161.9,,,,,,2019.0,,,,33.4225,-111.9122,,,,4
