,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID,bus,cumcount
9032,Rapids Energy Center 2,OCGT,OCGT,PP,US,14.0,,,,,,1980.0,,,,47.234825,-93.537169,,,,2
9033,Rapids Energy Center 3,hydro,Reservoir,PP,US,1.9,,,,,,1943.0,,,,47.234825,-93.537169,,,,3
9034,Black River Hydro Associates 1,hydro,Reservoir,PP,US,1.6,,,,,,1984.0,,,,43.591246,-75.344207,,,,1
9035,Black River Hydro Associates 2,hydro,Reservoir,PP,US,2.2,,,,,,1984.0,,,,43.591246,-75.344207,,,,2
9036,Black River Hydro Associates 3,hydro,Reservoir,PP,US,1.9,,,,,,1984.0,,,,43.591246,-75.344207,,,,3
9037,ExxonMobil Baton Rouge Turbine Generator 1,OCGT,OCGT,PP,US,85.3,,,,,,1990.0,,,,30.489722,-91.187222,,,,1
9038,ExxonMobil Baytown Turbine 1,OCGT,OCGT,PP,US,39.7,,,,,,1989.0,,,,29.759124,-95.009648,,,,1
9039,ExxonMobil Baytown Turbine 2,OCGT,OCGT,PP,US,39.7,,,,,,1989.0,,,,29.759124,-95.009648,,,,2
9040,ExxonMobil Baytown Turbine 3,OCGT,OCGT,PP,US,39.7,,,,,,1989.0,,,,29.759124,-95.009648,,,,3
9041,ExxonMobil Baytown Turbine 4,OCGT,OCGT,PP,US,98.9,,,,,,1997.0,,,,29.759124,-95.009648,,,,4
9042,ExxonMobil Baytown Turbine 5,OCGT,OCGT,PP,US,163.8,,,,,,2004.0,,,,29.759124,-95.009648,,,,5
9043,Eastern Correctional Institute 1,biomass,,PP,US,1.9,,,,,,1987.0,,,,38.159,-75.704,,,,1
9044,Eastern Correctional Institute 2,biomass,,PP,US,1.9,,,,,,1987.0,,,,38.159,-75.704,,,,2
9045,Eastern Correctional Institute 3,oil,,PP,US,1.0,,,,,,1988.0,,,,38.159,-75.704,,,,3
9046,Eastern Correctional Institute 4,oil,,PP,US,1.0,,,,,,1988.0,,,,38.159,-75.704,,,,4
9047,Pepperell Hydro Power Plant 1,hydro,Reservoir,PP,US,0.8,,,,,,1920.0,,,,42.668889,-71.575556,,,,1
9048,Pepperell Hydro Power Plant 2,hydro,Reservoir,PP,US,0.8,,,,,,1920.0,,,,42.668889,-71.575556,,,,2
9049,Pepperell Hydro Power Plant 3,hydro,Reservoir,PP,US,0.6,,,,,,2006.0,,,,42.668889,-71.575556,,,,3
9050,St Francisville Mill 1,biomass,,PP,US,12.5,,,,,,1966.0,,,,30.7108,-91.3236,,,,1
9051,Graphic Packaging 1,OCGT,OCGT,PP,US,1.8,,,,,,1992.0,,,,42.306809,-85.578969,,,,1
9052,Georgia-Pacific Consr Prods LP-Naheola 1,biomass,,PP,US,47.2,,,,,,1993.0,,,,32.2268,-88.0252,,,,1
9053,Georgia-Pacific Consr Prods LP-Naheola 2,biomass,,PP,US,40.3,,,,,,2019.0,,,,32.2268,-88.0252,,,,2
9054,Red Shield Envir Old Town Facility 1,biomass,,PP,US,12.5,,,,,,1965.0,,,,44.918063,-68.63554,,,,1
9055,Red Shield Envir Old Town Facility 2,biomass,,PP,US,16.0,,,,,,1987.0,,,,44.918063,-68.63554,,,,2
9056,Burney Creek 1,hydro,Reservoir,PP,US,3.0,,,,,,1990.0,,,,40.8579,-121.7225,,,,1
9057,Cove Hydroelectric 1,hydro,Reservoir,PP,US,5.0,,,,,,1990.0,,,,40.8713,-121.9487,,,,1
9058,Lost Creek I 1,hydro,Reservoir,PP,US,1.1,,,,,,1989.0,,,,40.7576,-121.4145,,,,1
9059,Ponderosa Bailey Creek 1,hydro,Reservoir,PP,US,1.1,,,,,,1990.0,,,,40.4579,-121.8427,,,,1
9060,Karen Avenue Wind Farm 1,onwind,,PP,US,11.7,,,,,,1985.0,,,,33.92194,-116.56222,,,,1
9061,Kyocera America Project 1,OCGT,OCGT,PP,US,1.7,,,,,,2012.0,,,,32.819675,-117.140548,,,,1
9062,Kyocera America Project 2,OCGT,OCGT,PP,US,2.1,,,,,,2012.0,,,,32.819675,-117.140548,,,,2
9063,Selkirk Cogen 1,CCGT,CCGT,PP,US,95.2,,,,,,1992.0,,,,42.5744,-73.8592,,,,1
9064,Selkirk Cogen 2,CCGT,CCGT,PP,US,12.0,,,,,,1992.0,,,,42.5744,-73.8592,,,,2
9065,Selkirk Cogen 3,CCGT,CCGT,PP,US,95.2,,,,,,1994.0,,,,42.5744,-73.8592,,,,3
9066,Selkirk Cogen 4,CCGT,CCGT,PP,US,95.2,,,,,,1994.0,,,,42.5744,-73.8592,,,,4
9067,Selkirk Cogen 5,CCGT,CCGT,PP,US,148.4,,,,,,1994.0,,,,42.5744,-73.8592,,,,5
9068,Masspower 1,CCGT,CCGT,PP,US,90.0,,,,,,1993.0,,,,42.1575,-72.5225,,,,1
9069,Masspower 2,CCGT,CCGT,PP,US,90.0,,,,,,1993.0,,,,42.1575,-72.5225,,,,2
9070,Masspower 3,CCGT,CCGT,PP,US,80.9,,,,,,1993.0,,,,42.1575,-72.5225,,,,3
9071,Barker Lower 1,hydro,Reservoir,PP,US,1.5,,,,,,1986.0,,,,44.0867,-70.2297,,,,1
9072,Barber Dam 1,hydro,Reservoir,PP,US,4.1,,,,,,1990.0,,,,43.561001,-116.121269,,,,1
9073,Sprague Hydro 1,hydro,Reservoir,PP,US,1.2,,,,,,1989.0,,,,42.50136,-120.98944,,,,1
9074,Magic Dam Hydroelectric Project 1,hydro,Reservoir,PP,US,3.0,,,,,,1989.0,,,,43.2547,-114.3569,,,,1
9075,Magic Dam Hydroelectric Project 2,hydro,Reservoir,PP,US,3.0,,,,,,1989.0,,,,43.2547,-114.3569,,,,2
9076,Magic Dam Hydroelectric Project 3,hydro,Reservoir,PP,US,3.0,,,,,,1989.0,,,,43.2547,-114.3569,,,,3
9077,Morgantown Energy Facility 1,coal,,PP,US,68.9,,,,,,1991.0,,,,39.6397,-79.960556,,,,1
9078,Midland Cogeneration Venture 1,oil,,PP,US,5.2,,,,,,1990.0,,,,43.5861,-84.2242,,,,1
9079,Midland Cogeneration Venture 2,CCGT,CCGT,PP,US,13.4,,,,,,1998.0,,,,43.5861,-84.2242,,,,2
9080,Midland Cogeneration Venture 3,CCGT,CCGT,PP,US,87.1,,,,,,1990.0,,,,43.5861,-84.2242,,,,3
9081,Midland Cogeneration Venture 4,CCGT,CCGT,PP,US,87.1,,,,,,1990.0,,,,43.5861,-84.2242,,,,4
9082,Midland Cogeneration Venture 5,CCGT,CCGT,PP,US,87.1,,,,,,1990.0,,,,43.5861,-84.2242,,,,5
9083,Midland Cogeneration Venture 6,CCGT,CCGT,PP,US,87.1,,,,,,1990.0,,,,43.5861,-84.2242,,,,6
9084,Midland Cogeneration Venture 7,CCGT,CCGT,PP,US,87.1,,,,,,1990.0,,,,43.5861,-84.2242,,,,7
9085,Midland Cogeneration Venture 8,CCGT,CCGT,PP,US,87.1,,,,,,1989.0,,,,43.5861,-84.2242,,,,8
9086,Midland Cogeneration Venture 9,CCGT,CCGT,PP,US,87.1,,,,,,1989.0,,,,43.5861,-84.2242,,,,9
9087,Midland Cogeneration Venture 10,CCGT,CCGT,PP,US,87.1,,,,,,1989.0,,,,43.5861,-84.2242,,,,10
9088,Midland Cogeneration Venture 11,CCGT,CCGT,PP,US,87.1,,,,,,1989.0,,,,43.5861,-84.2242,,,,11
9089,Midland Cogeneration Venture 12,CCGT,CCGT,PP,US,87.1,,,,,,1989.0,,,,43.5861,-84.2242,,,,12
9090,Midland Cogeneration Venture 13,CCGT,CCGT,PP,US,87.1,,,,,,1989.0,,,,43.5861,-84.2242,,,,13
9091,Midland Cogeneration Venture 14,CCGT,CCGT,PP,US,87.1,,,,,,1990.0,,,,43.5861,-84.2242,,,,14
9092,Midland Cogeneration Venture 15,CCGT,CCGT,PP,US,410.0,,,,,,1990.0,,,,43.5861,-84.2242,,,,15
9093,Midland Cogeneration Venture 16,CCGT,CCGT,PP,US,380.0,,,,,,1990.0,,,,43.5861,-84.2242,,,,16
9094,Camden Plant Holdings LLC 1,CCGT,CCGT,PP,US,95.2,,,,,,1993.0,,,,39.9175,-75.1192,,,,1
9095,Camden Plant Holdings LLC 2,CCGT,CCGT,PP,US,77.7,,,,,,1993.0,,,,39.9175,-75.1192,,,,2
9096,Lachute Hydro Lower 1,hydro,Reservoir,PP,US,3.8,,,,,,1987.0,,,,43.849029,-73.420701,,,,1
9097,Lachute Hydro Upper 1,hydro,Reservoir,PP,US,5.2,,,,,,1987.0,,,,43.843869,-73.431207,,,,1
9098,Rifle Generating Station 1,CCGT,CCGT,PP,US,15.0,,,,,,1987.0,,,2022.0,39.5173,-107.7299,,,,1
9099,Rifle Generating Station 2,CCGT,CCGT,PP,US,15.0,,,,,,1987.0,,,2022.0,39.5173,-107.7299,,,,2
9100,Rifle Generating Station 3,CCGT,CCGT,PP,US,15.0,,,,,,1987.0,,,2022.0,39.5173,-107.7299,,,,3
9101,Rifle Generating Station 4,CCGT,CCGT,PP,US,39.0,,,,,,1987.0,,,2022.0,39.5173,-107.7299,,,,4
9102,Salton Sea Power Gen Co - Unit 3 1,geothermal,,PP,US,53.9,,,,,,1989.0,,,,33.158153,-115.638656,,,,1
9103,Las Vegas Generating Station 1,CCGT,CCGT,PP,US,49.8,,,,,,1994.0,,,,36.2319,-115.1222,,,,1
9104,Las Vegas Generating Station 2,CCGT,CCGT,PP,US,11.5,,,,,,1994.0,,,,36.2319,-115.1222,,,,2
9105,Las Vegas Generating Station 3,CCGT,CCGT,PP,US,60.5,,,,,,2003.0,,,,36.2319,-115.1222,,,,3
9106,Las Vegas Generating Station 4,CCGT,CCGT,PP,US,60.5,,,,,,2003.0,,,,36.2319,-115.1222,,,,4
9107,Las Vegas Generating Station 5,CCGT,CCGT,PP,US,60.5,,,,,,2003.0,,,,36.2319,-115.1222,,,,5
9108,Las Vegas Generating Station 6,CCGT,CCGT,PP,US,60.5,,,,,,2003.0,,,,36.2319,-115.1222,,,,6
9109,Las Vegas Generating Station 7,CCGT,CCGT,PP,US,27.8,,,,,,2003.0,,,,36.2319,-115.1222,,,,7
9110,Las Vegas Generating Station 8,CCGT,CCGT,PP,US,27.8,,,,,,2003.0,,,,36.2319,-115.1222,,,,8
9111,Ormesa III 1,geothermal,,PP,US,8.0,,,,,,2007.0,,,,32.7757,-115.2637,,,,1
9112,Ormesa III 2,geothermal,,PP,US,21.6,,,,,,1989.0,,,,32.7757,-115.2637,,,,2
9113,Ormesa III 3,geothermal,,PP,US,16.0,,,,,,2020.0,,,,32.7757,-115.2637,,,,3
9114,Blue Lake Power LLC 1,biomass,,PP,US,13.8,,,,,,1985.0,,,,40.8786,-123.9942,,,,1
9115,Indeck Jonesboro Energy Center 1,biomass,,PP,US,27.5,,,,,,1987.0,,,,44.6781,-67.5477,,,,1
9116,Indeck West Enfield Energy Center 1,biomass,,PP,US,27.5,,,,,,1987.0,,,,45.2537,-68.62792,,,,1
9117,Rio Bravo Fresno 1,biomass,,PP,US,28.0,,,,,,1988.0,,,,36.688915,-119.723218,,,,1
9118,Hopewell Power Station 1,biomass,,PP,US,71.1,,,,,,1992.0,,,2028.0,37.297834,-77.282982,,,,1
9119,Rio Bravo Rocklin 1,biomass,,PP,US,27.9,,,,,,1989.0,,,,38.8319,-121.313652,,,,1
9120,Altavista Power Station 1,biomass,,PP,US,71.1,,,,,,1992.0,,,2028.0,37.118674,-79.273551,,,,1
9121,Southampton Power Station 1,biomass,,PP,US,71.1,,,,,,1992.0,,,2028.0,36.6525,-76.9953,,,,1
9122,E F Oxnard Energy Facility 1,OCGT,OCGT,PP,US,48.5,,,,,,1990.0,,,,34.1958,-119.1664,,,,1
9123,HL Power 1,biomass,,PP,US,36.2,,,,,,1989.0,,,,40.368338,-120.264848,,,,1
9124,Koyle Ranch Hydroelectric Project 1,hydro,Reservoir,PP,US,0.2,,,,,,1983.0,,,,42.945664,-114.795698,,,,1
9125,Koyle Ranch Hydroelectric Project 2,hydro,Reservoir,PP,US,0.3,,,,,,1983.0,,,,42.945664,-114.795698,,,,2
9126,Koyle Ranch Hydroelectric Project 3,hydro,Reservoir,PP,US,0.8,,,,,,1983.0,,,,42.945664,-114.795698,,,,3
9127,Colstrip Energy LP 1,coal,,PP,US,46.1,,,,,,1990.0,,,,45.9752,-106.6547,,,,1
9128,Piedmont Hydro Power Project 1,hydro,Reservoir,PP,US,1.0,,,,,,1989.0,,,,34.702021,-82.462102,,,,1
9129,Sabine River Works 1,CCGT,CCGT,PP,US,89.9,,,,,,1987.0,,,,30.0552,-93.7579,,,,1
9130,Sabine River Works 2,CCGT,CCGT,PP,US,6.2,,,,,,1948.0,,,,30.0552,-93.7579,,,,2
9131,Sabine River Works 3,CCGT,CCGT,PP,US,180.0,,,,,,2001.0,,,,30.0552,-93.7579,,,,3
9132,Sabine River Works 4,CCGT,CCGT,PP,US,180.0,,,,,,2001.0,,,,30.0552,-93.7579,,,,4
9133,Sabine River Works 5,CCGT,CCGT,PP,US,145.0,,,,,,2001.0,,,,30.0552,-93.7579,,,,5
9134,Victoria Texas Plant 1,OCGT,OCGT,PP,US,102.4,,,,,,1987.0,,,,28.675088,-96.956014,,,,1
9135,Camden South Carolina 1,OCGT,OCGT,PP,US,19.0,,,,,,1993.0,,,,34.2338,-80.6558,,,,1
9136,Fries Hydroelectric Project 1,hydro,Reservoir,PP,US,2.0,,,,,,1933.0,,,,36.715103,-80.985621,,,,1
9137,Fries Hydroelectric Project 2,hydro,Reservoir,PP,US,0.8,,,,,,1933.0,,,,36.715103,-80.985621,,,,2
9138,Fries Hydroelectric Project 3,hydro,Reservoir,PP,US,0.2,,,,,,1933.0,,,,36.715103,-80.985621,,,,3
9139,Fries Hydroelectric Project 4,hydro,Reservoir,PP,US,2.4,,,,,,1981.0,,,,36.715103,-80.985621,,,,4
9140,Pelzer Upper 1,hydro,Reservoir,PP,US,2.0,,,,,,1989.0,,,,34.642371,-82.45444,,,,1
9141,Pelzer Lower 1,hydro,Reservoir,PP,US,3.3,,,,,,1989.0,,,,34.616522,-82.447913,,,,1
9142,Ware Shoals Hydro Project 1,hydro,Reservoir,PP,US,3.0,,,,,,1939.0,,,,34.404006,-82.233581,,,,1
9143,Ware Shoals Hydro Project 2,hydro,Reservoir,PP,US,3.2,,,,,,1986.0,,,,34.404006,-82.233581,,,,2
9144,Ogdensburg Power 1,OCGT,OCGT,PP,US,26.9,,,,,,1993.0,,,,44.7258,-75.4417,,,,1
9145,Kenilworth Energy Facility 1,CCGT,CCGT,PP,US,22.0,,,,,,1989.0,,,,40.6781,-74.2744,,,,1
9146,Kenilworth Energy Facility 2,CCGT,CCGT,PP,US,6.8,,,,,,1989.0,,,,40.6781,-74.2744,,,,2
9147,Crystal Springs 1,hydro,Reservoir,PP,US,2.3,,,,,,1988.0,,,,42.622513,-114.50093,,,,1
9148,Dietrich Drop 1,hydro,Reservoir,PP,US,4.8,,,,,,1990.0,,,,42.836046,-114.267952,,,,1
9149,Low Line Rapids 1,hydro,Reservoir,PP,US,2.8,,,,,,1990.0,,,,42.47711,-114.380118,,,,1
9150,Rock Creek II 1,hydro,Reservoir,PP,US,1.9,,,,,,1990.0,,,,42.620724,-114.531489,,,,1
9151,Port Leyden Hydroelectric Project 1,hydro,Reservoir,PP,US,0.5,,,,,,1985.0,,,,43.583611,-75.339167,,,,1
9152,Port Leyden Hydroelectric Project 2,hydro,Reservoir,PP,US,0.5,,,,,,1985.0,,,,43.583611,-75.339167,,,,2
9153,Ada Cogeneration LP 1,CCGT,CCGT,PP,US,23.0,,,,,,1990.0,,,,42.962672,-85.494071,,,,1
9154,Ada Cogeneration LP 2,CCGT,CCGT,PP,US,10.1,,,,,,1990.0,,,,42.962672,-85.494071,,,,2
9155,Grayling Generating Station 1,biomass,,PP,US,38.0,,,,,,1992.0,,,,44.604921,-84.690578,,,,1
9156,Deer Island Treatment Plant 1,oil,,PP,US,26.0,,,,,,1995.0,,,,42.353333,-70.962778,,,,1
9157,Deer Island Treatment Plant 2,oil,,PP,US,26.0,,,,,,1995.0,,,,42.353333,-70.962778,,,,2
9158,Deer Island Treatment Plant 3,hydro,Reservoir,PP,US,1.0,,,,,,2001.0,,,,42.353333,-70.962778,,,,3
9159,Deer Island Treatment Plant 4,hydro,Reservoir,PP,US,1.0,,,,,,2001.0,,,,42.353333,-70.962778,,,,4
9160,Deer Island Treatment Plant 5,solar,,PP,US,0.1,,,,,,2008.0,,,,42.353333,-70.962778,,,,5
9161,Deer Island Treatment Plant 6,onwind,,PP,US,0.6,,,,,,2009.0,,,,42.353333,-70.962778,,,,6
9162,Deer Island Treatment Plant 7,onwind,,PP,US,0.6,,,,,,2009.0,,,,42.353333,-70.962778,,,,7
9163,Oakdale Power Station 1,hydro,Reservoir,PP,US,3.5,,,,,,1951.0,,,,42.38697,-71.802462,,,,1
9164,Cosgrove Intake and Power Station 1,hydro,Reservoir,PP,US,1.6,,,,,,1969.0,,,,42.40439,-71.687218,,,,1
9165,Cosgrove Intake and Power Station 2,hydro,Reservoir,PP,US,1.6,,,,,,1969.0,,,,42.40439,-71.687218,,,,2
9166,Woodland Biomass Power Ltd 1,biomass,,PP,US,28.0,,,,,,1989.0,,,,38.6905,-121.7371,,,,1
9167,Covanta Mendota 1,biomass,,PP,US,28.0,,,,,,1989.0,,,,36.755896,-120.365422,,,,1
9168,"Stored Solar Springfield, LLC 1",biomass,,PP,US,20.0,,,,,,1987.0,,,,43.442871,-72.056,,,,1
9169,"Stored Solar Whitefield, LLC 1",biomass,,PP,US,19.9,,,,,,1988.0,,,,44.358047,-71.5449,,,,1
9170,Covanta Delano Energy 1,biomass,,PP,US,31.8,,,,,,1990.0,,,,35.7144,-119.2337,,,,1
9171,Covanta Delano Energy 2,biomass,,PP,US,25.2,,,,,,1993.0,,,,35.7144,-119.2337,,,,2
9172,Walden 1,hydro,Reservoir,PP,US,1.2,,,,,,1986.0,,,,41.55998,-74.195154,,,,1
9173,Walden 2,hydro,Reservoir,PP,US,0.8,,,,,,1986.0,,,,41.55998,-74.195154,,,,2
9174,Walden 3,hydro,Reservoir,PP,US,0.4,,,,,,1986.0,,,,41.55998,-74.195154,,,,3
9175,Silver Bay Power 1,coal,,PP,US,50.0,,,,,,1955.0,,,,47.286573,-91.260531,,,,1
9176,Silver Bay Power 2,coal,,PP,US,81.6,,,,,,1962.0,,,,47.286573,-91.260531,,,,2
9177,Center Falls 1,hydro,Reservoir,PP,US,0.4,,,,,,1984.0,,,,43.096677,-73.460172,,,,1
9178,Center Falls 2,hydro,Reservoir,PP,US,0.4,,,,,,1984.0,,,,43.096677,-73.460172,,,,2
9179,Center Falls 3,hydro,Reservoir,PP,US,0.3,,,,,,1984.0,,,,43.096677,-73.460172,,,,3
9180,Cargill Corn Milling Division 1,OCGT,OCGT,PP,US,20.0,,,,,,1952.0,,,,41.1386,-92.6467,,,,1
9181,Cargill Corn Milling Division 2,OCGT,OCGT,PP,US,20.0,,,,,,1952.0,,,,41.1386,-92.6467,,,,2
9182,Archer Daniels Midland Clinton 1,coal,,PP,US,75.0,,,,,,2009.0,,,,41.8206,-90.2097,,,,1
9183,Archer Daniels Midland Clinton 2,coal,,PP,US,105.0,,,,,,2009.0,,,,41.8206,-90.2097,,,,2
9184,Archer Daniels Midland Des Moines 1,coal,,PP,US,7.9,,,,,,1988.0,,,,41.624438,-93.584515,,,,1
9185,Archer Daniels Midland Lincoln 1,coal,,PP,US,7.9,,,,,,1988.0,,,,40.866463,-96.614486,,,,1
9186,Archer Daniels Midland Mankato 1,coal,,PP,US,6.1,,,,,,1987.0,,,,44.187066,-93.99242,,,,1
9187,Archer Daniels Midland Cedar Rapids 1,coal,,PP,US,31.0,,,,,,1988.0,,,,41.9221,-91.6875,,,,1
9188,Archer Daniels Midland Cedar Rapids 2,coal,,PP,US,31.0,,,,,,1988.0,,,,41.9221,-91.6875,,,,2
9189,Archer Daniels Midland Cedar Rapids 3,coal,,PP,US,31.0,,,,,,1988.0,,,,41.9221,-91.6875,,,,3
9190,Archer Daniels Midland Cedar Rapids 4,coal,,PP,US,31.0,,,,,,1988.0,,,,41.9221,-91.6875,,,,4
9191,Archer Daniels Midland Cedar Rapids 5,coal,,PP,US,31.0,,,,,,1995.0,,,,41.9221,-91.6875,,,,5
9192,Archer Daniels Midland Cedar Rapids 6,coal,,PP,US,101.1,,,,,,2000.0,,,,41.9221,-91.6875,,,,6
9193,Archer Daniels Midland Cedar Rapids 7,OCGT,OCGT,PP,US,38.5,,,,,,2016.0,,,,41.9221,-91.6875,,,,7
9194,Archer Daniels Midland Decatur 1,coal,,PP,US,31.0,,,,,,1987.0,,,,39.870074,-88.890756,,,,1
9195,Archer Daniels Midland Decatur 2,coal,,PP,US,31.0,,,,,,1987.0,,,,39.870074,-88.890756,,,,2
9196,Archer Daniels Midland Decatur 3,coal,,PP,US,31.0,,,,,,1987.0,,,,39.870074,-88.890756,,,,3
9197,Archer Daniels Midland Decatur 4,coal,,PP,US,31.0,,,,,,1987.0,,,,39.870074,-88.890756,,,,4
9198,Archer Daniels Midland Decatur 5,coal,,PP,US,31.0,,,,,,1994.0,,,,39.870074,-88.890756,,,,5
9199,Archer Daniels Midland Decatur 6,coal,,PP,US,75.0,,,,,,1997.0,,,,39.870074,-88.890756,,,,6
9200,Archer Daniels Midland Decatur 7,coal,,PP,US,105.0,,,,,,2005.0,,,,39.870074,-88.890756,,,,7
9201,Archer Daniels Midland Peoria 1,OCGT,OCGT,PP,US,18.0,,,,,,1988.0,,,,40.677188,-89.604911,,,,1
9202,Archer Daniels Midland Peoria 2,OCGT,OCGT,PP,US,18.0,,,,,,1988.0,,,,40.677188,-89.604911,,,,2
9203,Primient Decatur Plant Cogen 1,OCGT,OCGT,PP,US,64.8,,,,,,1989.0,,,,39.84919,-88.931944,,,,1
9204,Biomass One LP 1,biomass,,PP,US,10.0,,,,,,1985.0,,,,42.436111,-122.849958,,,,1
9205,Biomass One LP 2,biomass,,PP,US,15.0,,,,,,1985.0,,,,42.436111,-122.849958,,,,2
9206,Biomass One LP 3,biomass,,PP,US,15.0,,,,,,2009.0,,,,42.436111,-122.849958,,,,3
9207,Hazelton 1,OCGT,OCGT,PP,US,72.5,,,,,,1989.0,,,,40.928161,-76.040929,,,,1
9208,Hazelton 2,OCGT,OCGT,PP,US,33.0,,,,,,2002.0,,,,40.928161,-76.040929,,,,2
9209,Hazelton 3,OCGT,OCGT,PP,US,33.0,,,,,,2002.0,,,,40.928161,-76.040929,,,,3
9210,Hazelton 4,OCGT,OCGT,PP,US,33.0,,,,,,2002.0,,,,40.928161,-76.040929,,,,4
9211,Kings Falls Hydroelectric 1,hydro,Reservoir,PP,US,1.6,,,,,,1988.0,,,,43.917267,-75.633822,,,,1
9212,Coso Finance Partners 1,geothermal,,PP,US,32.2,,,,,,1987.0,,,,36.0372,-117.7981,,,,1
9213,Coso Finance Partners 2,geothermal,,PP,US,30.0,,,,,,1988.0,,,,36.0372,-117.7981,,,,2
9214,Coso Finance Partners 3,geothermal,,PP,US,30.0,,,,,,1988.0,,,,36.0372,-117.7981,,,,3
9215,Coso Power Developers 1,geothermal,,PP,US,30.0,,,,,,1989.0,,,,36.0192,-117.7917,,,,1
9216,Coso Power Developers 2,geothermal,,PP,US,30.0,,,,,,1989.0,,,,36.0192,-117.7917,,,,2
9217,Coso Power Developers 3,geothermal,,PP,US,30.0,,,,,,1989.0,,,,36.0192,-117.7917,,,,3
9218,Coso Energy Developers 1,geothermal,,PP,US,30.0,,,,,,1988.0,,,,36.0019,-117.7886,,,,1
9219,Coso Energy Developers 2,geothermal,,PP,US,30.0,,,,,,1988.0,,,,36.0019,-117.7886,,,,2
9220,Coso Energy Developers 3,geothermal,,PP,US,30.0,,,,,,1989.0,,,,36.0019,-117.7886,,,,3
9221,Salton Sea Power Gen Co Unit 1 1,geothermal,,PP,US,10.0,,,,,,1982.0,,,,33.158,-115.6475,,,,1
9222,Salton Sea Power Gen Co - Unit 2 1,geothermal,,PP,US,11.5,,,,,,1990.0,,,,33.1589,-115.6455,,,,1
9223,Salton Sea Power Gen Co - Unit 2 2,geothermal,,PP,US,5.0,,,,,,1990.0,,,,33.1589,-115.6455,,,,2
9224,Salton Sea Power Gen Co - Unit 2 3,geothermal,,PP,US,3.5,,,,,,1990.0,,,,33.1589,-115.6455,,,,3
9225,Bidwell Ditch Project 1,hydro,Reservoir,PP,US,1.8,,,,,,1987.0,,,,40.8014,-121.4481,,,,1
9226,Roaring Creek Water Power 1,hydro,Reservoir,PP,US,2.0,,,,,,1986.0,,,,40.882061,-121.948353,,,,1
9227,Hatchet Creek Project 1,hydro,Reservoir,PP,US,6.8,,,,,,1986.0,,,,40.874144,-121.920428,,,,1
9228,Medical Area Total Energy Plant 1,OCGT,OCGT,PP,US,12.5,,,,,,2003.0,,,,42.33685,-71.10815,,,,1
9229,Medical Area Total Energy Plant 2,OCGT,OCGT,PP,US,12.5,,,,,,2003.0,,,,42.33685,-71.10815,,,,2
9230,Medical Area Total Energy Plant 3,OCGT,OCGT,PP,US,13.8,,,,,,2017.0,,,,42.33685,-71.10815,,,,3
9231,Medical Area Total Energy Plant 4,oil,,PP,US,6.8,,,,,,1985.0,,,,42.33685,-71.10815,,,,4
9232,Medical Area Total Energy Plant 5,oil,,PP,US,6.8,,,,,,1985.0,,,,42.33685,-71.10815,,,,5
9233,Medical Area Total Energy Plant 6,oil,,PP,US,6.8,,,,,,1985.0,,,,42.33685,-71.10815,,,,6
9234,Medical Area Total Energy Plant 7,oil,,PP,US,6.8,,,,,,1985.0,,,,42.33685,-71.10815,,,,7
9235,Medical Area Total Energy Plant 8,oil,,PP,US,6.8,,,,,,1985.0,,,,42.33685,-71.10815,,,,8
9236,Medical Area Total Energy Plant 9,OCGT,OCGT,PP,US,11.0,,,,,,1980.0,,,,42.33685,-71.10815,,,,9
9237,Medical Area Total Energy Plant 10,OCGT,OCGT,PP,US,11.0,,,,,,1980.0,,,,42.33685,-71.10815,,,,10
9238,Olive View Medical Center 1,OCGT,OCGT,PP,US,2.8,,,,,,1987.0,,,,34.326242,-118.44477,,,,1
9239,Olive View Medical Center 2,OCGT,OCGT,PP,US,2.8,,,,,,1987.0,,,,34.326242,-118.44477,,,,2
9240,Victory Mills 1,hydro,Reservoir,PP,US,1.7,,,,,,1986.0,,,,42.9197,-76.5477,,,,1
9241,Lockport Powerhouse 1,hydro,Reservoir,PP,US,8.0,,,,,,1999.0,,,,41.5697,-88.0789,,,,1
9242,Lockport Powerhouse 2,hydro,Reservoir,PP,US,8.0,,,,,,2001.0,,,,41.5697,-88.0789,,,,2
9243,Pittsfield Generating LP 1,CCGT,CCGT,PP,US,40.7,,,,,,1990.0,,,,42.4564,-73.2181,,,,1
9244,Pittsfield Generating LP 2,CCGT,CCGT,PP,US,40.7,,,,,,1990.0,,,,42.4564,-73.2181,,,,2
9245,Pittsfield Generating LP 3,CCGT,CCGT,PP,US,40.7,,,,,,1990.0,,,,42.4564,-73.2181,,,,3
9246,Pittsfield Generating LP 4,CCGT,CCGT,PP,US,53.4,,,,,,1990.0,,,,42.4564,-73.2181,,,,4
9247,Chalk Cliff Limited 1,OCGT,OCGT,PP,US,46.0,,,,,,1990.0,,,,35.0968,-119.4299,,,,1
9248,Linden Cogen Plant 1,CCGT,CCGT,PP,US,95.2,,,,,,1992.0,,,,40.6322,-74.2156,,,,1
9249,Linden Cogen Plant 2,CCGT,CCGT,PP,US,95.2,,,,,,1992.0,,,,40.6322,-74.2156,,,,2
