,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateOut,lat,lon,EIC,projectID,bus
0,Akita,Oil,Steam Turbine,PP,JP,600,,,,,,1980,1980,2024,39.784715,140.048888,{nan},"{'GEM': {'G100000412605'}, 'GPD': {'WRI1000619'}, 'GEO': {'GEO-44917'}}",204
1,Okumino,Hydro,Reservoir,Storage,JP,1500,,,,,,1994,1994,2094,35.7348,136.6615,{nan},"{'GEM': {'G100000602318'}, 'GPD': {'WRI1000704'}, 'GEO': {'GEO-45070'}}",847
2,Takami,Hydro,Pumped Storage,Storage,JP,200,,,,,,1983,1983,2083,42.4563,142.6364,{nan},"{'GEM': {'G100000602340'}, 'GPD': {'WRI1000692'}, 'GEO': {'GEO-45129'}}",1606
3,Takahama 1,Nuclear,Steam Turbine,PP,JP,826,,,,,,1974,1974,2024,35.5223,135.5036,{nan},"{'GEM': {'G100000500358'}, 'GPD': {'WRI1000683'}, 'GEO': {'GEO-5639'}}",1513
4,Tagokura,Hydro,Reservoir,PP,JP,400,,,,,,1959,2006,2106,37.3118,139.2882,{nan},"{'GEM': {'G100000602339'}, 'GPD': {'WRI1000729'}, 'GEO': {'GEO-45099'}}",101
5,Tadami,Hydro,Reservoir,PP,JP,65,,,,,,1989,1989,2089,37.3354,139.3004,{nan},"{'GEM': {'G100001027315'}, 'GPD': {'WRI1020236'}, 'GEO': {'GEO-45100'}}",101
6,Tachibana Wan,Hard Coal,Steam Turbine,PP,JP,2800,,,,,,2000,2000,2045,33.8604616666667,134.652438666667,"{nan, nan, nan}","{'GEM': {'G100000109267', 'G100000104929', 'G100000104930'}, 'GPD': {'WRI1000669', 'WRI1020035'}, 'GEO': {'GEO-5631'}}",907
7,Sunagawa,Hard Coal,Steam Turbine,PP,JP,250,,,,,,1977,1977,2027,43.464715,141.891161,"{nan, nan}","{'GEM': {'G100000109710', 'G100000109711'}, 'GPD': {'WRI1020031'}, 'GEO': {'GEO-5594'}}",773
8,Shiobara,Hydro,Pumped Storage,Storage,JP,900,,,,,,1994,1994,2094,36.9954,139.8683,{nan},"{'GEM': {'G100000602337'}, 'GPD': {'WRI1000697'}, 'GEO': {'GEO-45101'}}",1668
9,Shinchi,Hard Coal,Steam Turbine,PP,JP,2000,,,,,,1994,1994,2039,37.841115,140.946169,"{nan, nan}","{'GEM': {'G100000109284', 'G100000109283'}, 'GPD': {'WRI1020064'}, 'GEO': {'GEO-44423'}}",865
10,Shinagawa,CCGT,CCGT,PP,JP,1140,,,,,,2001,2001,2041,35.620564,139.756431,"{nan, nan, nan}","{'GEM': {'G100000404108', 'G100000404107', 'G100000404109'}, 'GPD': {'WRI1000633'}, 'GEO': {'GEO-5379'}}",116
11,Shin Onoda,Hard Coal,Steam Turbine,PP,JP,1000,,,,,,1986,1986,2031,33.969,131.163403,"{nan, nan}","{'GEM': {'G100000109281', 'G100000109280'}, 'GPD': {'WRI1000661'}, 'GEO': {'GEO-5375'}}",1745
12,Shin Oita,CCGT,CCGT,PP,JP,2875,0.462862745098039,,,,,1991,1991,2031,33.26275,131.707746,"{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100000404086', 'G100000404081', 'G100000404091', 'G100000404084', 'G100000404088', 'G100000404079', 'G100000404087', 'G100000404090', 'G100000404089', 'G100000404080', 'G100000404085', 'G100000404083', 'G100000404078', 'G100000404082'}, 'GPD': {'WRI1020072', 'WRI1000664'}, 'GEO': {'GEO-44948'}}",389
13,Shin Narihagawa,Hydro,Pumped Storage,Storage,JP,303,,,,,,1958,1958,2058,34.8228,133.4019,{nan},"{'GEM': {'G100000602331'}, 'GPD': {'WRI1000717'}, 'GEO': {'GEO-45120'}}",428
14,Shin Nagoya,CCGT,CCGT,PP,JP,3058,0.560928711576194,,,,,1998,1998,2038,35.066262,136.879403,"{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100000404072', 'G100000404068', 'G100000404066', 'G100000404063', 'G100000404070', 'G100000404064', 'G100000404071', 'G100000404069', 'G100000404067', 'G100000404065'}, 'GPD': {'WRI1000639'}, 'GEO': {'GEO-5377', 'GEO-5374'}}",397
15,Shimogo,Hydro,Pumped Storage,Storage,JP,1000,,,,,,1988,1988,2088,37.3451,139.9083,{nan},"{'GEM': {'G100000602329'}, 'GPD': {'WRI1000724'}, 'GEO': {'GEO-45073'}}",892
16,Shimane 2,Nuclear,Steam Turbine,PP,JP,820,,,,,,2024,1989,2039,35.5383,132.9992,{nan},"{'GEM': {'G100000500365'}, 'GPD': {'WRI1000685'}, 'GEO': {'GEO-5373'}}",1093
17,Shika 2,Nuclear,Steam Turbine,PP,JP,1206,,,,,,2006,2006,2011,37.0609,136.7265,{nan},"{'GEM': {'G100000500035'}, 'GPD': {'WRI1000681'}, 'GEO': {'GEO-5372'}}",928
18,Sendai 1,Nuclear,Steam Turbine,PP,JP,890,,,,,,1984,1984,2034,31.8335,130.1887,{nan},"{'GEM': {'G100000500329'}, 'GPD': {'WRI1000688'}, 'GEO': {'GEO-5329'}}",1268
19,Sakuma,Hydro,Reservoir,PP,JP,350,,,,,,1956,1956,2056,35.0916,137.8071,{nan},"{'GEM': {'G100000602326'}, 'GPD': {'WRI1000730'}, 'GEO': {'GEO-45088'}}",733
20,Reihoku,Hard Coal,Steam Turbine,PP,JP,1400,,,,,,1995,1995,2040,32.485132,130.042115,"{nan, nan}","{'GEM': {'G100000108525', 'G100000108524'}, 'GPD': {'WRI1000666'}, 'GEO': {'GEO-44418'}}",1266
21,Otori,Hydro,Reservoir,PP,JP,182,,,,,,1963,1999,2099,37.2163,139.2136,{nan},"{'GEM': {'G100000602323'}, 'GPD': {'WRI1000735'}, 'GEO': {'GEO-45075'}}",413
22,Onagawa 2,Nuclear,Steam Turbine,PP,JP,825,,,,,,2024,1995,2045,38.3987,141.5003,{nan},"{'GEM': {'G100000500363'}, 'GPD': {'WRI1000676'}, 'GEO': {'GEO-4616'}}",890
23,Omarugawa,Hydro,Pumped Storage,Storage,JP,1200,,,,,,2007,2007,2107,32.242,131.3913,{nan},"{'GEM': {'G100000602322'}, 'GPD': {'WRI1000719'}, 'GEO': {'GEO-45067'}}",392
24,Okuyoshino,Hydro,Reservoir,Storage,JP,1206,,,,,,1978,1978,2078,34.1137,135.824,{nan},"{'GEM': {'G100000602321'}, 'GPD': {'WRI1000712'}, 'GEO': {'GEO-45038'}}",917
25,Okutataragi,Hydro,Pumped Storage,Storage,JP,1932,,,,,,1974,1974,2074,35.2373,134.834,{nan},"{'GEM': {'G100000602320'}, 'GPD': {'WRI1000710'}, 'GEO': {'GEO-45037'}}",2014
26,Takasago,Hard Coal,Steam Turbine,PP,JP,500,,,,,,1968,1968,2031,34.754038,134.766358,"{nan, nan}","{'GEM': {'G100000109867', 'G100000109868'}, 'GPD': {'WRI1020041'}, 'GEO': {'GEO-44420'}}",444
27,Tamahara,Hydro,Pumped Storage,Storage,JP,1200,,,,,,1982,1982,2082,36.8009,139.0468,{nan},"{'GEM': {'G100000602343'}, 'GPD': {'WRI1000695'}, 'GEO': {'GEO-45102'}}",707
28,Ako,Oil,Steam Turbine,PP,JP,1200,,,,,,1987,1987,2027,34.751667,134.393056,"{nan, nan}","{'GEM': {'G100000412603', 'G100000412604'}, 'GPD': {'WRI1000656'}, 'GEO': {'GEO-44925'}}",1336
29,Yokohama,CCGT,CCGT,PP,JP,3016,,,,,,1996,1996,2036,35.477025,139.677935,"{nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100000404140', 'G100000404138', 'G100000404143', 'G100000404144', 'G100000404141', 'G100000404142', 'G100000404139', 'G100000404137'}, 'GPD': {'WRI1000626'}, 'GEO': {'GEO-6193'}}",116
30,Shintoyone,Hydro,Pumped Storage,Storage,JP,1125,,,,,,1972,1972,2072,35.1319,137.7905,{nan},"{'GEM': {'G100000602336'}, 'GPD': {'WRI1000723'}, 'GEO': {'GEO-45039'}}",1032
31,Shintakasegawa,Hydro,Pumped Storage,Storage,JP,1280,,,,,,1979,1979,2079,36.4833,137.7212,{nan},"{'GEM': {'G100000602335'}, 'GPD': {'WRI1000694'}, 'GEO': {'GEO-45026'}}",2288
32,Shinanogawa,Hydro,Reservoir,PP,JP,177,,,,,,1939,1939,2039,36.9463,137.561,{nan},"{'GEM': {'G100000602333'}, 'GPD': {'WRI1000703'}, 'GEO': {'GEO-45112'}}",1714
33,Sakai Port,CCGT,CCGT,PP,JP,2000,0.58,,,,,2009,2009,2049,34.570279,135.441867,"{nan, nan, nan, nan, nan}","{'GEM': {'G100000404099', 'G100000404097', 'G100000404098', 'G100000404095', 'G100000404096'}, 'GPD': {'WRI1000649'}, 'GEO': {'GEO-44930'}}",297
34,Matanogawa,Hydro,Pumped Storage,Storage,JP,1200,,,,,,1986,1986,2086,36.5748,139.2394,{nan},"{'GEM': {'G100000602298'}, 'GPD': {'WRI1000715'}, 'GEO': {'GEO-45036'}}",463
35,Kazunogawa,Hydro,Pumped Storage,Storage,JP,1200,,,,,,1999,1999,2099,35.7189,138.9324,{nan},"{'GEM': {'G100000602287'}, 'GPD': {'WRI1000698'}, 'GEO': {'GEO-44993'}}",977
36,Kannagawa,Hydro,Pumped Storage,Storage,JP,940,,,,,,2005,2005,2105,36.0881,138.7254,{nan},"{'GEM': {'G100000602286'}, 'GPD': {'WRI1000700'}, 'GEO': {'GEO-44985'}}",1907
37,Yokoyama,Hydro,Reservoir,PP,JP,70,,,,,,1964,1964,2064,35.5954,136.4563,{nan},"{'GEM': {'G100001027319'}, 'GPD': {'WRI1020021'}, 'GEO': {'GEO-45234'}}",2149
38,Yokkaichi,CCGT,CCGT,PP,JP,585,,,,,,1988,1988,2028,34.973965,136.645932,"{nan, nan, nan, nan, nan}","{'GEM': {'G100000404130', 'G100000404133', 'G100000404134', 'G100000404132', 'G100000404131'}, 'GPD': {'WRI1000642'}, 'GEO': {'GEO-6192'}}",179
39,Yanai,CCGT,CCGT,PP,JP,1578,0.469,,,,,1992,1992,2032,33.9536,132.124442,"{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100000404121', 'G100000404128', 'G100000404124', 'G100000404123', 'G100000404120', 'G100000404126', 'G100000404125', 'G100000404129', 'G100000404127', 'G100000404122'}, 'GPD': {'WRI1000658'}, 'GEO': {'GEO-6179'}}",2318
40,Yagisawa,Hydro,Pumped Storage,Storage,JP,240,,,,,,1965,1965,2065,36.9112,139.0559,{nan},"{'GEM': {'G100000602350'}, 'GPD': {'WRI1000702'}, 'GEO': {'GEO-45128'}}",1664
41,Tsuruga 2,Nuclear,Steam Turbine,PP,JP,1160,,,,,,1987,1987,2011,35.7506,136.0197,{nan},"{'GEM': {'G100000500123'}, 'GPD': {'WRI1000690'}, 'GEO': {'GEO-5794'}}",1902
42,Tsuruga,Hard Coal,Steam Turbine,PP,JP,1200,,,,,,1991,1991,2036,35.6724,136.08154,"{nan, nan}","{'GEM': {'G100000110349', 'G100000110348'}, 'GPD': {'WRI1000647'}, 'GEO': {'GEO-5793'}}",1652
43,Toyama Shinko,Hard Coal,Steam Turbine,PP,JP,500,,,,,,1971,1971,2028,36.76566,137.128677,"{nan, nan}","{'GEM': {'G100000110304', 'G100000110305'}, 'GPD': {'WRI1000645'}, 'GEO': {'GEO-5756'}}",713
44,Tomatouatsuma,Hard Coal,Steam Turbine,PP,JP,1650,,,,,,1980,1980,2025,42.60762,141.80843,"{nan, nan, nan}","{'GEM': {'G100000110236', 'G100000110237', 'G100000110235'}, 'GPD': {'WRI1000616'}, 'GEO': {'GEO-5745'}}",1768
45,Tokai 2,Nuclear,Steam Turbine,PP,JP,1100,,,,,,1978,1978,2011,36.4215,140.6028,{nan},"{'GEM': {'G100000500138'}, 'GPD': {'WRI1000689'}, 'GEO': {'GEO-5739'}}",32
46,Tenzan,Hydro,Pumped Storage,Storage,JP,600,,,,,,1986,1986,2086,33.3397,130.1112,{nan},"{'GEM': {'G100000602346'}, 'GPD': {'WRI1000720'}, 'GEO': {'GEO-45103'}}",1309
47,Tedorigawa Daiichi,Hydro,Reservoir,PP,JP,337,,,,,,1979,1979,2079,36.28735,136.6431,"{nan, nan}","{'GEM': {'G100000602344', 'G100000602345'}, 'GPD': {'WRI1000732'}, 'GEO': {'GEO-45119'}}",539
48,Okutadami,Hydro,Reservoir,PP,JP,560,,,,,,1960,1960,2060,37.1544,139.2501,{nan},"{'GEM': {'G100000602319'}, 'GPD': {'WRI1000728'}, 'GEO': {'GEO-45074'}}",413
49,Tomari 1,Nuclear,Steam Turbine,PP,JP,579,,,,,,1989,1989,2011,43.0367,140.5125,{nan},"{'GEM': {'G100000500432'}, 'GPD': {'WRI1000674'}, 'GEO': {'GEO-5744'}}",752
50,Okukiyotsu,Hydro,Pumped Storage,Storage,JP,1600,,,,,,1978,1978,2078,36.8468,138.7668,"{nan, nan}","{'GEM': {'G100000602315', 'G100000602314'}, 'GPD': {'WRI1000725'}, 'GEO': {'GEO-45081'}}",1072
51,Kashima,Oil,Steam Turbine,PP,JP,4400,,,,,,1971,1971,2023,35.916979,140.70173,"{nan, nan, nan, nan, nan, nan}","{'GEM': {'G100000412687', 'G100000412688', 'G100000412685', 'G100000412686', 'G100000412684', 'G100000412689'}, 'GPD': {'WRI1000622', 'WRI1020073'}, 'GEO': {'GEO-3805'}}",662
52,Isogo,Hard Coal,Steam Turbine,PP,JP,1200,,,,,,2002,2002,2047,35.402755,139.642852,"{nan, nan}","{'GEM': {'G100000104919', 'G100000104918'}, 'GPD': {'WRI1000672'}, 'GEO': {'GEO-44419'}}",493
53,Ishikawa,Hard Coal,Steam Turbine,PP,JP,312,,,,,,1986,1986,2031,26.430697,127.842287,"{nan, nan}","{'GEM': {'G100000104913', 'G100000104912'}, 'GPD': {'WRI1020042'}, 'GEO': {'GEO-3692'}}",705
54,Imaichi,Hydro,Pumped Storage,Storage,JP,1050,,,,,,1988,1988,2088,36.8336,139.6696,{nan},"{'GEM': {'G100000602282'}, 'GPD': {'WRI1000696'}, 'GEO': {'GEO-44983'}}",1945
55,Ikehara,Hydro,Pumped Storage,Storage,JP,350,,,,,,1964,1964,2064,34.0476,135.9735,{nan},"{'GEM': {'G100000602281'}, 'GPD': {'WRI1000731'}, 'GEO': {'GEO-45123'}}",1617
56,Ikata 3,Nuclear,Steam Turbine,PP,JP,890,,,,,,1994,1994,2044,33.4909,132.3088,{nan},"{'GEM': {'G100000500331'}, 'GPD': {'WRI1000686'}, 'GEO': {'GEO-3632'}}",902
57,Hitotsuse,Hydro,Reservoir,PP,JP,180,,,,,,1963,1963,2063,32.207,131.3028,{nan},"{'GEM': {'G100000602277'}, 'GPD': {'WRI1000722'}, 'GEO': {'GEO-45107'}}",1301
58,Hitachinaka,Hard Coal,Steam Turbine,PP,JP,2650,,,,,,2003,2003,2048,36.4368,140.6138,"{nan, nan, nan}","{'GEM': {'G100000103900', 'G100000103898', 'G100000103899'}, 'GPD': {'WRI1000635'}, 'GEO': {'GEO-3561'}}",32
59,Hirono,Oil,Steam Turbine,PP,JP,3200,,,,,,1980,1980,2023,37.236688,141.015871,"{nan, nan, nan, nan}","{'GEM': {'G100000412702', 'G100000412704', 'G100000412705', 'G100000412703'}, 'GPD': {'WRI1000623'}, 'GEO': {'GEO-3560'}}",1002
60,Higashidori Tohoku 1,Nuclear,Steam Turbine,PP,JP,1100,,,,,,2005,2005,2011,41.188,141.3903,{nan},"{'GEM': {'G100000500145'}, 'GPD': {'WRI1000675'}, 'GEO': {'GEO-45745'}}",887
61,Hekinan,Hard Coal,Steam Turbine,PP,JP,4100,,,,,,1991,1991,2036,34.834612,136.959336,"{nan, nan, nan, nan, nan}","{'GEM': {'G100000103749', 'G100000103747', 'G100000103746', 'G100000103745', 'G100000103748'}, 'GPD': {'WRI1000637'}, 'GEO': {'GEO-44414'}}",988
62,Haramachi,Hard Coal,Steam Turbine,PP,JP,2000,,,,,,1997,1997,2042,37.665675,141.014758,"{nan, nan}","{'GEM': {'G100000103635', 'G100000103636'}, 'GPD': {'WRI1000618'}, 'GEO': {'GEO-44422'}}",881
63,Kashiwazaki Kariwa 1,Nuclear,Steam Turbine,PP,JP,1100,,,,,,1985,1985,2011,37.4259,138.5941,{nan},"{'GEM': {'G100000500139'}, 'GPD': {'WRI1000679'}, 'GEO': {'GEO-3806'}}",970
64,Hamaoka 3,Nuclear,Steam Turbine,PP,JP,1100,,,,,,1987,1987,2011,34.6235,138.1421,{nan},"{'GEM': {'G100000500140'}, 'GPD': {'WRI1000680'}, 'GEO': {'GEO-3459'}}",1012
65,Gushikawa,Hard Coal,Steam Turbine,PP,JP,312,,,,,,1994,1994,2039,26.379235,127.875742,"{nan, nan}","{'GEM': {'G100000103497', 'G100000103498'}, 'GPD': {'WRI1020040'}, 'GEO': {'GEO-3433'}}",705
66,Gobo,Oil,Steam Turbine,PP,JP,1200,,,,,,1984,1984,2024,33.86019,135.152454,"{nan, nan}","{'GEM': {'G100000412706', 'G100000412708'}, 'GPD': {'WRI1000650'}, 'GEO': {'GEO-44927'}}",915
67,Genkai 3,Nuclear,Steam Turbine,PP,JP,1180,,,,,,1994,1994,2044,33.5152,129.83601,{nan},"{'GEM': {'G100000500114'}, 'GPD': {'WRI1000687'}, 'GEO': {'GEO-3292'}}",269
68,Futtsu,CCGT,CCGT,PP,JP,5334,0.53,,,,,1985,1985,2025,35.344714,139.834851,"{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100000403964', 'G100000403968', 'G100000403958', 'G100000403954', 'G100000403974', 'G100000403966', 'G100000403967', 'G100000403955', 'G100000403971', 'G100000403972', 'G100000403961', 'G100000403960', 'G100000403956', 'G100000403959', 'G100000403957', 'G100000403969', 'G100000403965', 'G100000403963', 'G100000403973', 'G100000403970', 'G100000403962'}, 'GPD': {'WRI1000621'}, 'GEO': {'GEO-3255'}}",512
69,Chita,CCGT,CCGT,PP,JP,3416,,,,,,1994,1993,2026,34.9966935,136.854087,"{nan, nan, nan, nan}","{'GEM': {'G100000403949', 'G100000403950', 'G100000403948', 'G100000403947'}, 'GPD': {'WRI1000641'}, 'GEO': {'GEO-44903'}}",397
70,Chiba,CCGT,CCGT,PP,JP,4430,0.49,,,,,1998,2010,2050,35.56765025,140.107473,"{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100000403937', 'G100000403934', 'G100000410052', 'G100000403941', 'G100000403940', 'G100000403935', 'G100000403938', 'G100000403933', 'G100000403931', 'G100000403932', 'G100000403939', 'G100000403936'}, 'GPD': {'WRI1000627', 'WRI1020075'}, 'GEO': {'GEO-2656'}}",87
71,Azumi,Hydro,Pumped Storage,Storage,JP,1035,,,,,,1969,2003,2103,36.1332,137.7197,"{nan, nan}","{'GEM': {'G100000602271', 'G100000602272'}, 'GPD': {'WRI1000699'}, 'GEO': {'GEO-45122'}}",1420
72,Okawachi,Hydro,Pumped Storage,Storage,JP,1280,,,,,,1992,1992,2092,35.1315,134.7184,{nan},"{'GEM': {'G100000602312'}, 'GPD': {'WRI1000711'}, 'GEO': {'GEO-45080'}}",1784
73,Kashima Works,Hard Coal,Steam Turbine,PP,JP,1167,,,,,,2007,2007,2052,35.947067,140.688737,"{nan, nan}","{'GEM': {'G100000109693', 'G100000109694'}, 'GPD': {'WRI1020049'}, 'GEO': {'GEO-44950'}}",662
74,Hatanagi Daiichi,Hydro,Pumped Storage,Storage,JP,86,,,,,,1962,1962,2062,35.3211,138.184,{nan},"{'GEM': {'G100000602274'}, 'GPD': {'WRI1020020'}, 'GEO': {'GEO-45071'}}",1690
75,Kawasaki,CCGT,CCGT,CHP,JP,4267.4,0.586,,,,,2007,2007,2047,35.50932,139.7529955,"{nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100000404035', 'G100000404039', 'G100000404038', 'G100000404041', 'G100000404037', 'G100000404042', 'G100000404036', 'G100000404040'}, 'GPD': {'WRI1020070', 'WRI1000631'}, 'GEO': {'GEO-3810'}}",116
76,Mizushima,Hard Coal,Steam Turbine,PP,JP,156,,,,,,1963,1963,2023,34.507803,133.7445,{nan},"{'GEM': {'G100000106961'}, 'GPD': {'WRI1061346'}, 'GEO': {'GEO-45068'}}",1334
77,Ohira,Hydro,Reservoir,Storage,JP,500,,,,,,1975,1975,2075,32.4256,130.7062,{nan},"{'GEM': {'G100000602310'}, 'GPD': {'WRI1000721'}, 'GEO': {'GEO-45097'}}",1274
78,Kin,Hard Coal,Steam Turbine,PP,JP,440,,,,,,2002,2002,2047,26.446606,127.921757,"{nan, nan}","{'GEM': {'G100000105746', 'G100000105745'}, 'GPD': {'WRI1020039'}, 'GEO': {'GEO-3852'}}",1565
79,Ohi 3,Nuclear,Steam Turbine,PP,JP,1180,,,,,,1991,1991,2041,35.5424,135.6544,{nan},"{'GEM': {'G100000500112'}, 'GPD': {'WRI1000684'}, 'GEO': {'GEO-4598'}}",1068
80,Ohgishima,CCGT,CCGT,PP,JP,3221.3,0.4465,,,,,1987,1987,2027,35.4854266,139.7195936,"{nan, nan, nan, nan, nan}","{'GEM': {'G100000404076', 'G100000403992', 'G100000403991', 'G100000404077', 'G100000404075'}, 'GPD': {'WRI1000629', 'WRI1020066'}, 'GEO': {'GEO-3536'}}",116
81,Numappara,Hydro,Pumped Storage,Storage,JP,675,,,,,,1973,1973,2073,37.1006,139.9056,{nan},"{'GEM': {'G100000602308'}, 'GPD': {'WRI1000726'}, 'GEO': {'GEO-45082'}}",1668
82,Noshiro,Hard Coal,Steam Turbine,PP,JP,1800,,,,,,1993,1993,2038,40.1910773333333,139.990121333333,"{nan, nan, nan}","{'GEM': {'G100000107525', 'G100000107527', 'G100000107526'}, 'GPD': {'WRI1000620'}, 'GEO': {'GEO-44424'}}",500
83,Nishi Nagoya,CCGT,CCGT,PP,JP,2376,0.6,,,,,2017,2017,2057,35.031904,136.831966,"{nan, nan}","{'GEM': {'G100000404074', 'G100000404073'}, 'GPD': {'WRI1000643'}, 'GEO': {'GEO-45066'}}",397
84,Nanko,CCGT,CCGT,PP,JP,1800,,,,,,1990,1990,2030,34.616112,135.404557,"{nan, nan, nan}","{'GEM': {'G100000404059', 'G100000404061', 'G100000404060'}, 'GPD': {'WRI1000651'}, 'GEO': {'GEO-44931'}}",297
85,Nanao Ota Shinko,Hard Coal,Steam Turbine,PP,JP,1200,,,,,,1995,1995,2040,37.066393,137.003701,"{nan, nan}","{'GEM': {'G100000107214', 'G100000107213'}, 'GPD': {'WRI1000646'}, 'GEO': {'GEO-4436'}}",931
86,Naie,Hard Coal,Steam Turbine,PP,JP,350,,,,,,1968,1968,2027,43.422257,141.844158,"{nan, nan}","{'GEM': {'G100000107190', 'G100000107189'}, 'GPD': {'WRI1020030'}, 'GEO': {'GEO-4430'}}",323
87,Nagano,Hydro,Pumped Storage,Storage,JP,220,,,,,,1968,1968,2068,35.8942,136.693,{nan},"{'GEM': {'G100000602304'}, 'GPD': {'WRI1000733'}, 'GEO': {'GEO-45124'}}",1200
88,Nabara,Hydro,Pumped Storage,Storage,JP,620,,,,,,1976,1976,2076,34.5633,132.5179,{nan},"{'GEM': {'G100000602303'}, 'GPD': {'WRI1000716'}, 'GEO': {'GEO-45079'}}",1477
89,Niikappu,Hydro,Pumped Storage,Storage,JP,200,,,,,,1974,1974,2074,42.6058,142.5552,{nan},"{'GEM': {'G100000602307'}, 'GPD': {'WRI1000691'}, 'GEO': {'GEO-45117'}}",686
90,Matsuura,Hard Coal,Steam Turbine,PP,JP,3700,,,,,,1989,1989,2031,33.3533735,129.6876385,"{nan, nan, nan, nan}","{'GEM': {'G100000106743', 'G100000106744', 'G100000106742', 'G100000106745'}, 'GPD': {'WRI1020037', 'WRI1000670'}, 'GEO': {'GEO-4207', 'GEO-4208'}}",1133
91,Misumi,Hard Coal,Steam Turbine,PP,JP,2000,,,,,,1998,1998,2043,34.7802445,131.921634,"{nan, nan}","{'GEM': {'G100000106953', 'G100000106954'}, 'GPD': {'WRI1000660'}, 'GEO': {'GEO-4317'}}",1520
92,Kisenyama,Hydro,Reservoir,Storage,JP,466,,,,,,1970,1970,2070,34.896,135.8592,{nan},"{'GEM': {'G100000602290'}, 'GPD': {'WRI1000713'}, 'GEO': {'GEO-45025'}}",107
93,Maizuru,Hard Coal,Steam Turbine,PP,JP,1800,,,,,,2004,2004,2049,35.52541,135.345587,"{nan, nan}","{'GEM': {'G100000106599', 'G100000106598'}, 'GPD': {'WRI1000652'}, 'GEO': {'GEO-4144'}}",2324
94,Matsushima,Hard Coal,Steam Turbine,PP,JP,1000,,,,,,1981,1981,2026,32.940027,129.597169,"{nan, nan}","{'GEM': {'G100000106741', 'G100000106740'}, 'GPD': {'WRI1000673'}, 'GEO': {'GEO-4206'}}",1317
95,Kobe,Hard Coal,Steam Turbine,PP,JP,2700,,,,,,2002,2002,2047,34.703167,135.239426,"{nan, nan, nan, nan}","{'GEM': {'G100000109286', 'G100000105797', 'G100000109285', 'G100000105798'}, 'GPD': {'WRI1020065'}, 'GEO': {'GEO-44901'}}",262
96,Mazegawa,Hydro,Reservoir,PP,JP,354,,,,,,1976,1976,2076,35.7457,137.1482,"{nan, nan}","{'GEM': {'G100001027313', 'G100000602299'}, 'GPD': {'WRI1000708'}, 'GEO': {'GEO-45115', 'GEO-45116'}}",349
97,Miboro,Hydro,Reservoir,PP,JP,215,,,,,,1961,1961,2061,36.1386,136.9105,{nan},"{'GEM': {'G100000602300'}, 'GPD': {'WRI1000734'}, 'GEO': {'GEO-45084'}}",2074
98,Midono,Hydro,Pumped Storage,Storage,JP,245,,,,,,1969,1969,2069,36.1559,137.7525,{nan},"{'GEM': {'G100000602301'}, 'GPD': {'WRI1000701'}, 'GEO': {'GEO-45127'}}",1420
99,Mihama 3,Nuclear,Steam Turbine,PP,JP,826,,,,,,1976,1976,2036,35.7024,135.9634,{nan},"{'GEM': {'G100000500360'}, 'GPD': {'WRI1000682'}, 'GEO': {'GEO-4280'}}",1902
100,Oita Prefecture Bungotakada City Solar,Solar,PV,PP,JP,3.3,,,,,,2016,2016,2036,33.5449,131.4588,"{nan, nan}","{'GEM': {'G100001045867', 'G100001045868'}, 'GPD': {'WKS0073483'}}",1839
101,Niigata Yotsugoya Solar Farm,Solar,PV,PP,JP,56,,,,,,2018,2018,2043,37.842,138.893,{nan},"{'GEM': {'G100000801377'}, 'GPD': {'WKS0065439'}}",2315
102,Oita Hiyoshibaru Solar,Solar,PV,PP,JP,45,,,,,,2016,2016,2041,33.2469,131.7593,{nan},"{'GEM': {'G100000801406'}, 'GPD': {'WKS0065861'}}",1282
103,Nsc Muroran Works,Hard Coal,Steam Turbine,PP,JP,145,,,,,,1999,1999,2044,42.350715,140.992951,{nan},"{'GEM': {'G100000107590'}, 'GPD': {'WRI1075843'}}",2267
104,Nippon Steel Oita Works,Hard Coal,Steam Turbine,PP,JP,330,,,,,,2002,2002,2047,33.269064,131.649396,{nan},"{'GEM': {'G100000107615'}, 'GPD': {'WRI1020078'}}",389
105,Nara Prefecture Yoshino Town Solar,Solar,PV,PP,JP,33,,,,,,2013,2013,2035,34.3788333333333,135.848533333333,"{nan, nan, nan}","{'GEM': {'G100001043549', 'G100000801790', 'G100001043583'}, 'GPD': {'WKS0067639'}}",1057
106,Niigata Prefecture Niigata Solar Xv,Solar,PV,PP,JP,12.2,,,,,,2016,2016,2037,37.9782,139.20655,"{nan, nan}","{'GEM': {'G100001041354', 'G100001041362'}, 'GPD': {'WKS0065306'}}",151
