,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateOut,lat,lon,EIC,projectID,bus
107,Niigata Prefecture Joetsu City Solar,Solar,PV,PP,JP,4,,,,,,2013,2013,2035,37.2141,138.31285,"{nan, nan}","{'GEM': {'G100001041349', 'G100001041319'}, 'GPD': {'WRI1026489'}}",600
108,Niigata Prefecture Niigata Solar,Solar,PV,PP,JP,11.1,,,,,,2013,2013,2044,37.9335,139.08998,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001041367', 'G100001041344', 'G100001041313', 'G100001041339', 'G100001041320'}, 'GPD': {'WKS0068001'}}",1078
109,Tochigi Prefecture Nasushiobara Solar,Solar,PV,PP,JP,23.5,,,,,,2015,2015,2035,36.9452,139.9602,"{nan, nan, nan, nan}","{'GEM': {'G100001039895', 'G100001039842', 'G100001039789', 'G100001039763'}, 'GPD': {'WKS0073671', 'WRI1026532', 'WKS0073674'}}",294
110,Tenri City Solar Park No,Solar,PV,PP,JP,23,,,,,,2015.74075,2015.74075,2040.74075,34.594,135.911,{nan},"{'GEM': {'G100000801687'}, 'GPD': {'WKS0073703', 'WKS0065225'}}",2346
111,Nakanishi Solar Farm,Solar,PV,PP,JP,20,,,,,,2016,2016,2041,34.722,138.172,{nan},"{'GEM': {'G100000834404'}, 'GPD': {'WKS0070653'}}",1012
112,Pacifico Energy Kumenan Mega Solar,Solar,PV,PP,JP,32,,,,,,2016,2016,2041,34.9454,133.9765,{nan},"{'GEM': {'G100000801426'}, 'GPD': {'WKS0064166'}}",1431
113,Oita Prefecture Oita Solar,Solar,PV,PP,JP,119.8,,,,,,2013,2013,2035,33.251275,131.730075,"{nan, nan, nan, nan}","{'GEM': {'G100001045746', 'G100001045880', 'G100001045750', 'G100000801408'}, 'GPD': {'WRI1026538'}}",1282
114,Renatos Soma Solar Park,Solar,PV,PP,JP,44,,,,,,2017,2017,2042,37.771,140.9831,{nan},"{'GEM': {'G100000801494'}, 'GPD': {'WKS0065473'}}",2026
115,Setouchi Kirei Mega Solar,Solar,PV,PP,JP,235,,,,,,2018,2018,2043,34.643,134.159,{nan},"{'GEM': {'G100000801559'}, 'GPD': {'WKS0064086'}}",2169
116,Okinawa Prefecture Nago Solar,Solar,PV,PP,JP,6.5,,,,,,2015,2015,2035,26.5462,128.0276,{nan},"{'GEM': {'G100001046494'}, 'GPD': {'WRI1026530'}}",1567
117,Sendai,Hard Coal,Steam Turbine,PP,JP,112,,,,,,2017,2017,2062,38.26812,141.009193,{nan},"{'GEM': {'G100000105547'}, 'GPD': {'WRI1061348'}}",996
118,Nagasaki Prefecture Nagasaki City Solar,Solar,PV,PP,JP,1.8,,,,,,2013,2013,2033,32.6811,129.806,{nan},"{'GEM': {'G100001045342'}, 'GPD': {'WRI1026510'}}",1589
119,Saijo Komatsu Solar,Solar,PV,PP,JP,34,,,,,,2015,2015,2040,33.9429,133.1122,{nan},"{'GEM': {'G100000801511'}, 'GPD': {'WRI1026549', 'WRI1026548'}}",777
120,Saga Prefecture Ureshino Solar,Solar,PV,PP,JP,1.5,,,,,,2014,2014,2034,33.0901,130.0168,{nan},"{'GEM': {'G100001045263'}, 'GPD': {'WRI1026590'}}",402
121,Saga Ochi Solar,Solar,PV,PP,JP,21,,,,,,2018,2018,2043,33.3358,130.0102,{nan},"{'GEM': {'G100000801509'}, 'GPD': {'WKS0067319'}}",1175
122,Pacifico Energy Mimasaka Musashi Mega Solar,Solar,PV,PP,JP,42,,,,,,2016,2016,2041,35.0789,134.2688,{nan},"{'GEM': {'G100000801427'}, 'GPD': {'WKS0064815'}}",2308
123,Pacifico Energy Hosoe Mega Solar,Solar,PV,PP,JP,150,,,,,,2018,2018,2043,31.9011,131.33855,"{nan, nan}","{'GEM': {'G100000801424', 'G100000801531'}, 'GPD': {'WKS0065314'}}",411
124,Pacifico Energy Furukawa Mega Solar,Solar,PV,PP,JP,57,,,,,,2016,2016,2041,38.6713,140.7936,{nan},"{'GEM': {'G100000801423'}, 'GPD': {'WKS0065873'}}",2009
125,Tochigi Prefecture Otawara City Solar,Solar,PV,PP,JP,36.4,,,,,,2014,2014,2040,36.9119428571429,140.122771428571,"{nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001039814', 'G100001039934', 'G100001039813', 'G100001040101', 'G100001040102', 'G100001039746', 'G100001039900'}, 'GPD': {'WKS0073675', 'WKS0073673'}}",2101
126,Oshirakawa,Hydro,Reservoir,PP,JP,59,,,,,,1963,1963,2063,36.1412,136.8212,{nan},"{'GEM': {'G100001027314'}, 'GPD': {'WRI1020237'}}",2077
127,Osaki,Hard Coal,CCGT,PP,JP,425,,,,,,2000,2000,2024,34.2590875,132.8727455,"{nan, nan}","{'GEM': {'G100000107693', 'G100000107692'}, 'GPD': {'WRI1061347'}}",2253
128,Sakai Solar Farm,Solar,PV,PP,JP,28,,,,,,2011,2011,2036,34.5819,135.4082,{nan},"{'GEM': {'G100000834462'}, 'GPD': {'WRI1026551'}}",297
129,Osaka Prefecture Misaki Solar,Solar,PV,PP,JP,22,,,,,,2013,2013,2040,34.30404,135.1404,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001043013', 'G100001043009', 'G100001043072', 'G100001043061', 'G100001043012'}, 'GPD': {'WRI1026525'}}",794
130,Osaka Prefecture Izumiotsu Solar,Solar,PV,PP,JP,15,,,,,,2014,2014,2034,34.518,135.3769,{nan},"{'GEM': {'G100001043045'}, 'GPD': {'WRI1026487'}}",297
131,Okinawa Prefecture Uruma Solar,Solar,PV,PP,JP,12,,,,,,2015,2015,2035,26.3606,127.9682,{nan},"{'GEM': {'G100001046486'}, 'GPD': {'WKS0062491'}}",1565
132,Nagoya,Hard Coal,Steam Turbine,PP,JP,110,,,,,,2007,2007,2052,35.0659034,136.8775115,{nan},"{'GEM': {'G100000107186'}, 'GPD': {'WRI1020055', 'WRI1020155'}}",397
133,Tochigi Prefecture Nasu Solar,Solar,PV,PP,JP,14.9,,,,,,2013,2013,2041,37.0566,140.0369,"{nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001040002', 'G100001039740', 'G100001039883', 'G100001039726', 'G100001040070', 'G100001039840', 'G100001039809', 'G100001039775', 'G100001039739'}, 'GPD': {'WKS0066637'}}",2099
134,Nagasaki Prefecture Goto City Solar,Solar,PV,PP,JP,7,,,,,,2014,2014,2038,32.6926,128.8356,"{nan, nan}","{'GEM': {'G100001045373', 'G100001045363'}, 'GPD': {'WKS0064700'}}",1851
135,Kisosaki Reclaimed Land Mega Solar,Solar,PV,PP,JP,49,,,,,,2015.74075,2015.74075,2040.74075,35.041,136.7542,{nan},"{'GEM': {'G100000801233'}, 'GPD': {'WRI1026497'}}",397
136,Ozu Solar Farm,Solar,PV,PP,JP,34,,,,,,2019,2019,2044,32.928,130.958,{nan},"{'GEM': {'G100000834455'}, 'GPD': {'WKS0073679', 'WKS0073680', 'WKS0065071'}}",678
137,Kumamoto Prefecture Nishiki Solar,Solar,PV,PP,JP,20,,,,,,2013,2013,2035,32.2243,130.821228571429,"{nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001045575', 'G100001045532', 'G100001045514', 'G100001045555', 'G100001045525', 'G100001045590', 'G100001045574'}, 'GPD': {'WRI1026533'}}",1832
138,Kumamoto Prefecture Nagasu Solar,Solar,PV,PP,JP,1.2,,,,,,2015,2015,2035,32.9416,130.4758,{nan},"{'GEM': {'G100001045637'}, 'GPD': {'WRI1026521'}}",775
139,Kumamoto Prefecture Ashikita Town Solar,Solar,PV,PP,JP,7.5,,,,,,2013,2013,2035,32.27855,130.4662,"{nan, nan}","{'GEM': {'G100001045515', 'G100001045564'}, 'GPD': {'WKS0065859'}}",807
140,Kumamoto Prefecture Arao Solar,Solar,PV,PP,JP,38,,,,,,2015,2015,2035,32.99955,130.42395,"{nan, nan}","{'GEM': {'G100001045551', 'G100000801602'}, 'GPD': {'WRI1026511'}}",334
141,Komatsushima Solar,Solar,PV,PP,JP,48,,,,,,2015,2015,2040,33.98885,134.61445,"{nan, nan}","{'GEM': {'G100000801239', 'G100000801238'}, 'GPD': {'WRI1026505', 'WRI1026503', 'WRI1026504', 'WRI1026506'}}",1622
142,Kokonoe Solar,Solar,PV,PP,JP,41,,,,,,2015,2015,2035,33.229,131.248,"{nan, nan}","{'GEM': {'G100000801237', 'G100001045796'}, 'GPD': {'WRI1026502'}}",1563
143,Kawagoe,CCGT,CCGT,PP,JP,4802,,,,,,1989,1989,2029,35.007872,136.687295,"{nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100000404027', 'G100000404032', 'G100000404022', 'G100000404020', 'G100000404024', 'G100000404034', 'G100000404025', 'G100000404030', 'G100000404031', 'G100000404029', 'G100000404023', 'G100000404033', 'G100000404019', 'G100000404026', 'G100000404028', 'G100000404021'}, 'GPD': {'WRI1000636'}}",179
144,Kumamoto Prefecture Uki City Solar,Solar,PV,PP,JP,12.4,,,,,,2013,2013,2036,32.6163,130.702833333333,"{nan, nan, nan}","{'GEM': {'G100001045585', 'G100001045652', 'G100001045527'}, 'GPD': {'WKS0065064'}}",817
145,Kasatori Wind Farm,Wind,Onshore,PP,JP,118,,,,,,2010,2010,2035,34.69835,136.2793,"{nan, nan, nan, nan}","{'GEM': {'G100000900828', 'G100000900825', 'G100000900829', 'G100000900824'}, 'GPD': {'WRI1020203'}}",1642
146,Kanagawa Prefecture Yokohama Town Solar,Solar,PV,PP,JP,10.4,,,,,,2014,2014,2036,35.482025,139.683725,"{nan, nan, nan, nan}","{'GEM': {'G100001041255', 'G100001041274', 'G100001041258', 'G100001041279'}, 'GPD': {'WRI1026535'}}",116
147,Kanagawa Prefecture Oi Solar,Solar,PV,PP,JP,13.5,,,,,,2014,2014,2040,35.341,139.171866666667,"{nan, nan, nan}","{'GEM': {'G100001041289', 'G100001041251', 'G100001041264'}, 'GPD': {'WKS0063361'}}",1240
148,Tochigi Prefecture Nasukarasuyama City Solar,Solar,PV,PP,JP,12,,,,,,2015,2015,2035,36.714,140.0676,"{nan, nan}","{'GEM': {'G100001039752', 'G100001040078'}, 'GPD': {'WRI1026492'}}",1670
149,Kamatsuchi Solar Farm,Solar,PV,PP,JP,20,,,,,,2015.74075,2015.74075,2040.74075,35.185,137.225,{nan},"{'GEM': {'G100000801197'}, 'GPD': {'WKS0070622'}}",1148
150,Sharp Tomatoh No Mori Solar,Solar,PV,PP,JP,46,,,,,,2016,2016,2041,42.7013,141.7688,{nan},"{'GEM': {'G100000801573'}, 'GPD': {'WRI1026580'}}",482
151,Kumamoto Prefecture Uki City Solar,Solar,PV,PP,JP,5,,,,,,2014,2014,2036,32.6412,130.7235,"{nan, nan, nan}","{'GEM': {'G100001045612', 'G100001045587', 'G100001045710'}, 'GPD': {'WKS0070601'}}",376
152,Kyoto Fushimi Mega Solar,Solar,PV,PP,JP,24.3,,,,,,2017,2017,2042,34.9582,135.8527,{nan},"{'GEM': {'G100000801260'}, 'GPD': {'WKS0065895'}}",1656
153,Nagano Suwa Golf Mega Solar,Solar,PV,PP,JP,47,,,,,,2017,2017,2042,36.0185,138.0586,{nan},"{'GEM': {'G100000801359'}, 'GPD': {'WKS0067921'}}",1352
154,Miyagi Prefecture Ishinomaki City Solar,Solar,PV,PP,JP,11.2,,,,,,2016,2016,2037,38.4415,141.35325,"{nan, nan}","{'GEM': {'G100001038311', 'G100001038308'}, 'GPD': {'WKS0067836'}}",1001
155,Nagano Prefecture Fujimi Solar,Solar,PV,PP,JP,7.9,,,,,,2021,2021,2041,35.888,138.2891,"{nan, nan, nan}","{'GEM': {'G100001041805', 'G100001041804', 'G100001041705'}, 'GPD': {'WRI1026468'}}",2395
156,Mutsu Ogawara Wind Farm,Wind,Onshore,PP,JP,32,,,,,,2003,2003,2028,40.9545,141.2875,{nan},"{'GEM': {'G100000900850'}, 'GPD': {'WRI1020194'}}",591
157,Miyazaki Tortoise Shell Solar,Solar,PV,PP,JP,33,,,,,,2016,2016,2041,32.011,131.3762,{nan},"{'GEM': {'G100000801338'}, 'GPD': {'WKS0066372'}}",1925
158,Miyami Solar Farm,Solar,PV,PP,JP,25,,,,,,2017,2017,2042,34.291,135.084,{nan},"{'GEM': {'G100000834392'}, 'GPD': {'WKS0073681'}}",2087
159,Miyagi Prefecture Taiwa Solar Xii,Solar,PV,PP,JP,1.7,,,,,,2016,2016,2036,38.3645,140.8451,{nan},"{'GEM': {'G100001038403'}, 'GPD': {'WKS0066600'}}",828
160,Miyagi Prefecture Sendai Solar,Solar,PV,PP,JP,2,,,,,,2018,2018,2037,38.2154,140.7382,{nan},"{'GEM': {'G100001038267'}, 'GPD': {'WRI1026554'}}",768
161,Miyagi Prefecture Marumori Town Solar,Solar,PV,PP,JP,17.2,,,,,,2015,2015,2038,37.8131666666667,140.8484,"{nan, nan, nan}","{'GEM': {'G100001038489', 'G100001038490', 'G100001038258'}, 'GPD': {'WRI1026573'}}",2026
162,Miyagi Prefecture Higashimatsushima City Solar,Solar,PV,PP,JP,2,,,,,,2013,2013,2033,38.3646,141.1553,{nan},"{'GEM': {'G100001038232'}, 'GPD': {'WRI1026501'}}",1737
163,Kyoto Prefecture Kyoto Solar,Solar,PV,PP,JP,4.6,,,,,,2013,2013,2033,34.9327,135.725166666667,"{nan, nan, nan}","{'GEM': {'G100001042929', 'G100001042936', 'G100001042928'}, 'GPD': {'WRI1026518'}}",1656
164,Mie Prefecture Matsusaka City Solar,Solar,PV,PP,JP,1,,,,,,2015,2015,2035,34.4456,136.3481,{nan},"{'GEM': {'G100001042622'}, 'GPD': {'WRI1026478'}}",435
165,Mie Prefecture Kameyama Solar,Solar,PV,PP,JP,4.9,,,,,,2013,2013,2035,34.8705333333333,136.4509,"{nan, nan, nan}","{'GEM': {'G100001042476', 'G100001042424', 'G100001042477'}, 'GPD': {'WRI1026491'}}",480
166,Mie Prefecture Ise Solar,Solar,PV,PP,JP,5.5,,,,,,2014,2014,2036,34.490325,136.7893,"{nan, nan, nan, nan}","{'GEM': {'G100001042520', 'G100001042639', 'G100001042549', 'G100001042627'}, 'GPD': {'WRI1026482'}}",1163
167,Makinohara Nakazato Solar,Solar,PV,PP,JP,20,,,,,,2017,2017,2042,34.6552,138.1903,{nan},"{'GEM': {'G100000834371'}, 'GPD': {'WKS0070651', 'WKS0070652'}}",1012
168,Ls Nasu Nakagawa Solar,Solar,PV,PP,JP,20,,,,,,2016,2016,2041,36.7569,140.092,{nan},"{'GEM': {'G100000834369'}, 'GPD': {'WKS0064812'}}",1670
169,Smart Solar Yamaguchi Aio,Solar,PV,PP,JP,24,,,,,,2016,2016,2041,34.016,131.411,{nan},"{'GEM': {'G100000801597'}, 'GPD': {'WKS0073682', 'WKS0068748'}}",1500
170,Sget Usa Mega Solar,Solar,PV,PP,JP,50,,,,,,2019,2019,2044,33.5107,131.3712,{nan},"{'GEM': {'G100000801572'}, 'GPD': {'WKS0067809'}}",1287
171,Sendai 2,Nuclear,Steam Turbine,PP,JP,890,,,,,,1985,1985,2035,31.8335,130.1887,{nan},"{'GEM': {'G100000500330'}, 'GEO': {'GEO-5329'}}",1268
172,Shiga Prefecture Kusatsu Solar,Solar,PV,PP,JP,7,,,,,,2015,2015,2035,35.0099,135.9129,{nan},"{'GEM': {'G100001042858'}, 'GPD': {'WRI1026593'}}",1682
173,Kashiwazaki Kariwa 5,Nuclear,Steam Turbine,PP,JP,1100,,,,,,1990,1990,2012,37.4259,138.5941,{nan},"{'GEM': {'G100000500142'}, 'GEO': {'GEO-3806'}}",970
174,Niigata,CCGT,CCGT,PP,JP,109,0.5,,,,,2011,2011,2051,37.944514,139.081154,{nan},"{'GEM': {'G100000410058'}, 'GEO': {'GEO-44923'}}",1078
175,Mizushima,CCGT,CCGT,PP,JP,625,,,,,,2006,2006,2046,34.507991,133.746249,"{nan, nan}","{'GEM': {'G100000404055', 'G100000404054'}, 'GEO': {'GEO-45068'}}",1334
176,Makiminato,Oil,Steam Turbine,PP,JP,288,,,,,,1981,1981,2024,26.26921,127.720144,"{nan, nan}","{'GEM': {'G100000412673', 'G100000412672'}, 'GEO': {'GEO-4147'}}",703
177,Kudamatsu,Oil,Steam Turbine,PP,JP,700,,,,,,1977,1977,2023,34.011554,131.852374,{nan},"{'GEM': {'G100000412678'}, 'GEO': {'GEO-3914'}}",605
178,Kawatetsu Chiba Clean,CCGT,CCGT,PP,JP,398,0.58,,,,,2002,2010,2050,35.578326,140.095885,{nan},"{'GEM': {'G100000406295'}, 'GEO': {'GEO-2656'}}",87
179,Kashiwazaki Kariwa 7,Nuclear,Steam Turbine,PP,JP,1356,,,,,,1997,1997,2011,37.4259,138.5941,{nan},"{'GEM': {'G100000500034'}, 'GEO': {'GEO-3806'}}",970
180,Kashiwazaki Kariwa 6,Nuclear,Steam Turbine,PP,JP,1356,,,,,,2026,1996,2046,37.4259,138.5941,{nan},"{'GEM': {'G100000500033'}, 'GEO': {'GEO-3806'}}",970
181,Kashiwazaki Kariwa 4,Nuclear,Steam Turbine,PP,JP,1100,,,,,,1994,1994,2011,37.4259,138.5941,{nan},"{'GEM': {'G100000500144'}, 'GEO': {'GEO-3806'}}",970
182,Onagawa 3,Nuclear,Steam Turbine,PP,JP,825,,,,,,2002,2002,2011,38.3987,141.5003,{nan},"{'GEM': {'G100000500364'}, 'GEO': {'GEO-4616'}}",890
183,Kashiwazaki Kariwa 3,Nuclear,Steam Turbine,PP,JP,1100,,,,,,1993,1993,2011,37.4259,138.5941,{nan},"{'GEM': {'G100000500143'}, 'GEO': {'GEO-3806'}}",970
184,Kashiwazaki Kariwa 2,Nuclear,Steam Turbine,PP,JP,1100,,,,,,1990,1990,2011,37.4259,138.5941,{nan},"{'GEM': {'G100000500141'}, 'GEO': {'GEO-3806'}}",970
185,Joetsu,CCGT,CCGT,PP,JP,2952,0.58,,,,,2012,2012,2052,37.206141,138.278456,"{nan, nan, nan, nan, nan}","{'GEM': {'G100000404012', 'G100000404015', 'G100000404013', 'G100000404014', 'G100000404011'}, 'GEO': {'GEO-44910'}}",597
186,Ishikariwan Shinko,CCGT,CCGT,PP,JP,569.4,0.62,,,,,2017,2017,2057,43.193153,141.275971,{nan},"{'GEM': {'G100000404008'}, 'GEO': {'GEO-45042'}}",241
187,Hirono,Hard Coal,Steam Turbine,PP,JP,1743,,,,,,2004,2004,2049,37.232652,141.013799,"{nan, nan, nan}","{'GEM': {'G100000103897', 'G100000103896', 'G100000103895'}, 'GEO': {'GEO-44970'}}",1002
188,Hiraoka,Hydro,Reservoir,PP,JP,101,,,,,,1952,1952,2052,35.283,137.8465,{nan},"{'GEM': {'G100000602276'}, 'GEO': {'GEO-45096'}}",1263
189,Hamaoka 5,Nuclear,Steam Turbine,PP,JP,1380,,,,,,2005,2005,2055,34.6235,138.1421,{nan},"{'GEM': {'G100000500032'}, 'GEO': {'GEO-3459'}}",1012
190,Ohi 4,Nuclear,Steam Turbine,PP,JP,1180,,,,,,1993,1993,2043,35.5424,135.6544,{nan},"{'GEM': {'G100000500113'}, 'GEO': {'GEO-4598'}}",1068
191,Shin Okayama Solar Mega Solar,Solar,PV,PP,JP,37,,,,,,2015.74075,2015.74075,2040.74075,34.7299,133.8508,{nan},"{'GEM': {'G100000801578'}, 'GPD': {'WKS0065882'}}",441
192,Takahama 3,Nuclear,Steam Turbine,PP,JP,870,,,,,,1985,1985,2035,35.5223,135.5036,{nan},"{'GEM': {'G100000500332'}, 'GEO': {'GEO-5639'}}",1513
193,Toyama Shinko,CCGT,CCGT,PP,JP,424.7,,,,,,2018,2018,2058,36.76566,137.128677,{nan},"{'GEM': {'G100000412640'}, 'GEO': {'GEO-45059'}}",713
194,Tomari 3,Nuclear,Steam Turbine,PP,JP,912,,,,,,2009,2009,2012,43.0367,140.5125,{nan},"{'GEM': {'G100000500328'}, 'GEO': {'GEO-5744'}}",752
195,Tomari 2,Nuclear,Steam Turbine,PP,JP,579,,,,,,1991,1991,2011,43.0367,140.5125,{nan},"{'GEM': {'G100000500433'}, 'GEO': {'GEO-5744'}}",752
196,Tokuyama,Hydro,Reservoir,PP,JP,162,,,,,,2014,2014,2114,35.6647,136.5075,{nan},"{'GEM': {'G100000602347'}, 'GEO': {'GEO-45227'}}",847
197,Takahama 4,Nuclear,Steam Turbine,PP,JP,870,,,,,,1985,1985,2035,35.5223,135.5036,{nan},"{'GEM': {'G100000500333'}, 'GEO': {'GEO-5639'}}",1513
198,Takahama 2,Nuclear,Steam Turbine,PP,JP,826,,,,,,1975,1975,2025,35.5223,135.5036,{nan},"{'GEM': {'G100000500359'}, 'GEO': {'GEO-5639'}}",1513
199,Saku,Hydro,Reservoir,PP,JP,78,,,,,,1928,1928,2028,36.522,139.0335,{nan},"{'GEM': {'G100000602325'}, 'GEO': {'GEO-44986'}}",1676
200,Shiriuchi,Oil,Steam Turbine,PP,JP,700,,,,,,1983,1983,2023,41.58204,140.424864,"{nan, nan}","{'GEM': {'G100000412652', 'G100000412653'}, 'GEO': {'GEO-5381'}}",947
201,Shin Sendai,CCGT,CCGT,PP,JP,1046,0.6,,,,,2015,2015,2055,38.276306,141.040774,"{nan, nan}","{'GEM': {'G100000404105', 'G100000404106'}, 'GEO': {'GEO-46443'}}",996
202,Shika 1,Nuclear,Steam Turbine,PP,JP,540,,,,,,1993,1993,2011,37.0609,136.7265,{nan},"{'GEM': {'G100000500438'}, 'GEO': {'GEO-5372'}}",928
203,Sendai Tohoku,CCGT,CCGT,PP,JP,468,0.58,,,,,2010,2010,2050,38.317812,141.074494,{nan},"{'GEM': {'G100000404104'}, 'GEO': {'GEO-44431'}}",1541
204,Softbank Kagoshima Yusui Solar Park,Solar,PV,PP,JP,32,,,,,,2017,2017,2042,31.9253,130.7624,{nan},"{'GEM': {'G100000801601'}, 'GPD': {'WKS0065900', 'WKS0073705'}}",1310
205,Senboku Natural Gas,CCGT,CCGT,PP,JP,1109,,,,,,2009,2009,2049,34.541746,135.402944,"{nan, nan, nan, nan}","{'GEM': {'G100000404100', 'G100000404101', 'G100000404103', 'G100000404102'}, 'GEO': {'GEO-46522'}}",297
206,Hamaoka 4,Nuclear,Steam Turbine,PP,JP,1137,,,,,,1993,1993,2011,34.6235,138.1421,{nan},"{'GEM': {'G100000500137'}, 'GEO': {'GEO-3459'}}",1012
207,Genkai 4,Nuclear,Steam Turbine,PP,JP,1180,,,,,,1997,1997,2047,33.5152,129.83601,{nan},"{'GEM': {'G100000500115'}, 'GEO': {'GEO-3292'}}",269
208,Tahara Solar Wind,Solar,PV,PP,JP,50,,,,,,2014,2014,2039,34.7141,137.2684,{nan},"{'GEM': {'G100000801657'}, 'GPD': {'WRI1026567'}}",163
209,Yaita Solar Farm,Solar,PV,PP,JP,41,,,,,,2018,2018,2043,36.7801,139.9752,{nan},"{'GEM': {'G100000801777'}, 'GPD': {'WRI1026555', 'WKS0070394', 'WRI1026595'}}",997
210,Tochigi Prefecture Oyama Solar,Solar,PV,PP,JP,8.3,,,,,,2014,2014,2035,36.27056,139.80306,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001040084', 'G100001039771', 'G100001039913', 'G100001039887', 'G100001039772'}, 'GPD': {'WKS0071899'}}",1232
211,Tochigi Prefecture Nasushiobara Solar Xxxi,Solar,PV,PP,JP,4,,,,,,2015,2015,2034,36.9291,140.083,"{nan, nan}","{'GEM': {'G100001039969', 'G100001039970'}, 'GPD': {'WKS0073672'}}",2101
212,Takisato,Hydro,Reservoir,PP,JP,57,,,,,,1999,1999,2099,43.4437,142.2883,{nan},"{'GEM': {'G100001027316'}, 'GPD': {'WRI1020228'}}",1753
213,Takehara,Hard Coal,Steam Turbine,PP,JP,1300,,,,,,1978,1978,2031,34.3373,132.9572,"{nan, nan}","{'GEM': {'G100000109869', 'G100000109872'}, 'GPD': {'WRI1000671'}}",936
214,Takataya Hibiki Solar Farm,Solar,PV,PP,JP,43,,,,,,2015.74075,2015.74075,2040.74075,33.921,130.771,{nan},"{'GEM': {'G100000801666'}, 'GPD': {'WKS0065842'}}",273
215,Sunshine Energy Yusui Solar Farm,Solar,PV,PP,JP,26,,,,,,2015,2015,2040,31.9923,130.7244,{nan},"{'GEM': {'G100000801645'}, 'GPD': {'WKS0062436'}}",1742
216,Softbank Tottori Yonago Solar Park,Solar,PV,PP,JP,43,,,,,,2014,2014,2039,35.4776,133.2419,{nan},"{'GEM': {'G100000801606'}, 'GPD': {'WRI1026581'}}",1491
217,Softbank Toma East Anping Solar Park,Solar,PV,PP,JP,176,,,,,,2015,2015,2040,42.7138,141.7976,"{nan, nan}","{'GEM': {'G100000801604', 'G100000801605'}, 'GPD': {'WRI1026579'}}",479
218,Shizuoka Prefecture Kikugawa Solar,Solar,PV,PP,JP,11.3,,,,,,2015,2015,2035,34.67305,138.09465,"{nan, nan}","{'GEM': {'G100001042014', 'G100001042013'}, 'GPD': {'WRI1026495', 'WKS0070650'}}",1012
219,Shizuoka Prefecture Kikugawa Solar,Solar,PV,PP,JP,8.9,,,,,,2013,2013,2043,34.74352,138.07978,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001042054', 'G100001042211', 'G100001041986', 'G100001042186', 'G100001042007'}, 'GPD': {'WKS0070649'}}",167
220,Shizuoka Prefecture Izunokuni Solar,Solar,PV,PP,JP,9,,,,,,2017,2017,2037,35.0592,138.9214,{nan},"{'GEM': {'G100001042133'}, 'GPD': {'WKS0066593', 'WRI1026488'}}",329
221,Shizuoka Prefecture Kakegawa Solar Xvi,Solar,PV,PP,JP,2,,,,,,2022,2022,2042,34.821,137.949,{nan},"{'GEM': {'G100001042234'}, 'GPD': {'WKS0071151'}}",1610
222,Shiohama Chemical New,Hard Coal,Steam Turbine,PP,JP,34,,,,,,2008,2008,2053,34.941111,136.631985,{nan},"{'GEM': {'G100000109287'}, 'GPD': {'WRI1075844'}}",179
223,Tojo Solar Farm,Solar,PV,PP,JP,33,,,,,,2015,2015,2040,34.883,133.296,{nan},"{'GEM': {'G100000801712'}, 'GPD': {'WKS0071907'}}",1335
224,Tomakomai Solar Farm,Solar,PV,PP,JP,38,,,,,,2017,2017,2042,42.765,141.643,{nan},"{'GEM': {'G100000801713'}, 'GPD': {'WKS0068791'}}",1799
225,Tomakomai Yufutsu Mega Solar,Solar,PV,PP,JP,30,,,,,,2015,2015,2040,42.6631,141.7209,{nan},"{'GEM': {'G100000801714'}, 'GPD': {'WKS0065854'}}",482
226,Tosa,Hard Coal,Steam Turbine,PP,JP,167,,,,,,2005,2005,2025,33.534087,133.557483,{nan},"{'GEM': {'G100000110301'}, 'GPD': {'WRI1020058'}}",250
227,Akiha,Hydro,Reservoir,PP,JP,128,,,,,,1958,1958,2058,34.9721,137.8282,"{nan, nan, nan}","{'GEM': {'G100001051606', 'G100001051605', 'G100001051604'}, 'GEO': {'GEO-45090'}}",1204
228,Yokosuka,Hard Coal,Steam Turbine,PP,JP,1300,,,,,,2023,2023,2068,35.215556,139.716389,"{nan, nan}","{'GEM': {'G100000111425', 'G100000111426'}, 'GPD': {'WRI1000628'}}",493
229,Yamanashi Prefecture Minami Alps City Solar,Solar,PV,PP,JP,2,,,,,,2013,2013,2033,35.65,138.4488,{nan},"{'GEM': {'G100001041599'}, 'GPD': {'WRI1026524'}}",1022
230,Yamanashi Prefecture Kai Solar,Solar,PV,PP,JP,4,,,,,,2020,2020,2040,35.7192,138.5062,"{nan, nan}","{'GEM': {'G100001041630', 'G100001041629'}, 'GPD': {'WKS0068380'}}",1022
