country,y,x,location,technology,capacity,unit,quality,ID,tech
BR,-12.720233,-38.481778,Candeias,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0054,Cement
BR,-20.729127,-41.1287,Cachoeiro de Itapemirim,Cement,190.0,Kt/yr,actual,GACTBRA0055,Cement
BR,-24.669459,-48.979959,Adrianópolis,Cement,1800.0,Kt/yr,actual,GACTBRA0056,Cement
BR,-26.81867,-49.156976,Pomerode,Cement,400.0,Kt/yr,actual,GACTBRA0057,Cement
BR,-15.570003,-47.854243,Brasília,Cement,1600.0,Kt/yr,actual,GACTBRA0058,Cement
BR,-5.072994,-37.716134,Baraúna,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0059,Cement
BR,-23.442724,-46.242309,Mogi das Cruzes,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0060,Cement
BR,-10.415826,-36.698658,Pacatuba,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0061,Cement
BR,-20.261801,-40.234002,Serra,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0062,Cement
BR,-15.333379,-56.137768,Cuiabá,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0063,Cement
BR,-21.912475,-42.262257,Cantagalo,Cement,920.0,Kt/yr,actual,GACTBRA0064,Cement
BR,-19.00333,-57.62406,Corumbá,Cement,1180.0,Kt/yr,actual,GACTBRA0065,Cement
BR,-17.258058,-49.786396,Edealina,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0066,Cement
BR,-20.764215,-46.769658,Itaú de Minas,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0067,Cement
BR,-10.82468,-37.165,Laranjeiras,Cement,2050.0,Kt/yr,actual,GACTBRA0068,Cement
BR,-14.644156,-56.265285,Nobres,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0069,Cement
BR,-31.513208,-53.559279,Pinheiro Machado,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0070,Cement
BR,-0.981148,-47.116844,Primavera,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0071,Cement
BR,-25.192401,-49.325757,Rio Branco do Sul,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0072,Cement
BR,-23.629579,-47.499136,Salto de Pirapora,Cement,1670.0,Kt/yr,actual,GACTBRA0073,Cement
BR,-15.586387,-47.874042,Brasília,Cement,2570.0,Kt/yr,actual,GACTBRA0074,Cement
BR,-3.686432,-40.373895,Sobral,Cement,1940.0,Kt/yr,actual,GACTBRA0075,Cement
BR,-23.593912,-47.436719,Votorantim,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0076,Cement
BR,-27.359219,-49.342572,Vidal Ramos,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0077,Cement
BR,-6.433062,-48.428327,Xambioá,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0078,Cement
BR,-22.859648,-43.573563,Rio de Janeiro,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0079,Cement
BR,-23.848375,-46.391784,Cubatão,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0080,Cement
BR,-28.211548,-48.683798,Imbituba,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0081,Cement
BR,-26.879224,-48.714877,Itajaí,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0082,Cement
BR,-3.653183,-38.854175,Caucaia,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0083,Cement
BR,-8.796953,-63.768628,Porto Velho,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0084,Cement
BR,-7.87415,-34.851998,Paulista,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0085,Cement
BR,-2.636728,-44.310087,São Luís,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0086,Cement
BR,-22.915294,-43.735999,Rio de Janeiro,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0087,Cement
BR,-22.488653,-44.048268,Volta Redonda,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0088,Cement
BR,-19.582194,-44.054817,Matozinhos,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0089,Cement
BR,-3.148527,-59.97014,Manaus,Cement,1450.3030303030305,Kt/yr,actual,GACTBRA0090,Cement
BB,13.287233,-59.647826,Checker Hall,Cement,950.0,Kt/yr,actual,GACTBRB0001,Cement
BN,5.012333,115.064836,Mukim Serasa,Cement,500.0,Kt/yr,actual,GACTBRN0001,Cement
BT,26.872676,91.232077,Menchu,Cement,1300.0,Kt/yr,actual,GACTBTN0001,Cement
BT,26.816862,89.188009,Gomtu,Cement,375.0,Kt/yr,actual,GACTBTN0002,Cement
BT,26.821865,89.183282,Gomtu,Cement,837.5,Kt/yr,actual,GACTBTN0003,Cement
BW,-24.690323,25.889149,Gaborone,Cement,400.0,Kt/yr,actual,GACTBWA0001,Cement
CA,46.030177,-73.401677,Joliette,Cement,1475.0,Kt/yr,actual,GACTCAN0001,Cement
CA,43.493688,-79.624239,Mississauga,Cement,2000.0,Kt/yr,actual,GACTCAN0002,Cement
CA,46.744581,-71.813859,Saint-Basile,Cement,1571.0,Kt/yr,actual,GACTCAN0003,Cement
CA,43.103861,-80.895863,Embro,Cement,544.0,Kt/yr,actual,GACTCAN0004,Cement
CA,45.768479,-74.613848,Argenteuil,Cement,300.0,Kt/yr,actual,GACTCAN0005,Cement
CA,44.054274,-77.121345,Prince Edward,Cement,1520.0,Kt/yr,actual,GACTCAN0006,Cement
CA,53.580487,-113.600661,Edmonton,Cement,1380.0,Kt/yr,actual,GACTCAN0007,Cement
CA,49.143998,-123.023077,Delta,Cement,1356.0,Kt/yr,actual,GACTCAN0008,Cement
CA,44.168779,-76.805344,Bath,Cement,1176.0,Kt/yr,actual,GACTCAN0009,Cement
CA,45.239364,-63.334263,Brookfield,Cement,500.0,Kt/yr,actual,GACTCAN0010,Cement
CA,51.060709,-115.171522,Division No. 15,Cement,2200.0,Kt/yr,actual,GACTCAN0011,Cement
CA,49.158286,-123.005621,Richmond,Cement,1319.0,Kt/yr,actual,GACTCAN0012,Cement
CA,45.339711,-73.523533,Saint-Constant,Cement,1157.0,Kt/yr,actual,GACTCAN0013,Cement
CA,43.223614,-79.687062,Hamilton,Cement,814.0,Kt/yr,actual,GACTCAN0014,Cement
CA,48.18713,-64.920197,Port-Daniel,Cement,1580.0,Kt/yr,actual,GACTCAN0015,Cement
CA,43.881616,-78.699895,Bowmanville,Cement,1800.0,Kt/yr,actual,GACTCAN0016,Cement
CA,43.243214,-81.147797,Lakeside,Cement,645.0,Kt/yr,actual,GACTCAN0017,Cement
CH,47.414148,8.158997,Wildegg,Cement,860.0,Kt/yr,actual,GACTCHE0001,Cement
CH,47.033567,7.028609,Cornaux,Cement,996.6666666666666,Kt/yr,actual,GACTCHE0002,Cement
CH,46.91631,9.54928,Untervaz,Cement,1190.0,Kt/yr,actual,GACTCHE0003,Cement
CH,47.521397,8.238877,Würenlingen,Cement,996.6666666666666,Kt/yr,actual,GACTCHE0004,Cement
CH,46.655283,6.545972,Eclépens,Cement,940.0,Kt/yr,actual,GACTCHE0005,Cement
CH,47.185189,7.248911,Péry-La Heutte,Cement,996.6666666666666,Kt/yr,actual,GACTCHE0006,Cement
CL,-33.15077,-70.831814,Chacabuco,Cement,846.0,Kt/yr,actual,GACTCHL0001,Cement
CL,-36.978684,-73.174564,Coronel,Cement,846.0,Kt/yr,actual,GACTCHL0002,Cement
CL,-23.096319,-70.413517,Antofagasta,Cement,846.0,Kt/yr,actual,GACTCHL0003,Cement
CL,-33.380072,-70.695526,Conchalí,Cement,846.0,Kt/yr,actual,GACTCHL0004,Cement
CL,-23.780668,-70.318803,Antofagasta,Cement,500.0,Kt/yr,actual,GACTCHL0005,Cement
CL,-36.744254,-73.118689,Talcahuano,Cement,750.0,Kt/yr,actual,GACTCHL0006,Cement
CL,-34.866335,-71.139321,Teno,Cement,1700.0,Kt/yr,actual,GACTCHL0007,Cement
CL,-33.596748,-71.588465,Barrancas,Cement,300.0,Kt/yr,actual,GACTCHL0008,Cement
CL,-32.790183,-71.197668,La Calera,Cement,980.0,Kt/yr,actual,GACTCHL0009,Cement
CL,-32.755472,-71.477127,Valparaiso,Cement,846.0,Kt/yr,actual,GACTCHL0010,Cement
CL,-41.53398,-73.129557,Llanquihue,Cement,846.0,Kt/yr,actual,GACTCHL0011,Cement
CL,-33.644601,-71.577048,San Juan de Llolleo,Cement,846.0,Kt/yr,actual,GACTCHL0012,Cement
CL,-33.633667,-70.602155,Puente Alto,Cement,846.0,Kt/yr,actual,GACTCHL0013,Cement
CN,31.229955,118.380624,Wuhu Shi,Cement,2700.0,Kt/yr,actual,GACTCHN0001,Cement
CN,26.720854,111.833275,Yongzhou Shi,Cement,5000.0,Kt/yr,actual,GACTCHN0002,Cement
CN,31.137582,118.169276,Wuhu Shi,Cement,15000.0,Kt/yr,actual,GACTCHN0003,Cement
CN,26.615974,107.241019,Qiannan Buyizumiaozuzizhizhou,Cement,1620.0,Kt/yr,actual,GACTCHN0004,Cement
CN,30.687769,118.887302,Xuancheng Shi,Cement,2800.0,Kt/yr,actual,GACTCHN0005,Cement
CN,26.667159,106.358115,Guiyang Shi,Cement,6600.0,Kt/yr,actual,GACTCHN0006,Cement
CN,30.627842,116.860494,Anqing Shi,Cement,3300.0,Kt/yr,actual,GACTCHN0007,Cement
CN,30.744456,117.392989,Tongling Shi,Cement,1100.0,Kt/yr,actual,GACTCHN0008,Cement
CN,30.844943,117.777036,Tongling Shi,Cement,7000.0,Kt/yr,actual,GACTCHN0009,Cement
CN,32.189163,118.209739,Chuzhou Shi,Cement,4400.0,Kt/yr,actual,GACTCHN0010,Cement
CN,29.508298,113.407059,Yueyang Shi,Cement,2200.0,Kt/yr,actual,GACTCHN0011,Cement
CN,27.859691,114.747611,Xinyu Shi,Cement,2800.0,Kt/yr,actual,GACTCHN0012,Cement
CN,22.709022,109.805221,Yulin Shi,Cement,4000.0,Kt/yr,actual,GACTCHN0013,Cement
CN,29.33424,119.050244,Hangzhou Shi,Cement,2000.0,Kt/yr,actual,GACTCHN0014,Cement
CN,35.614648,117.442907,Jining Shi,Cement,2200.0,Kt/yr,actual,GACTCHN0015,Cement
CN,30.449154,117.2375,Chizhou Shi,Cement,12600.0,Kt/yr,actual,GACTCHN0016,Cement
CN,27.40206,111.985983,Loudi Shi,Cement,5000.0,Kt/yr,actual,GACTCHN0017,Cement
CN,30.850812,107.326642,Dazhou Shi,Cement,4400.0,Kt/yr,actual,GACTCHN0018,Cement
CN,30.788421,118.973163,Xuancheng Shi,Cement,3200.0,Kt/yr,actual,GACTCHN0019,Cement
CN,24.268659,113.415031,Qingyuan,Cement,6400.0,Kt/yr,actual,GACTCHN0020,Cement
CN,22.372601,111.961909,Yangjiang Shi,Cement,6600.0,Kt/yr,actual,GACTCHN0021,Cement
CN,35.469211,106.680729,Pingliang Shi,Cement,3240.0,Kt/yr,actual,GACTCHN0022,Cement
CN,27.834027,111.172324,Loudi Shi,Cement,4400.0,Kt/yr,actual,GACTCHN0023,Cement
CN,29.587404,111.279676,Changde Shi,Cement,4400.0,Kt/yr,actual,GACTCHN0024,Cement
CN,25.636225,110.658047,Guilin Shi,Cement,4000.0,Kt/yr,actual,GACTCHN0025,Cement
CN,22.659126,107.900941,Chongzuo Shi,Cement,6200.0,Kt/yr,actual,GACTCHN0026,Cement
CN,34.723693,107.026559,Baoji Shi,Cement,2200.0,Kt/yr,actual,GACTCHN0027,Cement
CN,31.097962,118.025423,Wuhu Shi,Cement,4400.0,Kt/yr,actual,GACTCHN0028,Cement
CN,28.630062,117.37987,Shangrao Shi,Cement,4860.0,Kt/yr,actual,GACTCHN0029,Cement
CN,24.174723,112.763253,Qingyuan Shi,Cement,1800.0,Kt/yr,actual,GACTCHN0030,Cement
CN,34.536334,107.076911,Baoji Shi,Cement,2200.0,Kt/yr,actual,GACTCHN0031,Cement
CN,25.118023,105.357339,Qianxinan Buyizumiaozuzizhizhou,Cement,1500.0,Kt/yr,actual,GACTCHN0032,Cement
CN,34.474894,107.771682,Baoji Shi,Cement,2200.0,Kt/yr,actual,GACTCHN0033,Cement
CN,25.07279,99.286018,Baoshan Shi,Cement,2200.0,Kt/yr,actual,GACTCHN0034,Cement
CN,32.405777,106.770057,Bazhong Shi,Cement,2200.0,Kt/yr,actual,GACTCHN0035,Cement
CN,31.521269,117.899484,Hefei Shi,Cement,4500.0,Kt/yr,actual,GACTCHN0036,Cement
CN,32.16752,119.070801,Nanjing Shi,Cement,1800.0,Kt/yr,actual,GACTCHN0037,Cement
CN,30.189608,107.981388,Zhongxian,Cement,1600.0,Kt/yr,actual,GACTCHN0038,Cement
CN,25.45623,114.889669,Ganzhou Shi,Cement,4050.0,Kt/yr,actual,GACTCHN0039,Cement
CN,24.206132,106.602861,Baise Shi,Cement,1200.0,Kt/yr,actual,GACTCHN0040,Cement
CN,32.615007,105.861036,Guangyuan Shi,Cement,4400.0,Kt/yr,actual,GACTCHN0041,Cement
CN,26.169977,105.664166,Liupanshui Shi,Cement,3200.0,Kt/yr,actual,GACTCHN0042,Cement
CN,42.541113,94.235486,Hami Shi,Cement,750.0,Kt/yr,actual,GACTCHN0043,Cement
CN,28.216826,111.660772,Yiyang Shi,Cement,2200.0,Kt/yr,actual,GACTCHN0044,Cement
CN,26.68809,110.672331,Shaoyang Shi,Cement,2520.0,Kt/yr,actual,GACTCHN0045,Cement
CN,25.171664,111.540559,Yongzhou Shi,Cement,2200.0,Kt/yr,actual,GACTCHN0046,Cement
CN,24.862777,103.388419,Kunming Shi,Cement,1100.0,Kt/yr,actual,GACTCHN0047,Cement
CN,30.506997,107.454266,Liangping Qu,Cement,2200.0,Kt/yr,actual,GACTCHN0048,Cement
CN,27.673947,111.866676,Loudi Shi,Cement,2200.0,Kt/yr,actual,GACTCHN0049,Cement
CN,35.303294,103.26961,Linxia Huizuzizhizhou,Cement,1620.0,Kt/yr,actual,GACTCHN0050,Cement
CN,34.620156,108.558124,Xianyang Shi,Cement,4400.0,Kt/yr,actual,GACTCHN0051,Cement
CN,23.126318,107.657118,Nanning Shi,Cement,2000.0,Kt/yr,actual,GACTCHN0052,Cement
CN,24.628418,98.763266,Baoshan Shi,Cement,1100.0,Kt/yr,actual,GACTCHN0053,Cement
CN,34.655986,108.217538,Xianyang Shi,Cement,2200.0,Kt/yr,actual,GACTCHN0054,Cement
CN,35.010213,108.975283,Tongchuan Shi,Cement,2000.0,Kt/yr,actual,GACTCHN0055,Cement
CN,27.172797,111.408151,Shaoyang Shi,Cement,2200.0,Kt/yr,actual,GACTCHN0056,Cement
CN,26.546973,105.013761,Liupanshui Shi,Cement,2100.0,Kt/yr,actual,GACTCHN0057,Cement
CN,32.308958,106.818799,Bazhong Shi,Cement,1100.0,Kt/yr,actual,GACTCHN0058,Cement
CN,33.97101,117.112737,Suzhou Shi,Cement,4400.0,Kt/yr,actual,GACTCHN0059,Cement
CN,27.472125,109.122586,Tongren Shi,Cement,4400.0,Kt/yr,actual,GACTCHN0060,Cement
CN,23.765311,103.667616,Wenshan Zhuangzumiaozuzizhizhou,Cement,4000.0,Kt/yr,actual,GACTCHN0061,Cement
CN,24.522016,97.796247,Dehong Daizujingpozuzizhizhou,Cement,1440.0,Kt/yr,actual,GACTCHN0062,Cement
CN,23.743694,105.403465,Wenshan Zhuangzumiaozuzizhizhou,Cement,1000.0,Kt/yr,actual,GACTCHN0063,Cement
CN,27.759302,106.956594,Zunyi Shi,Cement,3240.0,Kt/yr,actual,GACTCHN0064,Cement
CN,28.492576,115.951121,Nanchang Shi,Cement,1500.0,Kt/yr,actual,GACTCHN0065,Cement
CN,31.355912,121.517068,Pudong Xinqu,Cement,900.0,Kt/yr,actual,GACTCHN0066,Cement
CN,32.923638,117.439757,Bengbu Shi,Cement,2400.0,Kt/yr,actual,GACTCHN0067,Cement
CN,31.00661,121.442527,Minhang Qu,Cement,1500.0,Kt/yr,actual,GACTCHN0068,Cement
CN,31.993157,120.576024,Suzhou Shi,Cement,3200.0,Kt/yr,actual,GACTCHN0069,Cement
CN,30.010728,120.804755,Shaoxing Shi,Cement,1000.0,Kt/yr,actual,GACTCHN0070,Cement
CN,33.417669,119.042408,Huaian Shi,Cement,4400.0,Kt/yr,actual,GACTCHN0071,Cement
CN,32.695577,116.748146,Huainan Shi,Cement,4400.0,Kt/yr,actual,GACTCHN0072,Cement
CN,31.748599,116.331386,Luan Shi,Cement,3300.0,Kt/yr,actual,GACTCHN0073,Cement
CN,22.979917,112.850388,Foshan Shi,Cement,1000.0,Kt/yr,actual,GACTCHN0074,Cement
CN,29.907604,118.473234,Huangshan Shi,Cement,2200.0,Kt/yr,actual,GACTCHN0075,Cement
CN,28.696463,121.468054,Taizhou Shi,Cement,1800.0,Kt/yr,actual,GACTCHN0076,Cement
CN,31.78915,121.102005,Nantong Shi,Cement,3200.0,Kt/yr,actual,GACTCHN0077,Cement
CN,31.479261,121.213155,Suzhou Shi,Cement,1850.0,Kt/yr,actual,GACTCHN0078,Cement
CN,27.361589,118.109661,Nanping Shi,Cement,60.0,Kt/yr,actual,GACTCHN0079,Cement
CN,31.76786,118.491851,Maanshan Shi,Cement,3800.0,Kt/yr,actual,GACTCHN0080,Cement
CN,29.931804,121.855355,Ningbo Shi,Cement,3200.0,Kt/yr,actual,GACTCHN0081,Cement
CN,29.48981,121.504058,Ningbo Shi,Cement,4400.0,Kt/yr,actual,GACTCHN0082,Cement
CN,32.004975,117.248183,Hefei Shi,Cement,1800.0,Kt/yr,actual,GACTCHN0083,Cement
CN,21.331892,110.303199,Zhanjiang Shi,Cement,3200.0,Kt/yr,actual,GACTCHN0084,Cement
CN,32.31313,119.834704,Taizhou Shi,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0085,Cement
CN,22.215127,113.099766,Jiangmen Shi,Cement,3200.0,Kt/yr,actual,GACTCHN0086,Cement
CN,28.833796,115.958428,Nanchang Shi,Cement,4000.0,Kt/yr,actual,GACTCHN0087,Cement
CN,33.415332,120.168946,Yancheng Shi,Cement,3200.0,Kt/yr,actual,GACTCHN0088,Cement
CN,33.596743,118.966544,Huaian Shi,Cement,1650.0,Kt/yr,actual,GACTCHN0089,Cement
CN,29.50057,121.652595,Ningbo Shi,Cement,4400.0,Kt/yr,actual,GACTCHN0090,Cement
CN,29.605146,116.124686,Jiujiang Shi,Cement,2900.0,Kt/yr,actual,GACTCHN0091,Cement
CN,28.301628,116.445885,Nanchang Shi,Cement,2200.0,Kt/yr,actual,GACTCHN0092,Cement
CN,21.690076,110.837207,Maoming Shi,Cement,1500.0,Kt/yr,actual,GACTCHN0093,Cement
CN,32.317452,119.825483,Yangzhou Shi,Cement,4400.0,Kt/yr,actual,GACTCHN0094,Cement
CN,28.161762,121.095623,Wenzhou Shi,Cement,2000.0,Kt/yr,actual,GACTCHN0095,Cement
CN,32.17243,119.283709,Zhenjiang Shi,Cement,850.0,Kt/yr,actual,GACTCHN0096,Cement
CN,33.544349,116.254306,Bozhou Shi,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0097,Cement
CN,25.742952,114.881873,Ganzhou Shi,Cement,2050.0,Kt/yr,actual,GACTCHN0098,Cement
CN,29.917936,115.420949,Huanggang Shi,Cement,2000.0,Kt/yr,actual,GACTCHN0099,Cement
CN,30.976399,103.908381,Chengdu Shi,Cement,6000.0,Kt/yr,actual,GACTCHN0100,Cement
CN,29.810669,115.580052,Jiujiang Shi,Cement,14000.0,Kt/yr,actual,GACTCHN0101,Cement
CN,30.677735,114.543524,Wuhan Shi,Cement,2480.0,Kt/yr,actual,GACTCHN0102,Cement
CN,30.273756,114.32873,Wuhan Shi,Cement,1400.0,Kt/yr,actual,GACTCHN0103,Cement
CN,28.618066,115.964109,Nanchang Shi,Cement,650.0,Kt/yr,actual,GACTCHN0104,Cement
CN,30.60216,114.138749,Wuhan Shi,Cement,2300.0,Kt/yr,actual,GACTCHN0105,Cement
CN,32.268448,119.411291,Yangzhou Shi,Cement,3000.0,Kt/yr,actual,GACTCHN0106,Cement
CN,39.326111,115.442273,Baoding Shi,Cement,1470.0,Kt/yr,actual,GACTCHN0107,Cement
CN,40.186742,116.167224,Changping Qu,Cement,1960.0,Kt/yr,actual,GACTCHN0108,Cement
CN,35.193917,112.846487,Jiaozuo Shi,Cement,1290.0,Kt/yr,actual,GACTCHN0109,Cement
CN,40.428409,116.671456,Huairou Qu,Cement,1000.0,Kt/yr,actual,GACTCHN0110,Cement
CN,36.434888,114.181018,Handan Shi,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0111,Cement
CN,40.104303,116.923021,Shunyi Qu,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0112,Cement
CN,39.597982,116.032085,Fangshan Qu,Cement,1420.0,Kt/yr,actual,GACTCHN0113,Cement
CN,40.077829,116.977358,Shunyi Qu,Cement,1210.0,Kt/yr,actual,GACTCHN0114,Cement
CN,40.586621,115.076826,Zhangjiakou Shi,Cement,1140.0,Kt/yr,actual,GACTCHN0115,Cement
CN,39.770898,116.021386,Fangshan Qu,Cement,2420.0,Kt/yr,actual,GACTCHN0116,Cement
CN,43.175134,124.396361,Siping Shi,Cement,2300.0,Kt/yr,actual,GACTCHN0117,Cement
CN,37.598772,114.451868,Shijiazhuang Shi,Cement,3300.0,Kt/yr,actual,GACTCHN0118,Cement
CN,38.814099,114.630734,Baoding Shi,Cement,1190.0,Kt/yr,actual,GACTCHN0119,Cement
CN,39.277372,117.128362,Beichen Qu,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0120,Cement
CN,40.141971,115.266752,Zhangjiakou Shi,Cement,1750.0,Kt/yr,actual,GACTCHN0121,Cement
CN,29.225931,106.010656,Jiangjin Qu,Cement,3000.0,Kt/yr,actual,GACTCHN0122,Cement
CN,39.875323,118.054964,Tangshan Shi,Cement,850.0,Kt/yr,actual,GACTCHN0123,Cement
CN,34.538699,107.502136,Baoji Shi,Cement,1400.0,Kt/yr,actual,GACTCHN0124,Cement
CN,41.185542,123.000903,Anshan Shi,Cement,2400.0,Kt/yr,actual,GACTCHN0125,Cement
CN,41.309641,123.336599,Liaoyang Shi,Cement,1160.0,Kt/yr,actual,GACTCHN0126,Cement
CN,34.610462,108.628211,Xianyang Shi,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0127,Cement
CN,34.551467,107.992271,Baoji Shi,Cement,2940.0,Kt/yr,actual,GACTCHN0128,Cement
CN,41.879263,110.106906,Baotou Shi,Cement,2130.0,Kt/yr,actual,GACTCHN0129,Cement
CN,35.206282,113.109157,Jiaozuo Shi,Cement,1560.0,Kt/yr,actual,GACTCHN0130,Cement
CN,39.750306,118.799837,Qinhuangdao Shi,Cement,1420.0,Kt/yr,actual,GACTCHN0131,Cement
CN,40.522194,117.606141,Chengde Shi,Cement,1880.0,Kt/yr,actual,GACTCHN0132,Cement
CN,40.783722,118.259527,Chengde Shi,Cement,1680.0,Kt/yr,actual,GACTCHN0133,Cement
CN,39.983322,113.115851,Datong Shi,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0134,Cement
CN,39.818388,114.367697,Datong Shi,Cement,1830.0,Kt/yr,actual,GACTCHN0135,Cement
CN,36.514118,113.619087,Handan Shi,Cement,1440.0,Kt/yr,actual,GACTCHN0136,Cement
CN,38.181205,114.23499,Shijiazhuang Shi,Cement,2910.0,Kt/yr,actual,GACTCHN0137,Cement
CN,41.000726,112.153955,Wulanchabu Shi,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0138,Cement
CN,40.36517,109.961504,Eerduosi Shi,Cement,1200.0,Kt/yr,actual,GACTCHN0139,Cement
CN,43.625411,115.852039,Xilinguole Meng,Cement,1280.0,Kt/yr,actual,GACTCHN0140,Cement
CN,29.666575,106.166631,Bishan Qu,Cement,1750.0,Kt/yr,actual,GACTCHN0141,Cement
CN,29.964419,106.379901,Hechuan Qu,Cement,2000.0,Kt/yr,actual,GACTCHN0142,Cement
CN,45.3982,127.147103,Haerbin Shi,Cement,3190.0,Kt/yr,actual,GACTCHN0143,Cement
CN,39.917975,118.36626,Tangshan Shi,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0144,Cement
CN,42.872885,126.153327,Jilin Shi,Cement,1800.0,Kt/yr,actual,GACTCHN0145,Cement
CN,34.906028,108.991002,Tongchuan Shi,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0146,Cement
CN,43.532882,126.268841,Jilin Shi,Cement,2000.0,Kt/yr,actual,GACTCHN0147,Cement
CN,35.402755,111.329331,Yuncheng Shi,Cement,3000.0,Kt/yr,actual,GACTCHN0148,Cement
CN,37.406669,114.547772,Xingtai Shi,Cement,1470.0,Kt/yr,actual,GACTCHN0149,Cement
CN,39.410181,115.630481,Baoding Shi,Cement,2000.0,Kt/yr,actual,GACTCHN0150,Cement
CN,38.245798,111.58081,Lvliang Shi,Cement,1660.0,Kt/yr,actual,GACTCHN0151,Cement
CN,35.84369,113.345858,Jincheng Shi,Cement,1290.0,Kt/yr,actual,GACTCHN0152,Cement
CN,38.391778,114.337788,Shijiazhuang Shi,Cement,1910.0,Kt/yr,actual,GACTCHN0153,Cement
CN,29.701756,111.512822,Changde Shi,Cement,1370.0,Kt/yr,actual,GACTCHN0154,Cement
CN,41.022515,118.795963,Chengde Shi,Cement,1000.0,Kt/yr,actual,GACTCHN0155,Cement
CN,37.891743,112.666613,Taiyuan Shi,Cement,1580.0,Kt/yr,actual,GACTCHN0156,Cement
CN,38.861078,114.82963,Baoding Shi,Cement,1800.0,Kt/yr,actual,GACTCHN0157,Cement
CN,39.920995,118.227984,Tangshan Shi,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0158,Cement
CN,39.763807,118.376732,Tangshan Shi,Cement,1990.0,Kt/yr,actual,GACTCHN0159,Cement
CN,39.757913,118.463647,Tangshan Shi,Cement,1650.0,Kt/yr,actual,GACTCHN0160,Cement
CN,37.452465,110.682016,Yulin Shi,Cement,1040.0,Kt/yr,actual,GACTCHN0161,Cement
CN,36.8812,114.315651,Xingtai Shi,Cement,1970.0,Kt/yr,actual,GACTCHN0162,Cement
CN,40.765163,114.999039,Zhangjiakou Shi,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0163,Cement
CN,37.888766,113.666389,Yangquan Shi,Cement,2080.0,Kt/yr,actual,GACTCHN0164,Cement
CN,37.049849,113.370356,Jinzhong Shi,Cement,970.0,Kt/yr,actual,GACTCHN0165,Cement
CN,40.738194,111.575579,Huhehaote Shi,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0166,Cement
CN,45.117174,126.141284,Songyuan Shi,Cement,800.0,Kt/yr,actual,GACTCHN0167,Cement
CN,43.888187,126.540238,Jilin Shi,Cement,2000.0,Kt/yr,actual,GACTCHN0168,Cement
CN,37.366197,114.717118,Xingtai Shi,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0169,Cement
CN,39.965989,116.992307,Langfang Shi,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0170,Cement
CN,41.572957,123.360689,Shenyang Shi,Cement,1600.0,Kt/yr,actual,GACTCHN0171,Cement
CN,37.999837,115.604138,Hengshui Shi,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0172,Cement
CN,39.951355,118.236892,Tangshan Shi,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0173,Cement
CN,39.2829,117.383822,Ninghe Qu,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0174,Cement
CN,40.580537,115.112043,Zhangjiakou Shi,Cement,2003.0527210884356,Kt/yr,actual,GACTCHN0175,Cement
CN,31.741627,112.421607,Xiangyang Shi,Cement,1560.0,Kt/yr,actual,GACTCHN0176,Cement
