country,y,x,location,technology,capacity,unit,quality,ID,tech
GE,41.815251,44.850631,T'bilisi,Cement,1090.0,Kt/yr,actual,GACTGEO0004,Cement
GH,5.704645,0.017442,Tema,Cement,1000.0,Kt/yr,actual,GACTGHA0001,Cement
GH,5.621991,-0.014344,Tema,Cement,1500.0,Kt/yr,actual,GACTGHA0002,Cement
GH,4.891983,-1.745828,Takoradi,Cement,2200.0,Kt/yr,actual,GACTGHA0003,Cement
GH,5.637128,0.007768,Tema,Cement,2200.0,Kt/yr,actual,GACTGHA0004,Cement
GH,8.790301,-1.502071,Central Gonja,Cement,300.0,Kt/yr,actual,GACTGHA0005,Cement
GH,6.15335,1.179772,Ketu,Cement,1500.0,Kt/yr,actual,GACTGHA0006,Cement
GH,4.885591,-1.876222,Ahanta West,Cement,1450.0,Kt/yr,actual,GACTGHA0007,Cement
GN,9.723527,-13.495906,Conakry,Cement,500.0,Kt/yr,actual,GACTGIN0001,Cement
GN,9.678982,-13.532937,Conakry,Cement,300.0,Kt/yr,actual,GACTGIN0002,Cement
GN,9.726733,-13.487934,Conakry,Cement,400.0,Kt/yr,actual,GACTGIN0003,Cement
GP,16.234261,-61.55259,Baie-Mahault,Cement,,Kt/yr,actual,GACTGLP0001,Cement
GR,38.035179,23.592877,Aspropirgos,Cement,1000.0,Kt/yr,actual,GACTGRC0001,Cement
GR,38.375031,24.063021,Taminei,Cement,2200.0,Kt/yr,actual,GACTGRC0002,Cement
GR,39.353176,22.985873,Volos,Cement,4900.0,Kt/yr,actual,GACTGRC0003,Cement
GR,38.334436,21.848612,Ρίο,Cement,1900.0,Kt/yr,actual,GACTGRC0004,Cement
GR,40.699271,22.9527,Efkarpia,Cement,1130.0,Kt/yr,actual,GACTGRC0005,Cement
GR,38.129892,23.527035,Magoula,Cement,2900.0,Kt/yr,actual,GACTGRC0006,Cement
GR,38.041955,23.533322,Elefsina,Cement,400.0,Kt/yr,actual,GACTGRC0007,Cement
GT,14.667587,-90.496936,Ciudad de Guatemala,Cement,180.0,Kt/yr,actual,GACTGTM0001,Cement
GT,14.735452,-90.703316,San Juan Sacatepéquez,Cement,2200.0,Kt/yr,actual,GACTGTM0002,Cement
GT,14.813632,-90.278771,Sanarate,Cement,2930.0,Kt/yr,actual,GACTGTM0003,Cement
GT,13.969258,-90.794927,San José,Cement,500.0,Kt/yr,actual,GACTGTM0004,Cement
GT,13.949557,-90.794503,San José,Cement,1452.5,Kt/yr,actual,GACTGTM0005,Cement
GF,4.85719,-52.277433,Remire-Montjoly,Cement,160.0,Kt/yr,actual,GACTGUF0001,Cement
HN,15.706281,-87.93079,Río Blanquito,Cement,1100.0,Kt/yr,actual,GACTHND0001,Cement
HN,14.513662,-87.651796,Comayagua,Cement,1300.0,Kt/yr,actual,GACTHND0002,Cement
HN,13.447914,-87.426813,San Lorenzo,Cement,1200.0,Kt/yr,actual,GACTHND0003,Cement
HR,44.865469,13.828314,Pula,Cement,666.6666666666666,Kt/yr,actual,GACTHRV0001,Cement
HR,43.540248,16.44147,Kaštel Sućurac,Cement,890.0,Kt/yr,actual,GACTHRV0002,Cement
HR,43.538189,16.463974,Solin,Cement,666.6666666666666,Kt/yr,actual,GACTHRV0003,Cement
HR,44.96591,14.121623,Koromačno,Cement,1000.0,Kt/yr,actual,GACTHRV0004,Cement
HR,45.451822,18.035842,Zoljan,Cement,110.0,Kt/yr,actual,GACTHRV0005,Cement
HT,18.713032,-72.386871,Aubry,Cement,600.0,Kt/yr,actual,GACTHTI0001,Cement
HU,48.065841,20.797178,Miskolc,Cement,1700.0,Kt/yr,actual,GACTHUN0001,Cement
HU,47.750282,18.505678,Lábatlan,Cement,300.0,Kt/yr,actual,GACTHUN0002,Cement
HU,45.810911,18.39875,Beremend,Cement,2220.0,Kt/yr,actual,GACTHUN0003,Cement
HU,47.809209,19.101728,Vác,Cement,1720.0,Kt/yr,actual,GACTHUN0004,Cement
HU,46.015894,17.983862,Királyegyháza,Cement,1000.0,Kt/yr,actual,GACTHUN0005,Cement
ID,-0.997604,134.024306,Manokwari,Cement,1700.0,Kt/yr,actual,GACTIDN0001,Cement
ID,-2.060086,115.570212,Tabalong Regency,Cement,1500.0,Kt/yr,actual,GACTIDN0002,Cement
ID,0.895624,124.081963,Bolaang Mongondow Regency,Cement,3600.0,Kt/yr,actual,GACTIDN0003,Cement
ID,-5.892955,106.082135,Serang,Cement,2742.8125,Kt/yr,actual,GACTIDN0004,Cement
ID,0.036994,109.229753,Pontianak,Cement,2742.8125,Kt/yr,actual,GACTIDN0005,Cement
ID,-6.000861,106.084451,Kota Cilegon,Cement,1200.0,Kt/yr,actual,GACTIDN0006,Cement
ID,-4.947312,119.626973,Kabupaten Maros,Cement,4200.0,Kt/yr,actual,GACTIDN0007,Cement
ID,1.058782,104.136023,Kota Batam,Cement,1200.0,Kt/yr,actual,GACTIDN0008,Cement
ID,-8.169005,114.3919,Kabupaten Banyuwangi,Cement,1800.0,Kt/yr,actual,GACTIDN0009,Cement
ID,-6.954596,106.247008,Lebak Regency,Cement,4000.0,Kt/yr,actual,GACTIDN0010,Cement
ID,-6.020475,105.958559,Kota Cilegon,Cement,600.0,Kt/yr,actual,GACTIDN0011,Cement
ID,-6.022556,105.960336,Kota Cilegon,Cement,1750.0,Kt/yr,actual,GACTIDN0011,Cement
ID,-7.11774,112.619226,Kabupaten Gresik,Cement,1000.0,Kt/yr,actual,GACTIDN0012,Cement
ID,3.731655,98.699808,Kota Medan,Cement,440.0,Kt/yr,actual,GACTIDN0013,Cement
ID,-7.089975,110.622539,Kabupatén Grobogan,Cement,1560.0,Kt/yr,actual,GACTIDN0014,Cement
ID,-6.479811,106.899118,Bogor,Cement,20500.0,Kt/yr,actual,GACTIDN0015,Cement
ID,-6.705337,108.401523,Cirebon,Cement,4100.0,Kt/yr,actual,GACTIDN0016,Cement
ID,-3.271007,116.105835,Kotabaru Regency,Cement,2600.0,Kt/yr,actual,GACTIDN0017,Cement
ID,-8.347011,113.493513,Kabupaten Jember,Cement,2100.0,Kt/yr,actual,GACTIDN0018,Cement
ID,-6.460507,107.212892,Bekasi,Cement,2000.0,Kt/yr,actual,GACTIDN0019,Cement
ID,-5.955711,106.10388,Serang,Cement,600.0,Kt/yr,actual,GACTIDN0020,Cement
ID,-4.11672,104.161595,Kabupaten Ogan Komering Ulu,Cement,1250.0,Kt/yr,actual,GACTIDN0021,Cement
ID,-3.023469,104.745325,Kota Palembang,Cement,350.0,Kt/yr,actual,GACTIDN0022,Cement
ID,-5.459666,105.316406,Kota Bandar Lampung,Cement,350.0,Kt/yr,actual,GACTIDN0023,Cement
ID,-7.687489,109.022305,Kabupaten Cilacap,Cement,2742.8125,Kt/yr,actual,GACTIDN0024,Cement
ID,-6.461181,106.93356,Bogor,Cement,2742.8125,Kt/yr,actual,GACTIDN0025,Cement
ID,-6.816613,111.88583,Tuban Regency,Cement,2620.0,Kt/yr,actual,GACTIDN0026,Cement
ID,5.451139,95.246351,Kabupaten Aceh Besar,Cement,1600.0,Kt/yr,actual,GACTIDN0027,Cement
ID,-0.947827,100.469967,Kota Padang,Cement,8800.0,Kt/yr,actual,GACTIDN0028,Cement
ID,-6.866206,111.458833,Kabupaten Rembang,Cement,3000.0,Kt/yr,actual,GACTIDN0029,Cement
ID,-4.789565,119.616409,Kabupaten Pangkajene Dan Kepulauan,Cement,5980.0,Kt/yr,actual,GACTIDN0030,Cement
ID,-6.865493,111.91075,Kabupaten Tuban,Cement,2500.0,Kt/yr,actual,GACTIDN0031,Cement
ID,-6.037467,105.98515,Kota Cilegon,Cement,1000.0,Kt/yr,actual,GACTIDN0032,Cement
ID,-10.194909,123.540076,Kota Kupang,Cement,420.0,Kt/yr,actual,GACTIDN0033,Cement
ID,-6.976614,106.86075,Sukabumi Regency,Cement,1800.0,Kt/yr,actual,GACTIDN0034,Cement
ID,-7.437673,109.074232,Kabupatén Banyumas,Cement,1650.0,Kt/yr,actual,GACTIDN0035,Cement
IN,24.595585,80.858324,Satna,Cement,2200.0,Kt/yr,actual,GACTIND0001,Cement
IN,24.930921,74.634164,Chittorgarh,Cement,4000.0,Kt/yr,actual,GACTIND0002,Cement
IN,24.254955,80.797654,Girgita,Cement,3000.0,Kt/yr,actual,GACTIND0003,Cement
IN,26.253459,81.250948,Raebareli,Cement,1300.0,Kt/yr,actual,GACTIND0004,Cement
IN,23.562013,87.23354,Durgapur,Cement,2300.0,Kt/yr,actual,GACTIND0005,Cement
IN,20.928244,78.922224,Gangapur,Cement,580.0,Kt/yr,actual,GACTIND0006,Cement
IN,26.404843,81.130322,Khairhani,Cement,2000.0,Kt/yr,actual,GACTIND0007,Cement
IN,16.810365,79.917592,Nalgonda,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0008,Cement
IN,17.503171,82.772664,Bayyavaram,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0009,Cement
IN,8.893025,78.133482,Mela Maruthur,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0010,Cement
IN,26.020467,93.766061,Bokajan,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0011,Cement
IN,17.333482,77.484197,Karankote,Cement,2180.0,Kt/yr,actual,GACTIND0012,Cement
IN,30.521323,77.661101,Rajban,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0013,Cement
IN,24.540356,74.773539,Neemuch,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0014,Cement
IN,22.00256,82.408211,Janjgir-Champa,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0015,Cement
IN,17.183522,77.347377,Kurgunta,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0016,Cement
IN,21.497474,81.78279,Baikunth,Cement,2400.0,Kt/yr,actual,GACTIND0017,Cement
IN,19.724394,79.176075,Gadchandur,Cement,6000.0,Kt/yr,actual,GACTIND0018,Cement
IN,24.202644,80.799867,Sagmaniha,Cement,4200.0,Kt/yr,actual,GACTIND0019,Cement
IN,24.388462,88.083237,Dhalo,Cement,2000.0,Kt/yr,actual,GACTIND0020,Cement
IN,17.370099,77.445669,Sangam K,Cement,2890.0,Kt/yr,actual,GACTIND0021,Cement
IN,10.712664,78.09319,Karikkali,Cement,4500.0,Kt/yr,actual,GACTIND0022,Cement
IN,11.058644,79.063006,Keezhapalur,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0023,Cement
IN,10.937116,78.152888,Puliyur,Cement,1700.0,Kt/yr,actual,GACTIND0024,Cement
IN,17.530246,76.040366,Solapur,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0025,Cement
IN,25.19169,92.359261,East Jaintia Hills,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0026,Cement
IN,25.512145,92.764963,16 Kilo,Cement,960.0,Kt/yr,actual,GACTIND0027,Cement
IN,14.932014,78.339902,YSR District,Cement,1920.0,Kt/yr,actual,GACTIND0028,Cement
IN,10.968101,78.947252,Tiruchirappalli,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0029,Cement
IN,11.182995,79.09975,Govindapuram,Cement,2200.0,Kt/yr,actual,GACTIND0030,Cement
IN,16.204723,75.209295,Belagavi,Cement,2500.0,Kt/yr,actual,GACTIND0031,Cement
IN,24.670568,83.9891,Lebura,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0032,Cement
IN,22.201498,84.58922,Rajgangpur,Cement,2310.0,Kt/yr,actual,GACTIND0033,Cement
IN,25.891479,92.975349,Panjabi Basti,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0034,Cement
IN,23.700238,86.063099,Bokaro Steel City,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0035,Cement
IN,20.628053,86.000291,Amiyajhari,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0036,Cement
IN,22.528774,87.313274,Rana,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0037,Cement
IN,26.168341,92.214092,Baghjap,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0038,Cement
IN,13.27022,76.723122,Tumkur,Cement,700.0,Kt/yr,actual,GACTIND0039,Cement
IN,23.990282,79.392584,Narsinghgarh,Cement,2540.0,Kt/yr,actual,GACTIND0040,Cement
IN,16.832064,80.036823,Donda Padu,Cement,2400.0,Kt/yr,actual,GACTIND0041,Cement
IN,14.60521,78.522478,YSR District,Cement,4600.0,Kt/yr,actual,GACTIND0042,Cement
IN,25.499517,78.711436,Bachaoli Khurd,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0043,Cement
IN,13.260661,80.306354,Puzhuthivakkam,Cement,1000.0,Kt/yr,actual,GACTIND0044,Cement
IN,17.540668,76.034869,Auj Aherwadi,Cement,950.0,Kt/yr,actual,GACTIND0045,Cement
IN,11.357619,79.223045,Alathiyur,Cement,1850.0,Kt/yr,actual,GACTIND0046,Cement
IN,14.665693,78.457835,Chilamakuru,Cement,1460.0,Kt/yr,actual,GACTIND0047,Cement
IN,17.308165,77.474324,Karankote,Cement,2400.0,Kt/yr,actual,GACTIND0048,Cement
IN,11.454468,77.828686,Sankari West,Cement,860.0,Kt/yr,actual,GACTIND0049,Cement
IN,8.78885,77.730918,Sankarnagar,Cement,2050.0,Kt/yr,actual,GACTIND0050,Cement
IN,16.696363,79.648627,Wadapally,Cement,2500.0,Kt/yr,actual,GACTIND0051,Cement
IN,14.642947,78.528902,YSR District,Cement,730.0,Kt/yr,actual,GACTIND0052,Cement
IN,23.603059,74.256034,Nokla,Cement,1500.0,Kt/yr,actual,GACTIND0053,Cement
IN,13.241161,80.291687,Athipatttu,Cement,1100.0,Kt/yr,actual,GACTIND0054,Cement
IN,18.861883,76.542925,Vaijwadi,Cement,1100.0,Kt/yr,actual,GACTIND0055,Cement
IN,26.644668,73.727432,Nagaur,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0056,Cement
IN,24.642507,74.684476,Karthana,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0057,Cement
IN,24.695595,74.684612,Chittaurgarh,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0058,Cement
IN,16.205971,75.298457,Bagalkot,Cement,2760.0,Kt/yr,actual,GACTIND0059,Cement
IN,28.490245,76.386299,Mohanbari,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0060,Cement
IN,21.372294,81.450134,Malpuri Khurd,Cement,2410.0,Kt/yr,actual,GACTIND0061,Cement
IN,24.69062,73.002276,Basantgarh,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0062,Cement
IN,28.495111,76.358152,Jhajjar,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0063,Cement
IN,23.176764,72.442047,Gandhinagar,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0064,Cement
IN,21.142607,73.021805,Surat,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0065,Cement
IN,21.165505,72.986551,Surat,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0066,Cement
IN,22.92701,72.447126,Changodar,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0067,Cement
IN,15.686282,78.458991,Kurnool,Cement,4800.0,Kt/yr,actual,GACTIND0068,Cement
IN,22.576171,87.309609,Jamdedya,Cement,2400.0,Kt/yr,actual,GACTIND0069,Cement
IN,18.682155,73.03803,Raigad,Cement,970.0,Kt/yr,actual,GACTIND0070,Cement
IN,15.179579,76.700306,Bellary,Cement,600.0,Kt/yr,actual,GACTIND0071,Cement
IN,24.565587,81.176433,Rewa,Cement,2640.0,Kt/yr,actual,GACTIND0072,Cement
IN,16.468871,79.435689,Macherla,Cement,700.0,Kt/yr,actual,GACTIND0073,Cement
IN,16.837636,80.063456,Mukteswarapuram,Cement,3520.0,Kt/yr,actual,GACTIND0074,Cement
IN,18.712203,79.404569,Basanth Nagar,Cement,1880.0,Kt/yr,actual,GACTIND0075,Cement
IN,17.160018,77.293503,Gulbarga,Cement,2340.0,Kt/yr,actual,GACTIND0076,Cement
IN,21.372104,83.61546,Bargarh,Cement,2160.0,Kt/yr,actual,GACTIND0077,Cement
IN,31.413701,76.834892,Khatehr,Cement,1800.0,Kt/yr,actual,GACTIND0078,Cement
IN,19.919046,79.113259,Ghugus,Cement,3180.0,Kt/yr,actual,GACTIND0079,Cement
IN,21.239354,81.383196,Bhilai,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0080,Cement
IN,22.424461,85.753248,West Singhbhum,Cement,2060.0,Kt/yr,actual,GACTIND0081,Cement
IN,24.054744,80.613003,Kymore,Cement,3200.0,Kt/yr,actual,GACTIND0082,Cement
IN,25.670752,76.188927,Lakheri,Cement,1330.0,Kt/yr,actual,GACTIND0083,Cement
IN,10.906571,76.955751,Madukkarai,Cement,820.0,Kt/yr,actual,GACTIND0084,Cement
IN,17.062828,76.978304,Wadi,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0085,Cement
IN,20.83622,70.69306,Gir Somnath,Cement,2460.0,Kt/yr,actual,GACTIND0086,Cement
IN,31.258581,76.924968,Darlaghat,Cement,2190.0,Kt/yr,actual,GACTIND0087,Cement
IN,26.29945,74.127123,Pali,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0088,Cement
IN,21.672501,82.083805,Rawan,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0089,Cement
IN,19.703919,79.220306,Sonapur,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0090,Cement
IN,23.663137,86.500554,Sindri,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0091,Cement
IN,15.216119,76.781632,Bellary,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0092,Cement
IN,26.190592,81.706283,Asaida Pur,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0093,Cement
IN,30.233638,74.912213,Bathinda,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0094,Cement
IN,28.570512,77.546556,Gautam Buddh Nagar,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0095,Cement
IN,22.569254,88.194228,Howrah,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0096,Cement
IN,31.114069,76.643271,Solan,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0097,Cement
IN,31.03634,76.56755,Ratanpura,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0098,Cement
IN,21.139583,72.739127,Surat,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0099,Cement
IN,29.967487,77.769868,Lakesri,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0100,Cement
IN,24.775292,87.88645,Farakka,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0101,Cement
IN,23.637114,86.887733,Jagannathdi,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0102,Cement
IN,13.499152,77.509404,Basavapura,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0103,Cement
IN,10.848197,76.835789,Walayar,Cement,660.0,Kt/yr,actual,GACTIND0104,Cement
IN,9.748529,76.362414,Pallipuram,Cement,200.0,Kt/yr,actual,GACTIND0105,Cement
IN,19.787467,79.064451,Chandrapur,Cement,3200.0,Kt/yr,actual,GACTIND0106,Cement
IN,16.715611,79.817766,Nalgonda,Cement,2100.0,Kt/yr,actual,GACTIND0107,Cement
IN,16.661776,80.547848,Krishna,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0108,Cement
IN,21.63125,82.110036,Baloda Bazar,Cement,3000.0,Kt/yr,actual,GACTIND0109,Cement
IN,21.969431,82.351432,Janjgir-Champa,Cement,1730.0,Kt/yr,actual,GACTIND0110,Cement
IN,21.73034,82.212864,Raseda,Cement,3500.0,Kt/yr,actual,GACTIND0111,Cement
IN,26.332138,73.847671,Pali,Cement,1620.0,Kt/yr,actual,GACTIND0112,Cement
IN,24.714457,74.670187,Chittaurgarh,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0113,Cement
IN,23.439328,87.51119,Kota Chandipur,Cement,2500.0,Kt/yr,actual,GACTIND0114,Cement
IN,23.461907,87.120726,Nandanpur,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0115,Cement
IN,22.753765,86.245522,Jamshedpur,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0116,Cement
IN,28.455175,76.273575,Bhiwani,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0117,Cement
IN,20.920595,86.031122,Badsulidihi,Cement,2500.0,Kt/yr,actual,GACTIND0118,Cement
IN,25.223534,83.461625,Kulharia,Cement,800.0,Kt/yr,actual,GACTIND0119,Cement
IN,19.033435,79.349324,Devapur,Cement,3000.0,Kt/yr,actual,GACTIND0120,Cement
IN,17.108274,77.132457,Itga,Cement,3000.0,Kt/yr,actual,GACTIND0121,Cement
IN,21.021005,75.683457,Jalgaon Kh.,Cement,2000.0,Kt/yr,actual,GACTIND0122,Cement
IN,14.951422,78.075824,Talaricheruvu,Cement,1800.0,Kt/yr,actual,GACTIND0123,Cement
IN,17.296071,77.504923,Chandravancha,Cement,2000.0,Kt/yr,actual,GACTIND0124,Cement
IN,15.061606,77.950937,Anantapuram,Cement,2000.0,Kt/yr,actual,GACTIND0125,Cement
IN,16.718672,79.694801,Wadapally,Cement,1200.0,Kt/yr,actual,GACTIND0126,Cement
IN,18.473438,74.484301,Pune,Cement,1000.0,Kt/yr,actual,GACTIND0127,Cement
IN,14.27251,80.11508,Thamminapatnam,Cement,2000.0,Kt/yr,actual,GACTIND0128,Cement
IN,15.221793,77.93196,Kurnool,Cement,2210.0,Kt/yr,actual,GACTIND0129,Cement
IN,16.84395,79.984596,Ramapuram,Cement,1300.0,Kt/yr,actual,GACTIND0130,Cement
IN,11.177107,79.08911,Govindapuram,Cement,3500.0,Kt/yr,actual,GACTIND0131,Cement
IN,16.875719,80.1215,Krishna,Cement,3650.0,Kt/yr,actual,GACTIND0132,Cement
IN,13.758783,76.422107,Mathodu,Cement,290.0,Kt/yr,actual,GACTIND0133,Cement
IN,11.361772,79.232041,Alathiyur,Cement,3050.0,Kt/yr,actual,GACTIND0134,Cement
IN,9.455703,77.927796,Tulukkapatti,Cement,2000.0,Kt/yr,actual,GACTIND0135,Cement
IN,22.423362,87.862852,Kolaghat,Cement,1950.0,Kt/yr,actual,GACTIND0136,Cement
IN,11.634286,78.403619,Salem,Cement,1600.0,Kt/yr,actual,GACTIND0137,Cement
IN,17.617542,82.891222,Vishakhapatnam,Cement,950.0,Kt/yr,actual,GACTIND0138,Cement
IN,12.643418,79.69946,Kanchipuram,Cement,500.0,Kt/yr,actual,GACTIND0139,Cement
IN,16.766967,79.862794,Nalgonda,Cement,1820.0,Kt/yr,actual,GACTIND0140,Cement
IN,15.075325,77.982725,Gudipadu,Cement,1000.0,Kt/yr,actual,GACTIND0141,Cement
IN,17.655559,82.926289,Bayyavaram,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0142,Cement
IN,26.081874,74.380089,Beawar,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0143,Cement
IN,17.042884,77.221196,Benakanahalli,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0144,Cement
IN,26.268063,74.188744,Pali,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0145,Cement
IN,21.602223,82.041492,Khapradih,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0146,Cement
IN,29.758381,78.062049,Raipur,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0147,Cement
IN,26.931614,75.394888,Jaipur,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0148,Cement
IN,24.774342,84.354352,Dhobaul,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0149,Cement
IN,28.480534,77.658796,Rajarampur,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0150,Cement
IN,29.396089,76.889313,Khukhrana,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0151,Cement
IN,28.121957,76.777883,Khushkhera,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0152,Cement
IN,29.156732,73.865416,Udaipur Udasar,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0153,Cement
IN,22.753658,85.85646,Hansda,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0154,Cement
IN,24.82232,73.093914,Sirohi,Cement,6250.0,Kt/yr,actual,GACTIND0155,Cement
IN,24.327418,81.329448,Patna,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0156,Cement
IN,24.449401,83.039567,Dalla,Cement,2360.0,Kt/yr,actual,GACTIND0157,Cement
IN,24.528559,81.169019,Madhepur,Cement,2190.0,Kt/yr,actual,GACTIND0158,Cement
IN,16.871085,80.021716,Budawada,Cement,2360.0,Kt/yr,actual,GACTIND0159,Cement
IN,17.141011,77.176197,Nrupathanga,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0160,Cement
IN,24.765642,74.609918,Adityapuram,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0161,Cement
IN,19.785699,79.148964,Chandrapur,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0162,Cement
IN,20.868289,71.397709,Amreli,Cement,1430.0,Kt/yr,actual,GACTIND0163,Cement
IN,15.023021,78.01432,Anantapuram,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0164,Cement
IN,21.545403,81.947803,Baloda Bazar,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0165,Cement
IN,24.578516,74.803992,Borkhedi,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0166,Cement
IN,20.910015,71.46093,Amreli,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0167,Cement
IN,27.668801,76.128894,Koojota,Cement,3240.0,Kt/yr,actual,GACTIND0168,Cement
IN,26.606036,73.684448,Dhadhesri,Cement,1670.0,Kt/yr,actual,GACTIND0169,Cement
IN,21.577059,82.021174,Rawan,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0170,Cement
IN,11.105441,79.172074,Reddipalayam,Cement,2000.0,Kt/yr,actual,GACTIND0171,Cement
IN,23.42854,68.712812,Kutch,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0172,Cement
IN,31.3282,76.894259,Solan,Cement,1750.0,Kt/yr,actual,GACTIND0173,Cement
IN,22.266143,75.131695,Tonki,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0174,Cement
IN,26.576623,82.584652,Ambedkar Nagar,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0175,Cement
IN,31.197965,76.629839,Solan,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0176,Cement
IN,22.86688,73.360916,Kheda,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0177,Cement
IN,21.892175,84.098455,Dhutra,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0178,Cement
IN,13.078557,79.613393,Thandalam,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0179,Cement
IN,22.726902,88.26913,Hooghly,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0180,Cement
IN,15.352161,76.263198,Koppal,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0181,Cement
IN,17.558229,76.003405,Hipale,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0182,Cement
IN,28.505156,76.36704,Jhajjar,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0183,Cement
IN,29.289373,76.808284,Panipat,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0184,Cement
IN,27.989507,78.136713,Kasimpur,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0185,Cement
IN,30.272417,75.162379,Patti Karam Chand Mehraj,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0186,Cement
IN,21.137147,72.733044,Surat,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0187,Cement
IN,23.492432,87.362242,Durgapur,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0188,Cement
IN,28.578002,77.592701,Salarpur Khadar,Cement,2087.3949579831933,Kt/yr,actual,GACTIND0189,Cement
