,agriculture biomass,agriculture electricity,agriculture oil,electricity rail,electricity residential,residential biomass,residential gas,residential heat biomass,residential heat gas,residential heat oil,residential oil,services biomass,services electricity,services gas,services oil,total domestic aviation,total domestic navigation,total international aviation,total international navigation,total rail,total residential space,total residential water,total road,total services space,total services water,electricity residential space,electricity residential water,district heat share,electricity services space,electricity services water
MA,0.0,4.7861475,6.9489728,0.7777727999999999,35.97336541,1.250795,0.0,3.917325,0.0,9.917039160499998,5.218711410000001,6.91083,11.17675,0.0,0.31075,0.792,0.0,14.2347,2.40155736,1.1411400000000003,13.937672334899998,9.2917815566,73.2802447,0.0,0.0,5.6370538386,3.7580358924,0,0,0
