,agriculture biomass,agriculture electricity,agriculture oil,electricity rail,electricity residential,residential biomass,residential gas,residential oil,services biomass,services electricity,services gas,services oil,total domestic aviation,total domestic navigation,total international aviation,total international navigation,total rail,total residential space,total residential water,total road,total services space,total services water,district heat share,electricity residential water,electricity residential space,electricity services space,electricity services water
MA,0.0,3.7943233899999993,12.220265024000001,0.4112628,11.8740713,7.0544838,0.0,33.67658116,4.96120807,5.9330894999999995,0.0,0.765688,0.3847932,0.0,12.693556480000002,1.9635325499999998,0.1264536,0.0,0.0,85.63625160000001,0.0,0.0,0,0,0,0,0
