,line_id,bus0,bus1,voltage_bus0,voltage_bus1,country,geometry,bounds,bus_0_coors,bus_1_coors,bus0_lon,bus0_lat,bus1_lon,bus1_lat
5268,transf_0_0,0,1,70000,150000,ID,"LINESTRING (125.0948 1.6582, 125.0958 1.6592)","MULTIPOINT ((125.0948 1.6582), (125.0958 1.6592))",POINT (125.0948 1.6582),POINT (125.0958 1.6592),125.0948,1.6582,125.0958,1.6592
5269,transf_3_0,4,5,150000,500000,ID,"LINESTRING (110.4414 -7.1898, 110.4424 -7.1888)","MULTIPOINT ((110.4414 -7.1898), (110.4424 -7.1888))",POINT (110.4414 -7.1898),POINT (110.4424 -7.1888),110.4414,-7.1898,110.4424,-7.1888
5270,transf_6_0,8,9,70000,150000,ID,"LINESTRING (112.6792 -7.3216, 112.6802 -7.3206)","MULTIPOINT ((112.6792 -7.3216), (112.6802 -7.3206))",POINT (112.6792 -7.3216),POINT (112.6802 -7.3206),112.6792,-7.3216,112.6802,-7.3206
5271,transf_6_1,9,10,150000,500000,ID,"LINESTRING (112.6802 -7.3206, 112.6812 -7.3196)","MULTIPOINT ((112.6802 -7.3206), (112.6812 -7.3196))",POINT (112.6802 -7.3206),POINT (112.6812 -7.3196),112.6802,-7.3206,112.6812,-7.3196
5272,transf_7_0,11,12,70000,150000,ID,"LINESTRING (106.8887 -6.1981, 106.8897 -6.1971)","MULTIPOINT ((106.8887 -6.1981), (106.8897 -6.1971))",POINT (106.8887 -6.1981),POINT (106.8897 -6.1971),106.8887,-6.1981,106.8897,-6.1971
5273,transf_7_1,12,13,150000,500000,ID,"LINESTRING (106.8897 -6.1971, 106.8907 -6.1961)","MULTIPOINT ((106.8897 -6.1971), (106.8907 -6.1961))",POINT (106.8897 -6.1971),POINT (106.8907 -6.1961),106.8897,-6.1971,106.8907,-6.1961
5274,transf_11_0,18,19,70000,150000,ID,"LINESTRING (107.718 -6.9531, 107.719 -6.9521)","MULTIPOINT ((107.718 -6.9531), (107.719 -6.9521))",POINT (107.718 -6.9531),POINT (107.719 -6.9521),107.718,-6.9531,107.719,-6.9521
5275,transf_11_1,19,20,150000,500000,ID,"LINESTRING (107.719 -6.9521, 107.72 -6.9511)","MULTIPOINT ((107.719 -6.9521), (107.72 -6.9511))",POINT (107.719 -6.9521),POINT (107.72 -6.9511),107.719,-6.9521,107.72,-6.9511
5276,transf_13_0,22,23,70000,150000,ID,"LINESTRING (106.766 -6.8656, 106.767 -6.8646)","MULTIPOINT ((106.766 -6.8656), (106.767 -6.8646))",POINT (106.766 -6.8656),POINT (106.767 -6.8646),106.766,-6.8656,106.767,-6.8646
5277,transf_16_0,26,27,150000,500000,ID,"LINESTRING (106.4863 -6.207, 106.4873 -6.206)","MULTIPOINT ((106.4863 -6.207), (106.4873 -6.206))",POINT (106.4863 -6.207),POINT (106.4873 -6.206),106.4863,-6.207,106.4873,-6.206
5278,transf_17_0,28,29,70000,150000,ID,"LINESTRING (106.7971 -6.408, 106.7981 -6.407)","MULTIPOINT ((106.7971 -6.408), (106.7981 -6.407))",POINT (106.7971 -6.408),POINT (106.7981 -6.407),106.7971,-6.408,106.7981,-6.407
5279,transf_17_1,29,30,150000,500000,ID,"LINESTRING (106.7981 -6.407, 106.7991 -6.406)","MULTIPOINT ((106.7981 -6.407), (106.7991 -6.406))",POINT (106.7981 -6.407),POINT (106.7991 -6.406),106.7981,-6.407,106.7991,-6.406
5280,transf_18_0,31,32,150000,500000,ID,"LINESTRING (106.7806 -6.3392, 106.7816 -6.3382)","MULTIPOINT ((106.7806 -6.3392), (106.7816 -6.3382))",POINT (106.7806 -6.3392),POINT (106.7816 -6.3382),106.7806,-6.3392,106.7816,-6.3382
5281,transf_19_0,33,34,70000,150000,ID,"LINESTRING (106.8979 -6.4326, 106.8989 -6.4316)","MULTIPOINT ((106.8979 -6.4326), (106.8989 -6.4316))",POINT (106.8979 -6.4326),POINT (106.8989 -6.4316),106.8979,-6.4326,106.8989,-6.4316
5282,transf_19_1,34,35,150000,500000,ID,"LINESTRING (106.8989 -6.4316, 106.8999 -6.4306)","MULTIPOINT ((106.8989 -6.4316), (106.8999 -6.4306))",POINT (106.8989 -6.4316),POINT (106.8999 -6.4306),106.8989,-6.4316,106.8999,-6.4306
5283,transf_20_0,36,37,150000,500000,ID,"LINESTRING (106.0106 -5.988, 106.0116 -5.987)","MULTIPOINT ((106.0106 -5.988), (106.0116 -5.987))",POINT (106.0106 -5.988),POINT (106.0116 -5.987),106.0106,-5.988,106.0116,-5.987
5284,transf_24_0,41,42,150000,500000,ID,"LINESTRING (108.6163 -6.7797, 108.6173 -6.7787)","MULTIPOINT ((108.6163 -6.7797), (108.6173 -6.7787))",POINT (108.6163 -6.7797),POINT (108.6173 -6.7787),108.6163,-6.7797,108.6173,-6.7787
5285,transf_25_0,43,44,70000,150000,ID,"LINESTRING (119.8892 -0.8762, 119.8902 -0.8752)","MULTIPOINT ((119.8892 -0.8762), (119.8902 -0.8752))",POINT (119.8892 -0.8762),POINT (119.8902 -0.8752),119.8892,-0.8762,119.8902,-0.8752
5286,transf_26_0,45,46,70000,150000,ID,"LINESTRING (107.5655 -6.8832, 107.5665 -6.8822)","MULTIPOINT ((107.5655 -6.8832), (107.5665 -6.8822))",POINT (107.5655 -6.8832),POINT (107.5665 -6.8822),107.5655,-6.8832,107.5665,-6.8822
5287,transf_30_0,50,51,150000,500000,ID,"LINESTRING (110.7467 -6.4483, 110.7477 -6.4473)","MULTIPOINT ((110.7467 -6.4483), (110.7477 -6.4473))",POINT (110.7467 -6.4483),POINT (110.7477 -6.4473),110.7467,-6.4483,110.7477,-6.4473
5288,transf_37_0,58,59,70000,150000,ID,"LINESTRING (112.5648 -7.8982, 112.5658 -7.8972)","MULTIPOINT ((112.5648 -7.8982), (112.5658 -7.8972))",POINT (112.5648 -7.8982),POINT (112.5658 -7.8972),112.5648,-7.8982,112.5658,-7.8972
5289,transf_41_0,63,64,70000,150000,ID,"LINESTRING (119.5956 -4.7979, 119.5966 -4.7969)","MULTIPOINT ((119.5956 -4.7979), (119.5966 -4.7969))",POINT (119.5956 -4.7979),POINT (119.5966 -4.7969),119.5956,-4.7979,119.5966,-4.7969
5290,transf_52_0,75,76,150000,500000,ID,"LINESTRING (108.4845 -6.819, 108.4855 -6.818)","MULTIPOINT ((108.4845 -6.819), (108.4855 -6.818))",POINT (108.4845 -6.819),POINT (108.4855 -6.818),108.4845,-6.819,108.4855,-6.818
5291,transf_55_0,79,80,70000,150000,ID,"LINESTRING (106.2614 -6.3654, 106.2624 -6.3644)","MULTIPOINT ((106.2614 -6.3654), (106.2624 -6.3644))",POINT (106.2614 -6.3654),POINT (106.2624 -6.3644),106.2614,-6.3654,106.2624,-6.3644
5292,transf_57_0,82,83,150000,500000,ID,"LINESTRING (107.572 -7.059, 107.573 -7.058)","MULTIPOINT ((107.572 -7.059), (107.573 -7.058))",POINT (107.572 -7.059),POINT (107.573 -7.058),107.572,-7.059,107.573,-7.058
5293,transf_58_0,84,85,150000,500000,ID,"LINESTRING (107.3526 -6.8641, 107.3536 -6.8631)","MULTIPOINT ((107.3526 -6.8641), (107.3536 -6.8631))",POINT (107.3526 -6.8641),POINT (107.3536 -6.8631),107.3526,-6.8641,107.3536,-6.8631
5294,transf_64_0,91,92,70000,150000,ID,"LINESTRING (112.0312 -7.8225, 112.0322 -7.8215)","MULTIPOINT ((112.0312 -7.8225), (112.0322 -7.8215))",POINT (112.0312 -7.8225),POINT (112.0322 -7.8215),112.0312,-7.8225,112.0322,-7.8215
5295,transf_64_1,92,93,150000,500000,ID,"LINESTRING (112.0322 -7.8215, 112.0332 -7.8205)","MULTIPOINT ((112.0322 -7.8215), (112.0332 -7.8205))",POINT (112.0322 -7.8215),POINT (112.0332 -7.8205),112.0322,-7.8215,112.0332,-7.8205
5296,transf_68_0,97,98,150000,500000,ID,"LINESTRING (109.1414 -7.5723, 109.1424 -7.5713)","MULTIPOINT ((109.1414 -7.5723), (109.1424 -7.5713))",POINT (109.1414 -7.5723),POINT (109.1424 -7.5713),109.1414,-7.5723,109.1424,-7.5713
5297,transf_76_0,106,107,70000,150000,ID,"LINESTRING (112.0931 -7.6128, 112.0941 -7.6118)","MULTIPOINT ((112.0931 -7.6128), (112.0941 -7.6118))",POINT (112.0931 -7.6128),POINT (112.0941 -7.6118),112.0931,-7.6128,112.0941,-7.6118
5298,transf_77_0,108,109,70000,150000,ID,"LINESTRING (112.2472 -7.4427, 112.2482 -7.4417)","MULTIPOINT ((112.2472 -7.4427), (112.2482 -7.4417))",POINT (112.2472 -7.4427),POINT (112.2482 -7.4417),112.2472,-7.4427,112.2482,-7.4417
5299,transf_78_0,110,111,70000,150000,ID,"LINESTRING (111.5416 -7.6338, 111.5426 -7.6328)","MULTIPOINT ((111.5416 -7.6338), (111.5426 -7.6328))",POINT (111.5416 -7.6338),POINT (111.5426 -7.6328),111.5416,-7.6338,111.5426,-7.6328
5300,transf_84_0,117,118,70000,150000,ID,"LINESTRING (107.2281 -6.3465, 107.2291 -6.3455)","MULTIPOINT ((107.2281 -6.3465), (107.2291 -6.3455))",POINT (107.2281 -6.3465),POINT (107.2291 -6.3455),107.2281,-6.3465,107.2291,-6.3455
5301,transf_84_1,118,119,150000,500000,ID,"LINESTRING (107.2291 -6.3455, 107.2301 -6.3445)","MULTIPOINT ((107.2291 -6.3455), (107.2301 -6.3445))",POINT (107.2291 -6.3455),POINT (107.2301 -6.3445),107.2291,-6.3455,107.2301,-6.3445
5302,transf_85_0,120,121,70000,150000,ID,"LINESTRING (111.9336 -8.0421, 111.9346 -8.0411)","MULTIPOINT ((111.9336 -8.0421), (111.9346 -8.0411))",POINT (111.9336 -8.0421),POINT (111.9346 -8.0411),111.9336,-8.0421,111.9346,-8.0411
5303,transf_86_0,122,123,70000,150000,ID,"LINESTRING (111.4937 -7.8699, 111.4947 -7.8689)","MULTIPOINT ((111.4937 -7.8699), (111.4947 -7.8689))",POINT (111.4937 -7.8699),POINT (111.4947 -7.8689),111.4937,-7.8699,111.4947,-7.8689
5304,transf_89_0,126,127,70000,150000,ID,"LINESTRING (108.1917 -6.805, 108.1927 -6.804)","MULTIPOINT ((108.1917 -6.805), (108.1927 -6.804))",POINT (108.1917 -6.805),POINT (108.1927 -6.804),108.1917,-6.805,108.1927,-6.804
5305,transf_92_0,130,131,70000,150000,ID,"LINESTRING (107.4999 -6.9292, 107.5009 -6.9282)","MULTIPOINT ((107.4999 -6.9292), (107.5009 -6.9282))",POINT (107.4999 -6.9292),POINT (107.5009 -6.9282),107.4999,-6.9292,107.5009,-6.9282
5306,transf_93_0,132,133,70000,150000,ID,"LINESTRING (107.4901 -6.8433, 107.4911 -6.8423)","MULTIPOINT ((107.4901 -6.8433), (107.4911 -6.8423))",POINT (107.4901 -6.8433),POINT (107.4911 -6.8423),107.4901,-6.8433,107.4911,-6.8423
5307,transf_101_0,141,142,70000,500000,ID,"LINESTRING (107.555 -7.1287, 107.556 -7.1277)","MULTIPOINT ((107.555 -7.1287), (107.556 -7.1277))",POINT (107.555 -7.1287),POINT (107.556 -7.1277),107.555,-7.1287,107.556,-7.1277
5308,transf_102_0,143,144,70000,150000,ID,"LINESTRING (106.7554 -6.9446, 106.7564 -6.9436)","MULTIPOINT ((106.7554 -6.9446), (106.7564 -6.9436))",POINT (106.7554 -6.9446),POINT (106.7564 -6.9436),106.7554,-6.9446,106.7564,-6.9436
5309,transf_106_0,148,149,150000,275000,ID,"LINESTRING (99.1935 2.4731, 99.1945 2.4741)","MULTIPOINT ((99.1935 2.4731), (99.1945 2.4741))",POINT (99.1935 2.4731),POINT (99.1945 2.4741),99.1935,2.4731,99.1945,2.4741
5310,transf_108_0,151,152,150000,500000,ID,"LINESTRING (112.6461 -7.1681, 112.6471 -7.1671)","MULTIPOINT ((112.6461 -7.1681), (112.6471 -7.1671))",POINT (112.6461 -7.1681),POINT (112.6471 -7.1671),112.6461,-7.1681,112.6471,-7.1671
5311,transf_116_0,160,161,70000,150000,ID,"LINESTRING (108.224 -7.3807, 108.225 -7.3797)","MULTIPOINT ((108.224 -7.3807), (108.225 -7.3797))",POINT (108.224 -7.3807),POINT (108.225 -7.3797),108.224,-7.3807,108.225,-7.3797
5312,transf_116_1,161,162,150000,500000,ID,"LINESTRING (108.225 -7.3797, 108.226 -7.3787)","MULTIPOINT ((108.225 -7.3797), (108.226 -7.3787))",POINT (108.225 -7.3797),POINT (108.226 -7.3787),108.225,-7.3797,108.226,-7.3787
5313,transf_117_0,163,164,70000,150000,ID,"LINESTRING (106.8359 -6.62, 106.8369 -6.619)","MULTIPOINT ((106.8359 -6.62), (106.8369 -6.619))",POINT (106.8359 -6.62),POINT (106.8369 -6.619),106.8359,-6.62,106.8369,-6.619
5314,transf_119_0,166,167,150000,275000,ID,"LINESTRING (98.9888 2.0205, 98.9898 2.0215)","MULTIPOINT ((98.9888 2.0205), (98.9898 2.0215))",POINT (98.9888 2.0205),POINT (98.9898 2.0215),98.9888,2.0205,98.9898,2.0215
5315,transf_120_0,168,169,150000,275000,ID,"LINESTRING (99.4587 3.3444, 99.4597 3.3454)","MULTIPOINT ((99.4587 3.3444), (99.4597 3.3454))",POINT (99.4587 3.3444),POINT (99.4597 3.3454),99.4587,3.3444,99.4597,3.3454
5316,transf_121_0,170,171,150000,275000,ID,"LINESTRING (99.1635 3.3817, 99.1645 3.3827)","MULTIPOINT ((99.1635 3.3817), (99.1645 3.3827))",POINT (99.1635 3.3817),POINT (99.1645 3.3827),99.1635,3.3817,99.1645,3.3827
5317,transf_128_0,178,179,150000,275000,ID,"LINESTRING (98.5073 3.6461, 98.5083 3.6471)","MULTIPOINT ((98.5073 3.6461), (98.5083 3.6471))",POINT (98.5073 3.6461),POINT (98.5083 3.6471),98.5073,3.6461,98.5083,3.6471
5318,transf_131_0,182,183,70000,150000,ID,"LINESTRING (112.7456 -7.5796, 112.7466 -7.5786)","MULTIPOINT ((112.7456 -7.5796), (112.7466 -7.5786))",POINT (112.7456 -7.5796),POINT (112.7466 -7.5786),112.7456,-7.5796,112.7466,-7.5786
5319,transf_132_0,184,185,150000,500000,ID,"LINESTRING (113.0241 -7.6544, 113.0251 -7.6534)","MULTIPOINT ((113.0241 -7.6544), (113.0251 -7.6534))",POINT (113.0241 -7.6544),POINT (113.0251 -7.6534),113.0241,-7.6544,113.0251,-7.6534
5320,transf_133_0,186,187,70000,150000,ID,"LINESTRING (112.6371 -7.9827, 112.6381 -7.9817)","MULTIPOINT ((112.6371 -7.9827), (112.6381 -7.9817))",POINT (112.6371 -7.9827),POINT (112.6381 -7.9817),112.6371,-7.9827,112.6381,-7.9817
5321,transf_136_0,190,191,150000,275000,ID,"LINESTRING (95.962 5.3504, 95.963 5.3514)","MULTIPOINT ((95.962 5.3504), (95.963 5.3514))",POINT (95.962 5.3504),POINT (95.963 5.3514),95.962,5.3504,95.963,5.3514
5322,transf_139_0,194,195,150000,500000,ID,"LINESTRING (112.1888 -7.2838, 112.1898 -7.2828)","MULTIPOINT ((112.1888 -7.2838), (112.1898 -7.2828))",POINT (112.1888 -7.2838),POINT (112.1898 -7.2828),112.1888,-7.2838,112.1898,-7.2828
5323,transf_141_0,197,198,70000,150000,ID,"LINESTRING (112.7414 -7.752, 112.7424 -7.751)","MULTIPOINT ((112.7414 -7.752), (112.7424 -7.751))",POINT (112.7414 -7.752),POINT (112.7424 -7.751),112.7414,-7.752,112.7424,-7.751
5324,transf_144_0,201,202,70000,150000,ID,"LINESTRING (108.3448 -6.4787, 108.3458 -6.4777)","MULTIPOINT ((108.3448 -6.4787), (108.3458 -6.4777))",POINT (108.3448 -6.4787),POINT (108.3458 -6.4777),108.3448,-6.4787,108.3458,-6.4777
5325,transf_145_0,203,204,70000,150000,ID,"LINESTRING (107.7777 -7.029, 107.7787 -7.028)","MULTIPOINT ((107.7777 -7.029), (107.7787 -7.028))",POINT (107.7777 -7.029),POINT (107.7787 -7.028),107.7777,-7.029,107.7787,-7.028
5326,transf_147_0,206,207,70000,150000,ID,"LINESTRING (107.346 -6.6769, 107.347 -6.6759)","MULTIPOINT ((107.346 -6.6769), (107.347 -6.6759))",POINT (107.346 -6.6769),POINT (107.347 -6.6759),107.346,-6.6769,107.347,-6.6759
5327,transf_147_1,207,208,150000,500000,ID,"LINESTRING (107.347 -6.6759, 107.348 -6.6749)","MULTIPOINT ((107.347 -6.6759), (107.348 -6.6749))",POINT (107.347 -6.6759),POINT (107.348 -6.6749),107.347,-6.6759,107.348,-6.6749
5328,transf_151_0,212,213,70000,150000,ID,"LINESTRING (119.4667 -5.1515, 119.4677 -5.1505)","MULTIPOINT ((119.4667 -5.1515), (119.4677 -5.1505))",POINT (119.4667 -5.1515),POINT (119.4677 -5.1505),119.4667,-5.1515,119.4677,-5.1505
5329,transf_159_0,221,222,150000,275000,ID,"LINESTRING (99.3048 1.3344, 99.3058 1.3354)","MULTIPOINT ((99.3048 1.3344), (99.3058 1.3354))",POINT (99.3048 1.3344),POINT (99.3058 1.3354),99.3048,1.3344,99.3058,1.3354
5330,transf_167_0,230,231,150000,275000,ID,"LINESTRING (103.5148 -3.7635, 103.5158 -3.7625)","MULTIPOINT ((103.5148 -3.7635), (103.5158 -3.7625))",POINT (103.5148 -3.7635),POINT (103.5158 -3.7625),103.5148,-3.7635,103.5158,-3.7625
5331,transf_168_0,232,233,150000,275000,ID,"LINESTRING (102.8562 -3.2387, 102.8572 -3.2377)","MULTIPOINT ((102.8562 -3.2387), (102.8572 -3.2377))",POINT (102.8562 -3.2387),POINT (102.8572 -3.2377),102.8562,-3.2387,102.8572,-3.2377
5332,transf_169_0,234,235,70000,150000,ID,"LINESTRING (102.5153 -3.5264, 102.5163 -3.5254)","MULTIPOINT ((102.5153 -3.5264), (102.5163 -3.5254))",POINT (102.5153 -3.5264),POINT (102.5163 -3.5254),102.5153,-3.5264,102.5163,-3.5254
5333,transf_171_0,237,238,70000,150000,ID,"LINESTRING (106.1824 -6.0905, 106.1834 -6.0895)","MULTIPOINT ((106.1824 -6.0905), (106.1834 -6.0895))",POINT (106.1824 -6.0905),POINT (106.1834 -6.0895),106.1824,-6.0905,106.1834,-6.0895
5334,transf_172_0,239,240,150000,275000,ID,"LINESTRING (100.8892 0.2957, 100.8902 0.2967)","MULTIPOINT ((100.8892 0.2957), (100.8902 0.2967))",POINT (100.8892 0.2957),POINT (100.8902 0.2967),100.8892,0.2957,100.8902,0.2967
5335,transf_179_0,247,248,70000,150000,ID,"LINESTRING (104.7674 -2.9979, 104.7684 -2.9969)","MULTIPOINT ((104.7674 -2.9979), (104.7684 -2.9969))",POINT (104.7674 -2.9979),POINT (104.7684 -2.9969),104.7674,-2.9979,104.7684,-2.9969
5336,transf_184_0,253,254,70000,150000,ID,"LINESTRING (112.1693 -8.0777, 112.1703 -8.0767)","MULTIPOINT ((112.1693 -8.0777), (112.1703 -8.0767))",POINT (112.1693 -8.0777),POINT (112.1703 -8.0767),112.1693,-8.0777,112.1703,-8.0767
5337,transf_186_0,256,257,70000,150000,ID,"LINESTRING (111.9909 -8.0706, 111.9919 -8.0696)","MULTIPOINT ((111.9909 -8.0706), (111.9919 -8.0696))",POINT (111.9909 -8.0706),POINT (111.9919 -8.0696),111.9909,-8.0706,111.9919,-8.0696
5338,transf_188_0,259,260,70000,150000,ID,"LINESTRING (112.4666 -7.4617, 112.4676 -7.4607)","MULTIPOINT ((112.4666 -7.4617), (112.4676 -7.4607))",POINT (112.4666 -7.4617),POINT (112.4676 -7.4607),112.4666,-7.4617,112.4676,-7.4607
5339,transf_189_0,261,262,70000,150000,ID,"LINESTRING (112.4589 -8.1645, 112.4599 -8.1635)","MULTIPOINT ((112.4589 -8.1645), (112.4599 -8.1635))",POINT (112.4589 -8.1645),POINT (112.4599 -8.1635),112.4589,-8.1645,112.4599,-8.1635
5340,transf_190_0,263,264,70000,150000,ID,"LINESTRING (112.6819 -7.8445, 112.6829 -7.8435)","MULTIPOINT ((112.6819 -7.8445), (112.6829 -7.8435))",POINT (112.6819 -7.8445),POINT (112.6829 -7.8435),112.6819,-7.8445,112.6829,-7.8435
5341,transf_201_0,275,276,150000,275000,ID,"LINESTRING (109.4967 0.9062, 109.4977 0.9072)","MULTIPOINT ((109.4967 0.9062), (109.4977 0.9072))",POINT (109.4967 0.9062),POINT (109.4977 0.9072),109.4967,0.9062,109.4977,0.9072
5342,transf_217_0,292,293,70000,150000,ID,"LINESTRING (140.6835 -2.587, 140.6845 -2.586)","MULTIPOINT ((140.6835 -2.587), (140.6845 -2.586))",POINT (140.6835 -2.587),POINT (140.6845 -2.586),140.6835,-2.587,140.6845,-2.586
5343,transf_222_0,298,299,70000,150000,ID,"LINESTRING (123.8793 -10.1083, 123.8803 -10.1073)","MULTIPOINT ((123.8793 -10.1083), (123.8803 -10.1073))",POINT (123.8793 -10.1083),POINT (123.8803 -10.1073),123.8793,-10.1083,123.8803,-10.1073
5344,transf_225_0,302,303,70000,150000,ID,"LINESTRING (114.8501 -3.4658, 114.8511 -3.4648)","MULTIPOINT ((114.8501 -3.4658), (114.8511 -3.4648))",POINT (114.8501 -3.4658),POINT (114.8511 -3.4648),114.8501,-3.4658,114.8511,-3.4648
5345,transf_233_0,311,312,150000,275000,ID,"LINESTRING (120.6509 -1.646, 120.6519 -1.645)","MULTIPOINT ((120.6509 -1.646), (120.6519 -1.645))",POINT (120.6509 -1.646),POINT (120.6519 -1.645),120.6509,-1.646,120.6519,-1.645
5346,transf_234_0,313,314,150000,275000,ID,"LINESTRING (120.1777 -3.0244, 120.1787 -3.0234)","MULTIPOINT ((120.1777 -3.0244), (120.1787 -3.0234))",POINT (120.1777 -3.0244),POINT (120.1787 -3.0234),120.1777,-3.0244,120.1787,-3.0234
5347,transf_240_0,320,321,150000,500000,ID,"LINESTRING (109.1059 -7.6796, 109.1069 -7.6786)","MULTIPOINT ((109.1059 -7.6796), (109.1069 -7.6786))",POINT (109.1059 -7.6796),POINT (109.1069 -7.6786),109.1059,-7.6796,109.1069,-7.6786
5348,transf_241_0,322,323,70000,150000,ID,"LINESTRING (124.8564 1.4613, 124.8574 1.4623)","MULTIPOINT ((124.8564 1.4613), (124.8574 1.4623))",POINT (124.8564 1.4613),POINT (124.8574 1.4623),124.8564,1.4613,124.8574,1.4623
5349,transf_246_0,328,329,150000,500000,ID,"LINESTRING (109.7949 -6.9388, 109.7959 -6.9378)","MULTIPOINT ((109.7949 -6.9388), (109.7959 -6.9378))",POINT (109.7949 -6.9388),POINT (109.7959 -6.9378),109.7949,-6.9388,109.7959,-6.9378
5350,transf_250_0,333,334,70000,150000,ID,"LINESTRING (108.532 -6.737, 108.533 -6.736)","MULTIPOINT ((108.532 -6.737), (108.533 -6.736))",POINT (108.532 -6.737),POINT (108.533 -6.736),108.532,-6.737,108.533,-6.736
5351,transf_251_0,335,336,70000,150000,ID,"LINESTRING (108.4034 -6.6621, 108.4044 -6.6611)","MULTIPOINT ((108.4034 -6.6621), (108.4044 -6.6611))",POINT (108.4034 -6.6621),POINT (108.4044 -6.6611),108.4034,-6.6621,108.4044,-6.6611
5352,transf_254_0,339,340,70000,150000,ID,"LINESTRING (114.6188 -3.3376, 114.6198 -3.3366)","MULTIPOINT ((114.6188 -3.3376), (114.6198 -3.3366))",POINT (114.6188 -3.3376),POINT (114.6198 -3.3366),114.6188,-3.3376,114.6198,-3.3366
5353,transf_255_0,341,342,150000,275000,ID,"LINESTRING (99.0783 1.8269, 99.0793 1.8279)","MULTIPOINT ((99.0783 1.8269), (99.0793 1.8279))",POINT (99.0783 1.8269),POINT (99.0793 1.8279),99.0783,1.8269,99.0793,1.8279
5354,transf_262_0,349,350,150000,275000,ID,"LINESTRING (98.2484 4.1177, 98.2494 4.1187)","MULTIPOINT ((98.2484 4.1177), (98.2494 4.1187))",POINT (98.2484 4.1177),POINT (98.2494 4.1187),98.2484,4.1177,98.2494,4.1187
5355,transf_264_0,352,353,150000,275000,ID,"LINESTRING (98.8719 3.4512, 98.8729 3.4522)","MULTIPOINT ((98.8719 3.4512), (98.8729 3.4522))",POINT (98.8719 3.4512),POINT (98.8729 3.4522),98.8719,3.4512,98.8729,3.4522
5356,transf_270_0,359,360,70000,150000,ID,"LINESTRING (114.5604 -3.291, 114.5614 -3.29)","MULTIPOINT ((114.5604 -3.291), (114.5614 -3.29))",POINT (114.5604 -3.291),POINT (114.5614 -3.29),114.5604,-3.291,114.5614,-3.29
5357,transf_277_0,367,368,70000,150000,ID,"LINESTRING (119.5095 -5.084, 119.5105 -5.083)","MULTIPOINT ((119.5095 -5.084), (119.5105 -5.083))",POINT (119.5095 -5.084),POINT (119.5105 -5.083),119.5095,-5.084,119.5105,-5.083
5358,transf_285_0,376,377,150000,275000,ID,"LINESTRING (102.2747 -2.0439, 102.2757 -2.0429)","MULTIPOINT ((102.2747 -2.0439), (102.2757 -2.0429))",POINT (102.2747 -2.0439),POINT (102.2757 -2.0429),102.2747,-2.0439,102.2757,-2.0429
5359,transf_294_0,386,387,150000,275000,ID,"LINESTRING (95.3889 5.5575, 95.3899 5.5585)","MULTIPOINT ((95.3889 5.5575), (95.3899 5.5585))",POINT (95.3889 5.5575),POINT (95.3899 5.5585),95.3889,5.5575,95.3899,5.5585
5360,transf_302_0,395,396,150000,275000,ID,"LINESTRING (102.1025 -1.432, 102.1035 -1.431)","MULTIPOINT ((102.1025 -1.432), (102.1035 -1.431))",POINT (102.1025 -1.432),POINT (102.1035 -1.431),102.1025,-1.432,102.1035,-1.431
5361,transf_305_0,399,400,150000,275000,ID,"LINESTRING (104.783 -4.0536, 104.784 -4.0526)","MULTIPOINT ((104.783 -4.0536), (104.784 -4.0526))",POINT (104.783 -4.0536),POINT (104.784 -4.0526),104.783,-4.0536,104.784,-4.0526
5362,transf_306_0,401,402,150000,275000,ID,"LINESTRING (103.6067 -4.0407, 103.6077 -4.0397)","MULTIPOINT ((103.6067 -4.0407), (103.6077 -4.0397))",POINT (103.6067 -4.0407),POINT (103.6077 -4.0397),103.6067,-4.0407,103.6077,-4.0397
5363,transf_312_0,408,409,70000,150000,ID,"LINESTRING (122.1887 -8.5962, 122.1897 -8.5952)","MULTIPOINT ((122.1887 -8.5962), (122.1897 -8.5952))",POINT (122.1887 -8.5962),POINT (122.1897 -8.5952),122.1887,-8.5962,122.1897,-8.5952
5364,transf_316_0,413,414,150000,275000,ID,"LINESTRING (101.3173 -0.8776, 101.3183 -0.8766)","MULTIPOINT ((101.3173 -0.8776), (101.3183 -0.8766))",POINT (101.3173 -0.8776),POINT (101.3183 -0.8766),101.3173,-0.8776,101.3183,-0.8766
5365,transf_318_0,416,417,70000,150000,ID,"LINESTRING (124.842 1.2913, 124.843 1.2923)","MULTIPOINT ((124.842 1.2913), (124.843 1.2923))",POINT (124.842 1.2913),POINT (124.843 1.2923),124.842,1.2913,124.843,1.2923
5366,transf_339_0,438,439,150000,500000,ID,"LINESTRING (107.9732 -6.2812, 107.9742 -6.2802)","MULTIPOINT ((107.9732 -6.2812), (107.9742 -6.2802))",POINT (107.9732 -6.2812),POINT (107.9742 -6.2802),107.9732,-6.2812,107.9742,-6.2802
5367,transf_349_0,449,450,70000,150000,ID,"LINESTRING (108.54 -7.3959, 108.541 -7.3949)","MULTIPOINT ((108.54 -7.3959), (108.541 -7.3949))",POINT (108.54 -7.3959),POINT (108.541 -7.3949),108.54,-7.3959,108.541,-7.3949
5368,transf_349_1,450,451,150000,500000,ID,"LINESTRING (108.541 -7.3949, 108.542 -7.3939)","MULTIPOINT ((108.541 -7.3949), (108.542 -7.3939))",POINT (108.541 -7.3949),POINT (108.542 -7.3939),108.541,-7.3949,108.542,-7.3939
