name,total,urban,rural,ct,fraction
MA 0,8173.406058925459,7397.935808230812,1391.5254888921418,MA,0.15403263157462338
MA 1,16614.272658892165,12805.754798618604,4740.007523070878,MA,0.3131057139334052
MA 2,22183.223765906754,19496.068652196354,3362.741397073536,MA,0.4180558642060863
MA 3,6091.91917537148,4142.161010785277,2326.189666570888,MA,0.11480579028588508
