name,number cars,average fuel efficiency
MA 0,3392860.8992150626,0.7464642087952883
MA 1,6989314.3351079,0.7464642087952883
MA 2,9332068.098868992,0.7464642087952883
MA 3,2562756.666808043,0.7464642087952883
