snapshot,MA 0,MA 1,MA 2,MA 3
2013-02-22 20:00:00,1297.005909624411,2713.6904966527854,3634.7585980586828,999.0192508891571
2013-02-22 21:00:00,990.9787380058017,2072.890925611051,2775.215632972067,763.3222401746788
2013-02-22 22:00:00,826.3862696176253,1740.1709140987207,2317.714540672356,641.7008699293319
2013-02-22 23:00:00,631.7953339161273,1331.4908745009525,1773.1359221243938,490.43588644817754
2013-02-23 00:00:00,456.4725414906334,967.6827443137527,1283.12033976121,356.8183172335517
2013-02-23 01:00:00,337.0440615034014,715.1450800243259,947.4358227264923,263.5853335132059
2013-02-23 02:00:00,276.0800056547804,581.6541650201068,773.9061432332064,214.134937822967
2013-02-23 03:00:00,267.8760986016118,564.0814325072544,751.8595836224063,207.26730184029384
2013-02-23 04:00:00,321.30717247619566,677.2865648938247,902.4181771541968,248.9510626199027
2013-02-23 05:00:00,490.74471554421007,1036.7115549516934,1378.9408182714867,381.26035064968346
2013-02-23 06:00:00,658.273002375103,1393.5586989660148,1852.136440917237,512.4897030178486
2013-02-23 07:00:00,932.397235649582,1976.739963367526,2622.0189965751824,727.5538287335978
2013-02-23 08:00:00,1309.3484436672175,2776.37599623418,3683.8508436861093,1021.9248414814368
2013-02-23 09:00:00,1741.0894958575075,3717.3135840470827,4910.672362412049,1373.4483965811312
2013-02-23 10:00:00,1999.3375406153737,4297.483160820003,5658.672209696664,1588.622278590445
2013-02-23 11:00:00,2087.306991401489,4465.173322932516,5868.531310600823,1650.339630450525
2013-02-23 12:00:00,2064.428754873119,4385.164489658673,5776.806299299784,1618.5376198068343
2013-02-23 13:00:00,2088.9331844226317,4436.055443283318,5830.901244999904,1636.307462217342
2013-02-23 14:00:00,2076.2994516133813,4377.351088295821,5756.322666868296,1619.6283679314954
2013-02-23 15:00:00,1906.7405966505355,4026.3863067213624,5286.238508519925,1488.5659731697338
2013-02-23 16:00:00,1794.323952012805,3795.015094672301,4974.57514071495,1405.0661085364427
2013-02-23 17:00:00,1747.4319949691953,3750.3026198085936,4888.535527504867,1390.6587562667253
2013-02-23 18:00:00,1599.9121483670717,3456.7312174735057,4511.570122443428,1281.9303476244265
2013-02-23 19:00:00,1248.9052791596935,2699.567209987177,3536.8868894928455,1000.9191155865728
2013-02-23 20:00:00,980.095748737505,2103.8864217907553,2770.162756470225,778.993461741034
2013-02-23 21:00:00,760.785407831124,1630.4289518851663,2150.242893709064,604.1239199601681
2013-02-23 22:00:00,663.0535716542213,1413.3309557855182,1867.6593790656493,523.0230166823736
2013-02-23 23:00:00,563.6750185104946,1202.082765518325,1588.488939831892,444.7756056956927
2013-02-24 00:00:00,434.16224134143056,926.5554424728297,1225.9412749096964,342.4699971996592
2013-02-24 01:00:00,313.15552876694,667.5543655081359,884.2470403374939,246.5662136438331
2013-02-24 02:00:00,213.37989209066447,453.178144857442,600.9521041156681,167.48751500989238
2013-02-24 03:00:00,179.50547165314626,380.87308041599715,504.42358902543407,141.0161238963698
2013-02-24 04:00:00,183.84757554401864,389.5776200929271,516.2904685016814,144.0803142348439
2013-02-24 05:00:00,248.096858480155,523.6400482624024,695.3548794809591,193.55668461105503
2013-02-24 06:00:00,299.80452381870236,631.395382074337,840.2835336660388,233.1885040189933
2013-02-24 07:00:00,414.12425667282776,869.717127989608,1158.6138669227332,321.2531665000217
2013-02-24 08:00:00,665.425974497145,1410.0813280521525,1869.4810783737714,520.7791674252302
2013-02-24 09:00:00,1073.5504937959897,2291.3278252993946,3022.6640067528115,848.5957153346505
2013-02-24 10:00:00,1459.1023503818299,3156.3400700439097,4127.69345492687,1169.7696797938866
2013-02-24 11:00:00,1751.1008058036914,3760.0455040268916,4897.143274162584,1394.4342226309846
2013-02-24 12:00:00,1837.469710463812,3928.9442122702417,5109.449444907,1456.3002696118006
