snapshot,MA001001 onwind,MA001002 onwind,MA001003 onwind,MA001004 onwind,MA001005 onwind,MA002001 onwind,MA002002 onwind,MA002008 onwind,MA002009 onwind,MA003002 onwind,MA003003 onwind,MA003005 onwind,MA004002 onwind,MA004003 onwind,MA004004 onwind,MA004005 onwind,MA004006 onwind,MA004007 onwind,MA004008 onwind,MA004009 onwind,MA005001 onwind,MA005002 onwind,MA005003 onwind,MA005004 onwind,MA006001 onwind,MA006002 onwind,MA006003 onwind,MA006004 onwind,MA006005 onwind,MA006006 onwind,MA006007 onwind,MA006008 onwind,MA007001 onwind,MA007002 onwind,MA007003 onwind,MA007004 onwind,MA007005 onwind,MA007006 onwind,MA007007 onwind,MA007008 onwind,MA008003 onwind,MA008004 onwind,MA008005 onwind,MA008006 onwind,MA008007 onwind,MA009004 onwind,MA009005 onwind,MA009006 onwind,MA010001 onwind,MA010002 onwind,MA010003 onwind,MA010004 onwind,MA010007 onwind,MA011001 onwind
2013-01-01 00:00:00,0.0,0.019770924756449926,0.0,0.047826390828900556,0.03801159368513318,0.09045929967171641,0.14315693894413042,0.1491157033845062,0.055329150583031755,0.29750121219890996,0.08524448846998359,0.12774653362815858,0.16388870941534905,0.046743688936651116,0.05090705455773182,0.05847549447752598,0.15186724736746235,0.05166577205752187,0.11677961714555661,0.11039062135121705,0.14954688522388693,0.1324908945707227,0.2663738995725195,0.1124137076879852,0.0,0.03339434851659311,0.1521795264944298,0.08259206433626516,0.0137180250750515,0.15289496050323917,0.09515932349700514,0.05866143211656868,0.04807260299149907,0.048061585584294346,0.0503315695213558,0.14014903828686393,0.052593182716372415,0.09516952091404757,0.0381336444727853,0.06972195720893368,0.14420106066448407,0.16243342125451288,0.07483930067221205,0.15397132501514244,0.16544807995750008,0.03255826215549131,0.05204746070742615,0.043579139206977056,0.06980488929290839,0.08913921572748293,0.27355837675737216,0.08569690949893999,0.06261030160513034,0.3599512671720409
2013-01-04 01:00:00,0.0,0.0349667111934676,0.022047429153513425,0.046340517567693806,0.08148496007557077,0.0661085261936838,0.06471735904568733,0.07184194915048991,0.08532611284504603,0.1383649574545847,0.0,0.1444706063377728,0.09879430443013788,0.03182460559289575,0.04143933157510277,0.0,0.09066678276633242,0.028849294751410272,0.0851207597803525,0.04092924519002019,0.38524487492277765,0.3418425550156747,0.39490763252061906,0.30688600727369564,0.0,0.016981719981715097,0.07949883468015559,0.05094309287842049,0.03161088767735317,0.09896581954270894,0.07856689104747512,0.07501049502702647,0.0,0.0,0.02278828088670633,0.05541146867222347,0.0,0.0,0.0,0.0,0.05886244672469075,0.10874817528717001,0.0355498301311209,0.15920691539776985,0.08827984017110765,0.05016539832075809,0.09067681097383215,0.06537519526765535,0.027342897876808804,0.04450200314778215,0.2988789865308658,0.05773045033368571,0.06695328509437226,0.4227374411607169
2013-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.07687470733274082,0.11327172744414178,0.11556695274422672,0.0262280957143474,0.03584181219112565,0.0,0.025902028705623564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05660567340279444,0.024807837221779247,0.06829550637595955,0.0,0.0,0.0,0.031078258657258582,0.0,0.0,0.09585940110077562,0.02596253873955825,0.020302772663438766,0.0,0.0,0.0,0.011108292991658766,0.0,0.0,0.0,0.0,0.024206096189538007,0.015186890671254049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018541907621631798,0.017052321652181786,0.0,0.1513268401307553
2013-01-10 03:00:00,0.0,0.0,0.0,0.0,0.021684233271275832,0.07798627628168349,0.12896370129650825,0.13863387911610683,0.05941287351189863,0.04129502705830108,0.01944715464882359,0.028524395921939234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018712336852651057,0.0,0.07593313155477181,0.0,0.0,0.0,0.04236124769098524,0.022513092640038274,0.012925340454755829,0.10810524395479444,0.0492444905713893,0.046272841077631924,0.0,0.010048221224732682,0.01688859436010608,0.01046363152484781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044679980331808214,0.01057475934428658,0.0,0.19090079212508013
2013-01-13 04:00:00,0.018947142352381197,0.021468549884133884,0.016661350244010976,0.028020557922347127,0.029321191370456585,0.03754502125516909,0.08756647799804368,0.14542307520412154,0.043750750312927994,0.2354577428407214,0.34114197617111347,0.2253441027779963,0.09374615534298186,0.049308063161339,0.13680717480623772,0.3495883157656648,0.11117269630152062,0.12208055919826964,0.10759548044246306,0.31168082988470264,0.23321919103407285,0.15343434541970946,0.40459329791712706,0.19051393534868424,0.0,0.10792919260638832,0.35628195424979214,0.13373539614065055,0.02906555875637794,0.2315465635407507,0.16266226468134165,0.08066949593104868,0.2293648088285663,0.18402734000463603,0.4334277305370726,0.28231774176424296,0.24062971814988474,0.3760724355033411,0.12706428348393714,0.3145457984698782,0.045594894914834566,0.08254745640358464,0.032175008015107455,0.08147191233261626,0.06964761304795576,0.04734909457247886,0.07927102768314206,0.07663381213904473,0.2138037335264411,0.10471559752948435,0.21885203375407775,0.08864454174332059,0.040153714208895776,0.568256417785792
2013-01-16 05:00:00,0.0,0.027612369508888554,0.019852110373428444,0.02778686566919152,0.041627872344531164,0.08485123775209039,0.08867114324019405,0.09523656376094734,0.05432687656120921,0.23761917217233122,0.286449948272299,0.23515105717653276,0.16836581453020585,0.09647234501553625,0.1506094779325224,0.3022133647687864,0.14514231548942036,0.11091146283919917,0.10668947113621202,0.3823905657922831,0.3052161645164943,0.1801869649533514,0.21910426219314516,0.08287483255762221,0.0,0.04496344086762758,0.1654327017898346,0.08547241452055393,0.029876430673938355,0.1345328307030357,0.10263242423904502,0.07526741495940908,0.37759057914723454,0.34046366481796375,0.3377574669147581,0.2859366360781827,0.35093244014626157,0.558306691505941,0.23790338997000257,0.45412625397325584,0.15200231579917112,0.21646925132246364,0.08222196176307146,0.2030922483558322,0.17832501911307974,0.04527188460738417,0.09710770000394481,0.12255201910525942,0.19888674910008766,0.15798138828532388,0.48258917753715014,0.22336353757983624,0.08024806859553239,0.23263745540473202
2013-01-19 06:00:00,0.08921977089933224,0.2372437449204355,0.19181939725515526,0.3027256886480911,0.2720799116729795,0.2884176241347648,0.30936900320796523,0.2893568196845562,0.23738226191996142,0.4139010985788401,0.5564869323308039,0.39191793882064485,0.43045933708870077,0.42024163434234807,0.5576804363857559,0.556082420570394,0.4292023813450216,0.43178232735417704,0.38691094340837007,0.586185573476945,0.8318976504672004,0.8191656434619815,0.6126873569153387,0.58437107390945,0.04670577821226555,0.15849707872807725,0.2273882024261214,0.2098198112692209,0.20622604403102068,0.25017358969267794,0.22993231513954646,0.24453736626835695,0.5667501759244438,0.5275079154458081,0.5457523482041221,0.4364367603372447,0.5034448837384946,0.6459227731290148,0.4295890165619804,0.5799871403652355,0.36295423719340547,0.4289718252889681,0.33602685141987787,0.3694174867880451,0.3594387263467867,0.28238201161521786,0.3981369642082725,0.45223087840311227,0.45994176148204363,0.3437514831510785,0.6204528095301887,0.4295994994281516,0.29223483356348096,0.4901867099005876
2013-01-22 07:00:00,0.0,0.029109467969953336,0.016513079300766953,0.05544576006153673,0.03429797229941252,0.05423318942283704,0.05428770261165332,0.06980669458828717,0.043540474400769115,0.22992988107816864,0.45582132469941244,0.15454890390402606,0.27518109370605703,0.14058720258762838,0.25679274520018,0.4947608243985104,0.31237199268811544,0.2758101800838373,0.29644550244571927,0.5789163611878205,0.3079245676407227,0.25889240045206185,0.7046018911392933,0.3973993003363041,0.0,0.09387801636482872,0.3119563587448805,0.07745110150945433,0.02285813492316459,0.13142921550540018,0.09527888004403438,0.0555039488644021,0.567926934008453,0.45649853009056496,0.485394761364008,0.37739175168602207,0.49429726836928034,0.7502047999113661,0.3301347958891103,0.6302849457318345,0.15837344490155097,0.25639038407317116,0.10668703216027622,0.2546972609997658,0.21736927505935122,0.05286098262342995,0.08884716418909314,0.09569191708006762,0.36415128017586224,0.24346011048605057,0.6035208042695344,0.28793769078498477,0.15967385038201154,0.8816834832162075
2013-01-25 08:00:00,0.0,0.03472686439589961,0.02469226184554317,0.031548447043434735,0.03719553955821151,0.042196573863946596,0.05333674476955392,0.08033645231197636,0.04806547199939227,0.16626927856686444,0.23132433963962332,0.07712492182662722,0.11370325633369292,0.060059592706008164,0.09197428037273052,0.27466284162276905,0.14226537128519015,0.11151839293362006,0.13030551209155222,0.28588753856189386,0.2514797163751149,0.22869921774141366,0.5343130038052817,0.2691474073905955,0.0,0.05090168688725742,0.19653685858348396,0.07331320416682777,0.020622508922654024,0.12262757959134256,0.08497189424964359,0.053207453654838095,0.19481323878029386,0.09407038667419942,0.21664849804041938,0.29086399540077795,0.20230570943778414,0.4498378953881679,0.05544880550457782,0.2715478298779497,0.0670004726865104,0.10740246133256666,0.051019228038827844,0.10915990440387516,0.09031686731391952,0.022937807718182133,0.06097203189792363,0.05165774169140253,0.11242722568475119,0.08785366918751723,0.2849363986866702,0.1187139167462459,0.05094016059914253,0.696769606102238
2013-01-28 09:00:00,0.0,0.014551698937044225,0.01145878160679732,0.0,0.0327017694510846,0.055132637261536985,0.0987263919400253,0.10797133367237173,0.05137832373286928,0.08142871465088698,0.0,0.047622540252404456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24207367724787954,0.14931119330076217,0.1913892483759024,0.04386001486457636,0.0,0.0,0.06617420150443376,0.024663116230928428,0.013783498903626205,0.09967879204205322,0.048378868009345044,0.05318160979935454,0.0,0.0,0.0,0.03279733301302623,0.0,0.028935766546270406,0.0,0.0,0.02060154827250097,0.017560945885097354,0.012419787571778557,0.0,0.0,0.020364150955968153,0.04388450146864586,0.038802341319142314,0.0,0.0,0.0,0.016336069867843393,0.0,0.2846141527832993
