"Installed electricity capacity by country/area (MW) by Country/area, Technology, Grid connection and Year"

"Country/area","Technology","Grid connection","Year",Installed electricity capacity by country/area (MW)
"South Georgia and the South Sandwich Islands","Solar thermal energy","Off-grid","2020",..
"South Georgia and the South Sandwich Islands","Onshore wind energy","On-grid","2020",..
"South Georgia and the South Sandwich Islands","Onshore wind energy","Off-grid","2020",0.006
"South Georgia and the South Sandwich Islands","Offshore wind energy","On-grid","2020",..
"South Georgia and the South Sandwich Islands","Offshore wind energy","Off-grid","2020",..
"South Georgia and the South Sandwich Islands","Renewable hydropower","On-grid","2020",..
"South Georgia and the South Sandwich Islands","Renewable hydropower","Off-grid","2020",0.250
"South Georgia and the South Sandwich Islands","Mixed Hydro Plants","On-grid","2020",..
"South Georgia and the South Sandwich Islands","Mixed Hydro Plants","Off-grid","2020",..
"South Georgia and the South Sandwich Islands","Pumped storage","On-grid","2020",..
"South Georgia and the South Sandwich Islands","Pumped storage","Off-grid","2020",..
"South Georgia and the South Sandwich Islands","Marine energy","On-grid","2020",..
"South Georgia and the South Sandwich Islands","Marine energy","Off-grid","2020",..
"South Georgia and the South Sandwich Islands","Solid biofuels","On-grid","2020",..
"South Georgia and the South Sandwich Islands","Solid biofuels","Off-grid","2020",..
"South Georgia and the South Sandwich Islands","Renewable municipal waste","On-grid","2020",..
"South Georgia and the South Sandwich Islands","Renewable municipal waste","Off-grid","2020",..
"South Georgia and the South Sandwich Islands","Liquid biofuels","On-grid","2020",..
"South Georgia and the South Sandwich Islands","Liquid biofuels","Off-grid","2020",..
"South Georgia and the South Sandwich Islands","Biogas","On-grid","2020",..
"South Georgia and the South Sandwich Islands","Biogas","Off-grid","2020",..
"South Georgia and the South Sandwich Islands","Geothermal energy","On-grid","2020",..
"South Georgia and the South Sandwich Islands","Geothermal energy","Off-grid","2020",..
"South Georgia and the South Sandwich Islands","Coal and peat","On-grid","2020",..
"South Georgia and the South Sandwich Islands","Coal and peat","Off-grid","2020",..
"South Georgia and the South Sandwich Islands","Oil","On-grid","2020",..
"South Georgia and the South Sandwich Islands","Oil","Off-grid","2020",0.190
"South Georgia and the South Sandwich Islands","Natural gas","On-grid","2020",..
"South Georgia and the South Sandwich Islands","Natural gas","Off-grid","2020",..
"South Georgia and the South Sandwich Islands","Fossil fuels n.e.s.","On-grid","2020",..
"South Georgia and the South Sandwich Islands","Fossil fuels n.e.s.","Off-grid","2020",..
"South Georgia and the South Sandwich Islands","Nuclear","On-grid","2020",..
"South Georgia and the South Sandwich Islands","Nuclear","Off-grid","2020",..
"South Georgia and the South Sandwich Islands","Other non-renewable energy","On-grid","2020",..
"South Georgia and the South Sandwich Islands","Other non-renewable energy","Off-grid","2020",..
"South Sudan","Solar photovoltaic","On-grid","2020",..
"South Sudan","Solar photovoltaic","Off-grid","2020",0.835
"South Sudan","Solar thermal energy","On-grid","2020",..
"South Sudan","Solar thermal energy","Off-grid","2020",..
"South Sudan","Onshore wind energy","On-grid","2020",..
"South Sudan","Onshore wind energy","Off-grid","2020",..
"South Sudan","Offshore wind energy","On-grid","2020",..
"South Sudan","Offshore wind energy","Off-grid","2020",..
"South Sudan","Renewable hydropower","On-grid","2020",..
"South Sudan","Renewable hydropower","Off-grid","2020",..
"South Sudan","Mixed Hydro Plants","On-grid","2020",..
"South Sudan","Mixed Hydro Plants","Off-grid","2020",..
"South Sudan","Pumped storage","On-grid","2020",..
"South Sudan","Pumped storage","Off-grid","2020",..
"South Sudan","Marine energy","On-grid","2020",..
"South Sudan","Marine energy","Off-grid","2020",..
"South Sudan","Solid biofuels","On-grid","2020",..
"South Sudan","Solid biofuels","Off-grid","2020",..
"South Sudan","Renewable municipal waste","On-grid","2020",..
"South Sudan","Renewable municipal waste","Off-grid","2020",..
"South Sudan","Liquid biofuels","On-grid","2020",..
"South Sudan","Liquid biofuels","Off-grid","2020",..
"South Sudan","Biogas","On-grid","2020",..
"South Sudan","Biogas","Off-grid","2020",..
"South Sudan","Geothermal energy","On-grid","2020",..
"South Sudan","Geothermal energy","Off-grid","2020",..
"South Sudan","Coal and peat","On-grid","2020",..
"South Sudan","Coal and peat","Off-grid","2020",..
"South Sudan","Oil","On-grid","2020",33.000
"South Sudan","Oil","Off-grid","2020",..
"South Sudan","Natural gas","On-grid","2020",..
"South Sudan","Natural gas","Off-grid","2020",..
"South Sudan","Fossil fuels n.e.s.","On-grid","2020",..
"South Sudan","Fossil fuels n.e.s.","Off-grid","2020",141.400
"South Sudan","Nuclear","On-grid","2020",..
"South Sudan","Nuclear","Off-grid","2020",..
"South Sudan","Other non-renewable energy","On-grid","2020",..
"South Sudan","Other non-renewable energy","Off-grid","2020",..
"Spain","Solar photovoltaic","On-grid","2020",10250.311
"Spain","Solar photovoltaic","Off-grid","2020",35.166
"Spain","Solar thermal energy","On-grid","2020",2304.013
"Spain","Solar thermal energy","Off-grid","2020",..
"Spain","Onshore wind energy","On-grid","2020",26814.190
"Spain","Onshore wind energy","Off-grid","2020",..
"Spain","Offshore wind energy","On-grid","2020",5.000
"Spain","Offshore wind energy","Off-grid","2020",..
"Spain","Renewable hydropower","On-grid","2020",13703.562
"Spain","Renewable hydropower","Off-grid","2020",..
"Spain","Mixed Hydro Plants","On-grid","2020",3081.630
"Spain","Mixed Hydro Plants","Off-grid","2020",..
"Spain","Pumped storage","On-grid","2020",3331.400
"Spain","Pumped storage","Off-grid","2020",..
"Spain","Marine energy","On-grid","2020",4.796
"Spain","Marine energy","Off-grid","2020",..
"Spain","Solid biofuels","On-grid","2020",867.854
"Spain","Solid biofuels","Off-grid","2020",..
"Spain","Renewable municipal waste","On-grid","2020",120.676
"Spain","Renewable municipal waste","Off-grid","2020",..
"Spain","Liquid biofuels","On-grid","2020",6.412
"Spain","Liquid biofuels","Off-grid","2020",..
"Spain","Biogas","On-grid","2020",269.083
"Spain","Biogas","Off-grid","2020",..
"Spain","Geothermal energy","On-grid","2020",..
"Spain","Geothermal energy","Off-grid","2020",..
"Spain","Coal and peat","On-grid","2020",..
"Spain","Coal and peat","Off-grid","2020",..
"Spain","Oil","On-grid","2020",..
"Spain","Oil","Off-grid","2020",..
"Spain","Natural gas","On-grid","2020",..
"Spain","Natural gas","Off-grid","2020",..
"Spain","Fossil fuels n.e.s.","On-grid","2020",40284.780
"Spain","Fossil fuels n.e.s.","Off-grid","2020",..
"Spain","Nuclear","On-grid","2020",7117.290
"Spain","Nuclear","Off-grid","2020",..
"Spain","Other non-renewable energy","On-grid","2020",224.670
"Spain","Other non-renewable energy","Off-grid","2020",..
"Sri Lanka","Solar photovoltaic","On-grid","2020",363.015
"Sri Lanka","Solar photovoltaic","Off-grid","2020",7.895
"Sri Lanka","Solar thermal energy","On-grid","2020",..
"Sri Lanka","Solar thermal energy","Off-grid","2020",..
"Sri Lanka","Onshore wind energy","On-grid","2020",179.000
"Sri Lanka","Onshore wind energy","Off-grid","2020",..
"Sri Lanka","Offshore wind energy","On-grid","2020",..
"Sri Lanka","Offshore wind energy","Off-grid","2020",..
"Sri Lanka","Renewable hydropower","On-grid","2020",1793.000
"Sri Lanka","Renewable hydropower","Off-grid","2020",6.068
"Sri Lanka","Mixed Hydro Plants","On-grid","2020",..
"Sri Lanka","Mixed Hydro Plants","Off-grid","2020",..
"Sri Lanka","Pumped storage","On-grid","2020",..
"Sri Lanka","Pumped storage","Off-grid","2020",..
"Sri Lanka","Marine energy","On-grid","2020",..
"Sri Lanka","Marine energy","Off-grid","2020",..
"Sri Lanka","Solid biofuels","On-grid","2020",54.310
"Sri Lanka","Solid biofuels","Off-grid","2020",..
"Sri Lanka","Renewable municipal waste","On-grid","2020",..
"Sri Lanka","Renewable municipal waste","Off-grid","2020",..
"Sri Lanka","Liquid biofuels","On-grid","2020",..
"Sri Lanka","Liquid biofuels","Off-grid","2020",..
"Sri Lanka","Biogas","On-grid","2020",0.080
"Sri Lanka","Biogas","Off-grid","2020",..
"Sri Lanka","Geothermal energy","On-grid","2020",..
"Sri Lanka","Geothermal energy","Off-grid","2020",..
"Sri Lanka","Coal and peat","On-grid","2020",900.000
"Sri Lanka","Coal and peat","Off-grid","2020",..
"Sri Lanka","Oil","On-grid","2020",1268.000
"Sri Lanka","Oil","Off-grid","2020",..
"Sri Lanka","Natural gas","On-grid","2020",..
"Sri Lanka","Natural gas","Off-grid","2020",..
"Sri Lanka","Fossil fuels n.e.s.","On-grid","2020",..
"Sri Lanka","Fossil fuels n.e.s.","Off-grid","2020",..
"Sri Lanka","Nuclear","On-grid","2020",..
"Sri Lanka","Nuclear","Off-grid","2020",..
"Sri Lanka","Other non-renewable energy","On-grid","2020",..
"Sri Lanka","Other non-renewable energy","Off-grid","2020",..
"State of Palestine","Solar photovoltaic","On-grid","2020",115.000
"State of Palestine","Solar photovoltaic","Off-grid","2020",1.833
"State of Palestine","Solar thermal energy","On-grid","2020",..
"State of Palestine","Solar thermal energy","Off-grid","2020",..
"State of Palestine","Onshore wind energy","On-grid","2020",..
"State of Palestine","Onshore wind energy","Off-grid","2020",..
"State of Palestine","Offshore wind energy","On-grid","2020",..
"State of Palestine","Offshore wind energy","Off-grid","2020",..
"State of Palestine","Renewable hydropower","On-grid","2020",..
"State of Palestine","Renewable hydropower","Off-grid","2020",..
"State of Palestine","Mixed Hydro Plants","On-grid","2020",..
"State of Palestine","Mixed Hydro Plants","Off-grid","2020",..
"State of Palestine","Pumped storage","On-grid","2020",..
"State of Palestine","Pumped storage","Off-grid","2020",..
"State of Palestine","Marine energy","On-grid","2020",..
"State of Palestine","Marine energy","Off-grid","2020",..
"State of Palestine","Solid biofuels","On-grid","2020",..
"State of Palestine","Solid biofuels","Off-grid","2020",..
"State of Palestine","Renewable municipal waste","On-grid","2020",..
"State of Palestine","Renewable municipal waste","Off-grid","2020",..
"State of Palestine","Liquid biofuels","On-grid","2020",..
"State of Palestine","Liquid biofuels","Off-grid","2020",..
"State of Palestine","Biogas","On-grid","2020",0.340
"State of Palestine","Biogas","Off-grid","2020",..
"State of Palestine","Geothermal energy","On-grid","2020",..
"State of Palestine","Geothermal energy","Off-grid","2020",..
"State of Palestine","Coal and peat","On-grid","2020",..
"State of Palestine","Coal and peat","Off-grid","2020",..
"State of Palestine","Oil","On-grid","2020",160.000
"State of Palestine","Oil","Off-grid","2020",..
"State of Palestine","Natural gas","On-grid","2020",..
"State of Palestine","Natural gas","Off-grid","2020",..
"State of Palestine","Fossil fuels n.e.s.","On-grid","2020",..
"State of Palestine","Fossil fuels n.e.s.","Off-grid","2020",..
"State of Palestine","Nuclear","On-grid","2020",..
"State of Palestine","Nuclear","Off-grid","2020",..
"State of Palestine","Other non-renewable energy","On-grid","2020",..
"State of Palestine","Other non-renewable energy","Off-grid","2020",..
"Sudan","Solar photovoltaic","On-grid","2020",0.290
"Sudan","Solar photovoltaic","Off-grid","2020",116.840
"Sudan","Solar thermal energy","On-grid","2020",..
"Sudan","Solar thermal energy","Off-grid","2020",..
"Sudan","Onshore wind energy","On-grid","2020",..
"Sudan","Onshore wind energy","Off-grid","2020",..
"Sudan","Offshore wind energy","On-grid","2020",..
"Sudan","Offshore wind energy","Off-grid","2020",..
"Sudan","Renewable hydropower","On-grid","2020",1482.000
"Sudan","Renewable hydropower","Off-grid","2020",..
"Sudan","Mixed Hydro Plants","On-grid","2020",..
"Sudan","Mixed Hydro Plants","Off-grid","2020",..
"Sudan","Pumped storage","On-grid","2020",..
"Sudan","Pumped storage","Off-grid","2020",..
"Sudan","Marine energy","On-grid","2020",..
"Sudan","Marine energy","Off-grid","2020",..
"Sudan","Solid biofuels","On-grid","2020",199.000
"Sudan","Solid biofuels","Off-grid","2020",..
"Sudan","Renewable municipal waste","On-grid","2020",..
"Sudan","Renewable municipal waste","Off-grid","2020",..
"Sudan","Liquid biofuels","On-grid","2020",..
"Sudan","Liquid biofuels","Off-grid","2020",..
"Sudan","Biogas","On-grid","2020",..
"Sudan","Biogas","Off-grid","2020",..
"Sudan","Geothermal energy","On-grid","2020",..
"Sudan","Geothermal energy","Off-grid","2020",..
"Sudan","Coal and peat","On-grid","2020",..
"Sudan","Coal and peat","Off-grid","2020",..
"Sudan","Oil","On-grid","2020",1352.000
"Sudan","Oil","Off-grid","2020",..
"Sudan","Natural gas","On-grid","2020",..
"Sudan","Natural gas","Off-grid","2020",..
"Sudan","Fossil fuels n.e.s.","On-grid","2020",..
"Sudan","Fossil fuels n.e.s.","Off-grid","2020",583.000
"Sudan","Nuclear","On-grid","2020",..
"Sudan","Nuclear","Off-grid","2020",..
"Sudan","Other non-renewable energy","On-grid","2020",..
"Sudan","Other non-renewable energy","Off-grid","2020",..
"Suriname","Solar photovoltaic","On-grid","2020",5.550
"Suriname","Solar photovoltaic","Off-grid","2020",3.882
"Suriname","Solar thermal energy","On-grid","2020",..
"Suriname","Solar thermal energy","Off-grid","2020",..
"Suriname","Onshore wind energy","On-grid","2020",..
"Suriname","Onshore wind energy","Off-grid","2020",..
"Suriname","Offshore wind energy","On-grid","2020",..
"Suriname","Offshore wind energy","Off-grid","2020",..
"Suriname","Renewable hydropower","On-grid","2020",180.000
"Suriname","Renewable hydropower","Off-grid","2020",0.180
"Suriname","Mixed Hydro Plants","On-grid","2020",..
"Suriname","Mixed Hydro Plants","Off-grid","2020",..
"Suriname","Pumped storage","On-grid","2020",..
"Suriname","Pumped storage","Off-grid","2020",..
"Suriname","Marine energy","On-grid","2020",..
"Suriname","Marine energy","Off-grid","2020",..
"Suriname","Solid biofuels","On-grid","2020",..
"Suriname","Solid biofuels","Off-grid","2020",1.500
"Suriname","Renewable municipal waste","On-grid","2020",..
"Suriname","Renewable municipal waste","Off-grid","2020",..
"Suriname","Liquid biofuels","On-grid","2020",..
"Suriname","Liquid biofuels","Off-grid","2020",..
"Suriname","Biogas","On-grid","2020",..
"Suriname","Biogas","Off-grid","2020",..
"Suriname","Geothermal energy","On-grid","2020",..
"Suriname","Geothermal energy","Off-grid","2020",..
"Suriname","Coal and peat","On-grid","2020",..
"Suriname","Coal and peat","Off-grid","2020",..
"Suriname","Oil","On-grid","2020",341.000
"Suriname","Oil","Off-grid","2020",3.800
"Suriname","Natural gas","On-grid","2020",..
"Suriname","Natural gas","Off-grid","2020",..
"Suriname","Fossil fuels n.e.s.","On-grid","2020",..
"Suriname","Fossil fuels n.e.s.","Off-grid","2020",..
"Suriname","Nuclear","On-grid","2020",..
"Suriname","Nuclear","Off-grid","2020",..
"Suriname","Other non-renewable energy","On-grid","2020",..
"Suriname","Other non-renewable energy","Off-grid","2020",..
"Sweden","Solar photovoltaic","On-grid","2020",1090.000
"Sweden","Solar photovoltaic","Off-grid","2020",17.000
"Sweden","Solar thermal energy","On-grid","2020",..
"Sweden","Solar thermal energy","Off-grid","2020",..
"Sweden","Onshore wind energy","On-grid","2020",9773.000
"Sweden","Onshore wind energy","Off-grid","2020",..
"Sweden","Offshore wind energy","On-grid","2020",203.000
"Sweden","Offshore wind energy","Off-grid","2020",..
"Sweden","Renewable hydropower","On-grid","2020",16307.000
"Sweden","Renewable hydropower","Off-grid","2020",..
"Sweden","Mixed Hydro Plants","On-grid","2020",99.000
"Sweden","Mixed Hydro Plants","Off-grid","2020",..
"Sweden","Pumped storage","On-grid","2020",..
"Sweden","Pumped storage","Off-grid","2020",..
"Sweden","Marine energy","On-grid","2020",..
"Sweden","Marine energy","Off-grid","2020",..
"Sweden","Solid biofuels","On-grid","2020",2942.000
"Sweden","Solid biofuels","Off-grid","2020",..
"Sweden","Renewable municipal waste","On-grid","2020",622.500
"Sweden","Renewable municipal waste","Off-grid","2020",..
"Sweden","Liquid biofuels","On-grid","2020",895.000
"Sweden","Liquid biofuels","Off-grid","2020",..
"Sweden","Biogas","On-grid","2020",2.000
"Sweden","Biogas","Off-grid","2020",..
"Sweden","Geothermal energy","On-grid","2020",..
"Sweden","Geothermal energy","Off-grid","2020",..
"Sweden","Coal and peat","On-grid","2020",..
"Sweden","Coal and peat","Off-grid","2020",..
