country,total residential space,electricity residential space,total residential water,electricity residential water,total residential cooking,electricity residential cooking,total residential,electricity residential,derived heat residential,thermal uses residential,total services space,electricity services space,total services water,electricity services water,total services cooking,electricity services cooking,total services,electricity services,derived heat services,thermal uses services,total agriculture electricity,total agriculture heat,total agriculture machinery,total agriculture,total road,electricity road,total two-wheel,total passenger cars,electricity passenger cars,total other road passenger,electricity other road passenger,total light duty road freight,electricity light duty road freight,total heavy duty road freight,total rail,electricity rail,total rail passenger,electricity rail passenger,total rail freight,electricity rail freight,total aviation passenger,total aviation freight,total domestic aviation passenger,total international aviation passenger,total domestic aviation freight,total international aviation freight,total domestic aviation,total international aviation,total domestic navigation,district heat share,total international navigation,agriculture electricity, agriculture oil,residential biomass,residential gas,services electricity,services biomass,services oil,services gas,residential oil
MA,11.22,0.001,9.9,0.001,0.001,0.001,0.001,21.62,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,18.12963843,10.87778306,0.001,0.001,5.893436668,0.001,0.001,14.73359167,58.25,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.61,1.08,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.5,11.27,12.09,0.001,1.82,3.66,5.3,0.49,0.001,8.45,6.45,0.46,0.001,0.001
