ANO;GRANDE REGIÃO;UF;MUNICÍPIO;CÓDIGO IBGE;PRODUTO;VENDAS
1990;REGIÃO SUDESTE;SP;SAO JOSE DOS CAMPOS;3549904;QUEROSENE DE AVIAÇÃO;4693836
1990;REGIÃO SUDESTE;SP;SAO JOSE DO RIO PRETO;3549805;QUEROSENE DE AVIAÇÃO;655211
1990;REGIÃO SUDESTE;SP;SAO JOAO DO PAU D'ALHO;3549300;QUEROSENE DE AVIAÇÃO;920
1990;REGIÃO SUDESTE;SP;SOROCABA;3552205;QUEROSENE DE AVIAÇÃO;307106
1990;REGIÃO SUDESTE;SP;SAO SEBASTIAO;3550704;QUEROSENE DE AVIAÇÃO;202037
1990;REGIÃO SUDESTE;SP;SAO PAULO;3550308;QUEROSENE DE AVIAÇÃO;107845150
1990;REGIÃO SUDESTE;SP;SANTO ANDRE;3547809;QUEROSENE DE AVIAÇÃO;1497
1990;REGIÃO SUDESTE;SP;RIBEIRAO PRETO;3543402;QUEROSENE DE AVIAÇÃO;1174526
1990;REGIÃO SUDESTE;SP;PRESIDENTE PRUDENTE;3541406;QUEROSENE DE AVIAÇÃO;326016
1990;REGIÃO SUDESTE;SP;SAO CARLOS;3548906;QUEROSENE DE AVIAÇÃO;10784
1990;REGIÃO SUDESTE;SP;SAO CAETANO DO SUL;3548807;QUEROSENE DE AVIAÇÃO;81872
1990;REGIÃO SUDESTE;SP;SAO BERNARDO DO CAMPO;3548708;QUEROSENE DE AVIAÇÃO;181773
1990;REGIÃO SUL;PR;LONDRINA;4113700;QUEROSENE DE AVIAÇÃO;2630656
1990;REGIÃO SUL;PR;FOZ DO IGUACU;4108304;QUEROSENE DE AVIAÇÃO;15751524
1990;REGIÃO SUL;PR;CURITIBA;4106902;QUEROSENE DE AVIAÇÃO;865809
1990;REGIÃO SUL;PR;SAO JOSE DOS PINHAIS;4125506;QUEROSENE DE AVIAÇÃO;28924935
1990;REGIÃO SUL;PR;PONTA GROSSA;4119905;QUEROSENE DE AVIAÇÃO;36366
1990;REGIÃO SUL;PR;MARINGA;4115200;QUEROSENE DE AVIAÇÃO;372821
1990;REGIÃO SUL;PR;ARAUCARIA;4101804;QUEROSENE DE AVIAÇÃO;5827045
1990;REGIÃO SUDESTE;SP;TEODORO SAMPAIO;3554300;QUEROSENE DE AVIAÇÃO;188521
1990;REGIÃO SUDESTE;SP;TAUBATE;3554102;QUEROSENE DE AVIAÇÃO;299992
1990;REGIÃO SUL;PR;CASCAVEL;4104808;QUEROSENE DE AVIAÇÃO;348544
1990;REGIÃO SUL;PR;CAPANEMA;4104501;QUEROSENE DE AVIAÇÃO;70780
1990;REGIÃO SUL;PR;CAMPO MOURAO;4104303;QUEROSENE DE AVIAÇÃO;2263
1990;REGIÃO SUDESTE;SP;PIRASSUNUNGA;3539301;QUEROSENE DE AVIAÇÃO;6040224
1990;REGIÃO SUDESTE;SP;CAMPINAS;3509502;QUEROSENE DE AVIAÇÃO;30690834
1990;REGIÃO SUDESTE;SP;BAURU;3506003;QUEROSENE DE AVIAÇÃO;760760
1990;REGIÃO SUDESTE;SP;BARUERI;3505708;QUEROSENE DE AVIAÇÃO;3044500
1990;REGIÃO SUDESTE;SP;CATANDUVA;3511102;QUEROSENE DE AVIAÇÃO;2717
1990;REGIÃO SUDESTE;SP;CASTILHO;3511003;QUEROSENE DE AVIAÇÃO;170325
1990;REGIÃO SUDESTE;SP;CAMPO LIMPO PAULISTA;3509601;QUEROSENE DE AVIAÇÃO;600
1990;REGIÃO SUDESTE;RJ;SAO PEDRO DA ALDEIA;3305208;QUEROSENE DE AVIAÇÃO;118703
1990;REGIÃO SUDESTE;RJ;RIO DE JANEIRO;3304557;QUEROSENE DE AVIAÇÃO;1512806727
1990;REGIÃO SUDESTE;RJ;PETROPOLIS;3303906;QUEROSENE DE AVIAÇÃO;1292806
1990;REGIÃO SUDESTE;SP;BARRETOS;3505500;QUEROSENE DE AVIAÇÃO;122533
1990;REGIÃO SUDESTE;SP;ARARAQUARA;3503208;QUEROSENE DE AVIAÇÃO;135313
1990;REGIÃO SUDESTE;SP;ARACATUBA;3502804;QUEROSENE DE AVIAÇÃO;210990
1990;REGIÃO SUDESTE;SP;OURINHOS;3534708;QUEROSENE DE AVIAÇÃO;1508
1990;REGIÃO SUDESTE;SP;OSASCO;3534401;QUEROSENE DE AVIAÇÃO;53889
1990;REGIÃO SUDESTE;SP;MATAO;3529302;QUEROSENE DE AVIAÇÃO;27313
1990;REGIÃO SUDESTE;SP;PIRACICABA;3538709;QUEROSENE DE AVIAÇÃO;1657
1990;REGIÃO SUDESTE;SP;PEDREGULHO;3537008;QUEROSENE DE AVIAÇÃO;49660
1990;REGIÃO SUDESTE;SP;PAULINIA;3536505;QUEROSENE DE AVIAÇÃO;2723004
1990;REGIÃO SUDESTE;SP;GUARUJA;3518701;QUEROSENE DE AVIAÇÃO;1177929
1990;REGIÃO SUDESTE;SP;GUARATINGUETA;3518404;QUEROSENE DE AVIAÇÃO;29462
1990;REGIÃO SUDESTE;SP;ESPIRITO SANTO DO PINH;3515186;QUEROSENE DE AVIAÇÃO;69693
1990;REGIÃO SUDESTE;SP;MARILIA;3529005;QUEROSENE DE AVIAÇÃO;281961
1990;REGIÃO SUDESTE;SP;LINS;3527108;QUEROSENE DE AVIAÇÃO;894
1990;REGIÃO SUDESTE;SP;GUARULHOS;3518800;QUEROSENE DE AVIAÇÃO;524109712
1990;REGIÃO CENTRO-OESTE;MT;CACERES;5102504;QUEROSENE DE AVIAÇÃO;269290
1990;REGIÃO CENTRO-OESTE;MT;BARRA DO GARCAS;5101803;QUEROSENE DE AVIAÇÃO;201374
1990;REGIÃO CENTRO-OESTE;MT;ALTA FLORESTA;5100250;QUEROSENE DE AVIAÇÃO;2455705
1990;REGIÃO CENTRO-OESTE;MT;PORTO DOS GAUCHOS;5106802;QUEROSENE DE AVIAÇÃO;600
1990;REGIÃO CENTRO-OESTE;MT;MATUPA;5105606;QUEROSENE DE AVIAÇÃO;9000
1990;REGIÃO CENTRO-OESTE;MT;CUIABA;5103403;QUEROSENE DE AVIAÇÃO;176252
1990;REGIÃO CENTRO-OESTE;MS;CORUMBA;5003207;QUEROSENE DE AVIAÇÃO;3260546
1990;REGIÃO CENTRO-OESTE;MS;CAMPO GRANDE;5002704;QUEROSENE DE AVIAÇÃO;16890517
1990;REGIÃO CENTRO-OESTE;MS;AQUIDAUANA;5001102;QUEROSENE DE AVIAÇÃO;504
1990;REGIÃO CENTRO-OESTE;MT;ACORIZAL;5100102;QUEROSENE DE AVIAÇÃO;2678598
1990;REGIÃO CENTRO-OESTE;MS;PONTA PORA;5006606;QUEROSENE DE AVIAÇÃO;415525
1990;REGIÃO CENTRO-OESTE;MS;DOURADOS;5003702;QUEROSENE DE AVIAÇÃO;862
1990;REGIÃO CENTRO-OESTE;GO;ITUMBIARA;5211503;QUEROSENE DE AVIAÇÃO;12282
1990;REGIÃO CENTRO-OESTE;GO;GOIANIA;5208707;QUEROSENE DE AVIAÇÃO;20083936
1990;REGIÃO CENTRO-OESTE;GO;CALDAS NOVAS;5204508;QUEROSENE DE AVIAÇÃO;132736
1990;REGIÃO CENTRO-OESTE;DF;BRASILIA;5300108;QUEROSENE DE AVIAÇÃO;182133506
1990;REGIÃO CENTRO-OESTE;GO;SAO SIMAO;5220405;QUEROSENE DE AVIAÇÃO;70682
1990;REGIÃO CENTRO-OESTE;GO;SAO MIGUEL DO ARAGUAIA;5220207;QUEROSENE DE AVIAÇÃO;169573
1990;REGIÃO CENTRO-OESTE;MT;SAO FELIX DO ARAGUAIA;5107859;QUEROSENE DE AVIAÇÃO;260333
1990;REGIÃO CENTRO-OESTE;MT;SANTO ANTONIO DO LEVER;5107800;QUEROSENE DE AVIAÇÃO;383
1990;REGIÃO CENTRO-OESTE;MT;SANTA TEREZINHA;5107776;QUEROSENE DE AVIAÇÃO;110042
1990;REGIÃO CENTRO-OESTE;GO;ANAPOLIS;5201108;QUEROSENE DE AVIAÇÃO;791787
1990;REGIÃO CENTRO-OESTE;MT;VARZEA GRANDE;5108402;QUEROSENE DE AVIAÇÃO;30388225
1990;REGIÃO CENTRO-OESTE;MT;SINOP;5107909;QUEROSENE DE AVIAÇÃO;97574
1990;REGIÃO SUL;RS;URUGUAIANA;4322400;QUEROSENE DE AVIAÇÃO;47310
1990;REGIÃO SUL;SC;LAGES;4209300;QUEROSENE DE AVIAÇÃO;50871
1990;REGIÃO SUL;SC;JOINVILLE;4209102;QUEROSENE DE AVIAÇÃO;304103
1990;REGIÃO SUL;SC;ITAPIRANGA;4208401;QUEROSENE DE AVIAÇÃO;1372
1990;REGIÃO SUL;SC;VIDEIRA;4219309;QUEROSENE DE AVIAÇÃO;301024
1990;REGIÃO SUL;SC;URUSSANGA;4219002;QUEROSENE DE AVIAÇÃO;602
1990;REGIÃO SUL;SC;NAVEGANTES;4211306;QUEROSENE DE AVIAÇÃO;1718572
1990;REGIÃO SUL;SC;CHAPECO;4204202;QUEROSENE DE AVIAÇÃO;183683
1990;REGIÃO SUL;SC;BLUMENAU;4202404;QUEROSENE DE AVIAÇÃO;42546
1990;REGIÃO SUL;SC;ARMAZEM;4201505;QUEROSENE DE AVIAÇÃO;25014
1990;REGIÃO SUL;SC;ITAJAI;4208203;QUEROSENE DE AVIAÇÃO;236484
1990;REGIÃO SUL;SC;FLORIANOPOLIS;4205407;QUEROSENE DE AVIAÇÃO;13930023
1990;REGIÃO SUL;SC;CRICIUMA;4204608;QUEROSENE DE AVIAÇÃO;1163725
1990;REGIÃO SUL;RS;PORTO ALEGRE;4314902;QUEROSENE DE AVIAÇÃO;43180422
1990;REGIÃO SUL;RS;PELOTAS;4314407;QUEROSENE DE AVIAÇÃO;90188
1990;REGIÃO SUL;RS;PASSO FUNDO;4314100;QUEROSENE DE AVIAÇÃO;46192
1990;REGIÃO SUL;RS;TRAMANDAI;4321600;QUEROSENE DE AVIAÇÃO;9936
1990;REGIÃO SUL;RS;SANTO ANGELO;4317509;QUEROSENE DE AVIAÇÃO;21872
1990;REGIÃO SUL;RS;SANTA MARIA;4316907;QUEROSENE DE AVIAÇÃO;3817853
1990;REGIÃO SUL;RS;CAXIAS DO SUL;4305108;QUEROSENE DE AVIAÇÃO;77892
1990;REGIÃO SUL;RS;CANOAS;4304606;QUEROSENE DE AVIAÇÃO;9264073
1990;REGIÃO SUL;RS;BAGE;4301602;QUEROSENE DE AVIAÇÃO;37224
1990;REGIÃO SUL;RS;PALMEIRA DAS MISSOES;4313706;QUEROSENE DE AVIAÇÃO;78429
1990;REGIÃO SUL;RS;HORIZONTINA;4309605;QUEROSENE DE AVIAÇÃO;3547
1990;REGIÃO SUL;RS;ESTEIO;4307708;QUEROSENE DE AVIAÇÃO;549450
1990;REGIÃO SUDESTE;RJ;MACAE;3302403;QUEROSENE DE AVIAÇÃO;9111163
1990;REGIÃO NORTE;TO;FORMOSO DO ARAGUAIA;1708205;QUEROSENE DE AVIAÇÃO;26104
1990;REGIÃO NORTE;AP;MACAPA;1600303;QUEROSENE DE AVIAÇÃO;4103496
1990;REGIÃO NORTE;PA;XINGUARA;1508407;QUEROSENE DE AVIAÇÃO;19970
1990;REGIÃO NORTE;TO;PORTO NACIONAL;1718204;QUEROSENE DE AVIAÇÃO;629465
1990;REGIÃO NORTE;TO;MIRACEMA DO TOCANTINS;1713205;QUEROSENE DE AVIAÇÃO;104777
1990;REGIÃO NORTE;TO;GURUPI;1709500;QUEROSENE DE AVIAÇÃO;467534
1990;REGIÃO NORTE;PA;SANTAREM;1506807;QUEROSENE DE AVIAÇÃO;14533353
1990;REGIÃO NORTE;PA;SANTANA DO ARAGUAIA;1506708;QUEROSENE DE AVIAÇÃO;189349
1990;REGIÃO NORTE;PA;REDENCAO;1506138;QUEROSENE DE AVIAÇÃO;25741
1990;REGIÃO NORTE;PA;TUCUMA;1508084;QUEROSENE DE AVIAÇÃO;99944
1990;REGIÃO NORTE;PA;TUCURUI;1508100;QUEROSENE DE AVIAÇÃO;1174606
1990;REGIÃO NORTE;PA;SAO FELIX DO XINGU;1507300;QUEROSENE DE AVIAÇÃO;270309
1990;REGIÃO NORDESTE;CE;FORTALEZA;2304400;QUEROSENE DE AVIAÇÃO;49322708
1990;REGIÃO NORDESTE;PI;TERESINA;2211001;QUEROSENE DE AVIAÇÃO;12756175
1990;REGIÃO NORDESTE;PI;GUADALUPE;2204501;QUEROSENE DE AVIAÇÃO;20280
1990;REGIÃO NORDESTE;RN;AUGUSTO SEVERO;2401305;QUEROSENE DE AVIAÇÃO;19330
1990;REGIÃO NORDESTE;RN;ACU;2400208;QUEROSENE DE AVIAÇÃO;3109
1990;REGIÃO NORDESTE;CE;JUAZEIRO DO NORTE;2307304;QUEROSENE DE AVIAÇÃO;26470
1990;REGIÃO NORDESTE;MA;ALCANTARA;2100204;QUEROSENE DE AVIAÇÃO;29730
1990;REGIÃO NORDESTE;MA;ACAILANDIA;2100055;QUEROSENE DE AVIAÇÃO;851374
1990;REGIÃO NORDESTE;PE;FERNANDO DE NORONHA;2605459;QUEROSENE DE AVIAÇÃO;1125250
1990;REGIÃO NORDESTE;MA;SAO LUIS;2111300;QUEROSENE DE AVIAÇÃO;25971098
1990;REGIÃO NORDESTE;MA;IMPERATRIZ;2105302;QUEROSENE DE AVIAÇÃO;4714547
1990;REGIÃO NORDESTE;MA;CAROLINA;2102804;QUEROSENE DE AVIAÇÃO;866423
1990;REGIÃO NORTE;PA;PARAUAPEBAS;1505536;QUEROSENE DE AVIAÇÃO;96951
1990;REGIÃO NORTE;AM;COARI;1301209;QUEROSENE DE AVIAÇÃO;979828
1990;REGIÃO NORTE;AM;CARAUARI;1301001;QUEROSENE DE AVIAÇÃO;1018375
1990;REGIÃO NORTE;AM;BARCELOS;1300409;QUEROSENE DE AVIAÇÃO;316496
1990;REGIÃO NORTE;AM;MANICORE;1302702;QUEROSENE DE AVIAÇÃO;558078
1990;REGIÃO NORTE;AM;MANAUS;1302603;QUEROSENE DE AVIAÇÃO;152746010
1990;REGIÃO NORTE;AM;CODAJAS;1301308;QUEROSENE DE AVIAÇÃO;4488
1990;REGIÃO NORTE;RO;PORTO VELHO;1100205;QUEROSENE DE AVIAÇÃO;14728500
1990;REGIÃO NORTE;RO;JI-PARANA;1100122;QUEROSENE DE AVIAÇÃO;36443
1990;REGIÃO NORTE;RO;GUAJARA-MIRIM;1100106;QUEROSENE DE AVIAÇÃO;88308
1990;REGIÃO NORTE;AC;RIO BRANCO;1200401;QUEROSENE DE AVIAÇÃO;6242359
1990;REGIÃO NORTE;AC;CRUZEIRO DO SUL;1200203;QUEROSENE DE AVIAÇÃO;1939919
1990;REGIÃO NORTE;RO;VILHENA;1100304;QUEROSENE DE AVIAÇÃO;975184
1990;REGIÃO NORTE;PA;BELEM;1501402;QUEROSENE DE AVIAÇÃO;71296389
1990;REGIÃO NORTE;PA;ALTAMIRA;1500602;QUEROSENE DE AVIAÇÃO;1942552
1990;REGIÃO NORTE;PA;ALMEIRIM;1500503;QUEROSENE DE AVIAÇÃO;347654
1990;REGIÃO NORTE;PA;MARABA;1504208;QUEROSENE DE AVIAÇÃO;4622335
1990;REGIÃO NORTE;PA;ITAITUBA;1503606;QUEROSENE DE AVIAÇÃO;3620762
1990;REGIÃO NORTE;PA;CONCEICAO DO ARAGUAIA;1502707;QUEROSENE DE AVIAÇÃO;1361929
1990;REGIÃO NORTE;AM;TEFE;1304203;QUEROSENE DE AVIAÇÃO;3071912
1990;REGIÃO NORTE;AM;TABATINGA;1304062;QUEROSENE DE AVIAÇÃO;1836821
1990;REGIÃO NORTE;AM;SAO GABRIEL DA CACHOEI;1303809;QUEROSENE DE AVIAÇÃO;4128357
1990;REGIÃO NORTE;RR;MUCAJAI;1400308;QUEROSENE DE AVIAÇÃO;79028
1990;REGIÃO NORTE;RR;CARACARAI;1400209;QUEROSENE DE AVIAÇÃO;55413
1990;REGIÃO NORTE;RR;BOA VISTA;1400100;QUEROSENE DE AVIAÇÃO;10093914
1990;REGIÃO SUDESTE;MG;ITACARAMBI;3132107;QUEROSENE DE AVIAÇÃO;9962
1990;REGIÃO SUDESTE;MG;IPATINGA;3131307;QUEROSENE DE AVIAÇÃO;924796
1990;REGIÃO SUDESTE;MG;GOVERNADOR VALADARES;3127701;QUEROSENE DE AVIAÇÃO;250392
1990;REGIÃO SUDESTE;MG;MESQUITA;3141702;QUEROSENE DE AVIAÇÃO;529474
1990;REGIÃO SUDESTE;MG;LAGOA SANTA;3137601;QUEROSENE DE AVIAÇÃO;47260749
1990;REGIÃO SUDESTE;MG;JUIZ DE FORA;3136702;QUEROSENE DE AVIAÇÃO;10013
1990;REGIÃO SUDESTE;MG;BELO HORIZONTE;3106200;QUEROSENE DE AVIAÇÃO;19139292
1990;REGIÃO SUDESTE;MG;BARBACENA;3105608;QUEROSENE DE AVIAÇÃO;63266
1990;REGIÃO SUDESTE;MG;ARAXA;3104007;QUEROSENE DE AVIAÇÃO;198707
1990;REGIÃO SUDESTE;MG;FRONTEIRA;3127008;QUEROSENE DE AVIAÇÃO;49683
1990;REGIÃO SUDESTE;MG;CONTAGEM;3118601;QUEROSENE DE AVIAÇÃO;2000
1990;REGIÃO SUDESTE;MG;BETIM;3106705;QUEROSENE DE AVIAÇÃO;405949
1990;REGIÃO SUDESTE;RJ;ANGRA DOS REIS;3300100;QUEROSENE DE AVIAÇÃO;50151
1990;REGIÃO SUDESTE;ES;VITORIA;3205309;QUEROSENE DE AVIAÇÃO;9617416
1990;REGIÃO SUDESTE;ES;SAO MATEUS;3204906;QUEROSENE DE AVIAÇÃO;108366
1990;REGIÃO SUDESTE;RJ;DUQUE DE CAXIAS;3301702;QUEROSENE DE AVIAÇÃO;2275
1990;REGIÃO SUDESTE;RJ;CAMPOS DOS GOYTACAZES;3301009;QUEROSENE DE AVIAÇÃO;446538
1990;REGIÃO SUDESTE;RJ;CABO FRIO;3300704;QUEROSENE DE AVIAÇÃO;250
1990;REGIÃO SUDESTE;MG;POCOS DE CALDAS;3151800;QUEROSENE DE AVIAÇÃO;30967
1990;REGIÃO SUDESTE;MG;NOVA PONTE;3145000;QUEROSENE DE AVIAÇÃO;62147
1990;REGIÃO SUDESTE;MG;MONTES CLAROS;3143302;QUEROSENE DE AVIAÇÃO;482323
1990;REGIÃO SUDESTE;MG;UBERLANDIA;3170206;QUEROSENE DE AVIAÇÃO;3585987
1990;REGIÃO SUDESTE;MG;UBERABA;3170107;QUEROSENE DE AVIAÇÃO;4033265
1990;REGIÃO SUDESTE;MG;POUSO ALEGRE;3152501;QUEROSENE DE AVIAÇÃO;5050
1990;REGIÃO SUDESTE;MG;ALPINOPOLIS;3101904;QUEROSENE DE AVIAÇÃO;69451
1990;REGIÃO NORDESTE;AL;MACEIO;2704302;QUEROSENE DE AVIAÇÃO;2007
1990;REGIÃO NORDESTE;PE;RECIFE;2611606;QUEROSENE DE AVIAÇÃO;165778820
1990;REGIÃO NORDESTE;PE;PETROLINA;2611101;QUEROSENE DE AVIAÇÃO;2655546
1990;REGIÃO NORDESTE;SE;LARANJEIRAS;2803609;QUEROSENE DE AVIAÇÃO;58870
1990;REGIÃO NORDESTE;SE;ARACAJU;2800308;QUEROSENE DE AVIAÇÃO;27023495
1990;REGIÃO NORDESTE;AL;RIO LARGO;2707701;QUEROSENE DE AVIAÇÃO;22107330
1990;REGIÃO NORDESTE;RN;MOSSORO;2408003;QUEROSENE DE AVIAÇÃO;2606
1990;REGIÃO NORDESTE;RN;GUAMARE;2404507;QUEROSENE DE AVIAÇÃO;297027
1990;REGIÃO NORDESTE;RN;PARNAMIRIM;2403251;QUEROSENE DE AVIAÇÃO;26765556
1990;REGIÃO NORDESTE;PE;MARAIAL;2609204;QUEROSENE DE AVIAÇÃO;10853
1990;REGIÃO NORDESTE;PB;JOAO PESSOA;2507507;QUEROSENE DE AVIAÇÃO;5701
1990;REGIÃO NORDESTE;RN;NATAL;2408102;QUEROSENE DE AVIAÇÃO;34874
1990;REGIÃO NORDESTE;BA;SALVADOR;2927408;QUEROSENE DE AVIAÇÃO;92257044
1990;REGIÃO NORDESTE;BA;PORTO SEGURO;2925303;QUEROSENE DE AVIAÇÃO;1648035
1990;REGIÃO NORDESTE;BA;PAULO AFONSO;2924009;QUEROSENE DE AVIAÇÃO;238606
1990;REGIÃO NORDESTE;BA;VITORIA DA CONQUISTA;2933307;QUEROSENE DE AVIAÇÃO;118594
1990;REGIÃO NORDESTE;BA;SAO FRANCISCO DO CONDE;2929206;QUEROSENE DE AVIAÇÃO;81057
1990;REGIÃO NORDESTE;BA;SANTA MARIA DA VITORIA;2928109;QUEROSENE DE AVIAÇÃO;3831
1990;REGIÃO NORDESTE;BA;BOM JESUS DA LAPA;2903904;QUEROSENE DE AVIAÇÃO;101054
1990;REGIÃO NORDESTE;BA;BARREIRAS;2903201;QUEROSENE DE AVIAÇÃO;45562
1990;REGIÃO NORDESTE;SE;PIRAMBU;2805307;QUEROSENE DE AVIAÇÃO;744
1990;REGIÃO NORDESTE;BA;ILHEUS;2913606;QUEROSENE DE AVIAÇÃO;6958358
1990;REGIÃO NORDESTE;BA;GUANAMBI;2911709;QUEROSENE DE AVIAÇÃO;35935
1990;REGIÃO NORDESTE;BA;CARAVELAS;2906907;QUEROSENE DE AVIAÇÃO;3283752
1991;REGIÃO SUDESTE;SP;SAO CARLOS;3548906;QUEROSENE DE AVIAÇÃO;36079
1991;REGIÃO SUDESTE;SP;SAO CAETANO DO SUL;3548807;QUEROSENE DE AVIAÇÃO;21002
1991;REGIÃO SUDESTE;SP;SAO BERNARDO DO CAMPO;3548708;QUEROSENE DE AVIAÇÃO;122304
1991;REGIÃO SUDESTE;SP;SAO JOSE DO RIO PRETO;3549805;QUEROSENE DE AVIAÇÃO;1180337
1991;REGIÃO SUDESTE;SP;SAO SEBASTIAO;3550704;QUEROSENE DE AVIAÇÃO;361574
1991;REGIÃO SUDESTE;SP;SAO PAULO;3550308;QUEROSENE DE AVIAÇÃO;154839621
1991;REGIÃO SUDESTE;SP;SAO JOSE DOS CAMPOS;3549904;QUEROSENE DE AVIAÇÃO;5874040
1991;REGIÃO SUDESTE;SP;SANTOS;3548500;QUEROSENE DE AVIAÇÃO;1821
1991;REGIÃO SUDESTE;SP;PIRACICABA;3538709;QUEROSENE DE AVIAÇÃO;155059
1991;REGIÃO SUDESTE;SP;PENAPOLIS;3537305;QUEROSENE DE AVIAÇÃO;38370
1991;REGIÃO SUDESTE;SP;PAULINIA;3536505;QUEROSENE DE AVIAÇÃO;2488048
1991;REGIÃO SUDESTE;SP;PIRASSUNUNGA;3539301;QUEROSENE DE AVIAÇÃO;5493434
1991;REGIÃO SUDESTE;SP;SANTO ANDRE;3547809;QUEROSENE DE AVIAÇÃO;19500
1991;REGIÃO SUDESTE;SP;RIBEIRAO PRETO;3543402;QUEROSENE DE AVIAÇÃO;1213012
1991;REGIÃO SUDESTE;SP;PRESIDENTE PRUDENTE;3541406;QUEROSENE DE AVIAÇÃO;435227
1991;REGIÃO SUL;PR;MARINGA;4115200;QUEROSENE DE AVIAÇÃO;481334
1991;REGIÃO SUL;PR;LONDRINA;4113700;QUEROSENE DE AVIAÇÃO;1853809
1991;REGIÃO SUL;PR;FOZ DO IGUACU;4108304;QUEROSENE DE AVIAÇÃO;13032884
1991;REGIÃO SUL;PR;MOREIRA SALES;4116109;QUEROSENE DE AVIAÇÃO;6881
1991;REGIÃO SUL;PR;TOLEDO;4127700;QUEROSENE DE AVIAÇÃO;17843
1991;REGIÃO SUL;PR;SAO JOSE DOS PINHAIS;4125506;QUEROSENE DE AVIAÇÃO;29518491
1991;REGIÃO SUL;PR;PONTA GROSSA;4119905;QUEROSENE DE AVIAÇÃO;92890
1991;REGIÃO SUL;PR;CURITIBA;4106902;QUEROSENE DE AVIAÇÃO;964162
1991;REGIÃO SUDESTE;SP;TEODORO SAMPAIO;3554300;QUEROSENE DE AVIAÇÃO;107724
1991;REGIÃO SUDESTE;SP;TAUBATE;3554102;QUEROSENE DE AVIAÇÃO;2821795
1991;REGIÃO SUDESTE;SP;SOROCABA;3552205;QUEROSENE DE AVIAÇÃO;422921
1991;REGIÃO SUL;PR;ARAPONGAS;4101507;QUEROSENE DE AVIAÇÃO;20808
1991;REGIÃO SUL;PR;CASCAVEL;4104808;QUEROSENE DE AVIAÇÃO;163684
1991;REGIÃO SUL;PR;BANDEIRANTES;4102406;QUEROSENE DE AVIAÇÃO;15148
1991;REGIÃO SUL;PR;ARAUCARIA;4101804;QUEROSENE DE AVIAÇÃO;1920312
1991;REGIÃO SUDESTE;SP;CASTILHO;3511003;QUEROSENE DE AVIAÇÃO;166748
1991;REGIÃO SUDESTE;SP;CAMPINAS;3509502;QUEROSENE DE AVIAÇÃO;31536497
1991;REGIÃO SUDESTE;SP;BOTUCATU;3507506;QUEROSENE DE AVIAÇÃO;9000
1991;REGIÃO SUDESTE;SP;CATANDUVA;3511102;QUEROSENE DE AVIAÇÃO;19357
1991;REGIÃO SUDESTE;SP;ESPIRITO SANTO DO PINH;3515186;QUEROSENE DE AVIAÇÃO;46099
1991;REGIÃO SUDESTE;SP;EMBU-GUACU;3515103;QUEROSENE DE AVIAÇÃO;27257
1991;REGIÃO SUDESTE;SP;DIADEMA;3513801;QUEROSENE DE AVIAÇÃO;26507
1991;REGIÃO SUDESTE;SP;BAURU;3506003;QUEROSENE DE AVIAÇÃO;944192
1991;REGIÃO SUDESTE;SP;ARARAQUARA;3503208;QUEROSENE DE AVIAÇÃO;131590
1991;REGIÃO SUDESTE;SP;ARACATUBA;3502804;QUEROSENE DE AVIAÇÃO;110433
1991;REGIÃO SUDESTE;SP;ANDRADINA;3502101;QUEROSENE DE AVIAÇÃO;3457
1991;REGIÃO SUDESTE;SP;ARARAS;3503307;QUEROSENE DE AVIAÇÃO;7604
1991;REGIÃO SUDESTE;SP;BARUERI;3505708;QUEROSENE DE AVIAÇÃO;527390
1991;REGIÃO SUDESTE;SP;BARRETOS;3505500;QUEROSENE DE AVIAÇÃO;237782
1991;REGIÃO SUDESTE;SP;ARIRANHA;3503703;QUEROSENE DE AVIAÇÃO;2118
1991;REGIÃO SUDESTE;SP;MARILIA;3529005;QUEROSENE DE AVIAÇÃO;497279
1991;REGIÃO SUDESTE;SP;LINS;3527108;QUEROSENE DE AVIAÇÃO;46284
1991;REGIÃO SUDESTE;SP;JUNDIAI;3525904;QUEROSENE DE AVIAÇÃO;3638
1991;REGIÃO SUDESTE;SP;MATAO;3529302;QUEROSENE DE AVIAÇÃO;49876
1991;REGIÃO SUDESTE;SP;OSASCO;3534401;QUEROSENE DE AVIAÇÃO;252275
1991;REGIÃO SUDESTE;SP;ORLANDIA;3534302;QUEROSENE DE AVIAÇÃO;4561
1991;REGIÃO SUDESTE;SP;MOJI DAS CRUZES;3530607;QUEROSENE DE AVIAÇÃO;7404
1991;REGIÃO SUDESTE;SP;ITUVERAVA;3524105;QUEROSENE DE AVIAÇÃO;7094
1991;REGIÃO SUDESTE;SP;GUARUJA;3518701;QUEROSENE DE AVIAÇÃO;1076890
1991;REGIÃO SUDESTE;SP;GUARATINGUETA;3518404;QUEROSENE DE AVIAÇÃO;269405
1991;REGIÃO SUDESTE;SP;FRANCA;3516200;QUEROSENE DE AVIAÇÃO;18726
1991;REGIÃO SUDESTE;SP;GUARULHOS;3518800;QUEROSENE DE AVIAÇÃO;604156535
1991;REGIÃO SUDESTE;SP;ITAPOLIS;3522703;QUEROSENE DE AVIAÇÃO;20951
1991;REGIÃO SUDESTE;SP;ITAPEVA;3522406;QUEROSENE DE AVIAÇÃO;1045
1991;REGIÃO SUDESTE;SP;IPEUNA;3521101;QUEROSENE DE AVIAÇÃO;2763
