ANO;GRANDE REGIÃO;UF;MUNICÍPIO;CÓDIGO IBGE;PRODUTO;VENDAS
1994;REGIÃO CENTRO-OESTE;MT;RONDONOPOLIS                  ;5107601;QUEROSENE DE AVIAÇÃO;53919
1994;REGIÃO SUDESTE;MG;FRONTEIRA                     ;3127001;QUEROSENE DE AVIAÇÃO;49600
1994;REGIÃO NORDESTE;SE;LARANJEIRAS                   ;2803607;QUEROSENE DE AVIAÇÃO;38
1994;REGIÃO SUDESTE;SP;GUARATINGUETA                 ;3518400;QUEROSENE DE AVIAÇÃO;140000
1994;REGIÃO SUDESTE;SP;SAO CARLOS                    ;3548902;QUEROSENE DE AVIAÇÃO;9965
1994;REGIÃO SUDESTE;SP;SAO SEBASTIAO                 ;3550702;QUEROSENE DE AVIAÇÃO;15000
1994;REGIÃO CENTRO-OESTE;MT;CAMPO NOVO DO PARECIS         ;5102570;QUEROSENE DE AVIAÇÃO;48000
1994;REGIÃO NORDESTE;CE;*;2300406;QUEROSENE DE AVIAÇÃO;21869
1994;REGIÃO NORDESTE;CE;*;2303406;QUEROSENE DE AVIAÇÃO;265810
1994;REGIÃO NORTE;AM;BARCELOS                      ;1300407;QUEROSENE DE AVIAÇÃO;20000
1994;REGIÃO SUDESTE;SP;LENCOIS PAULISTA              ;3526801;QUEROSENE DE AVIAÇÃO;30000
1994;REGIÃO CENTRO-OESTE;GO;RIO QUENTE                    ;5218772;QUEROSENE DE AVIAÇÃO;41634
1994;REGIÃO SUL;RS;CACEQUI                       ;4302907;QUEROSENE DE AVIAÇÃO;40000
1994;REGIÃO CENTRO-OESTE;MT;SAO FELIX DO ARAGUAIA         ;5107857;QUEROSENE DE AVIAÇÃO;43826
1994;REGIÃO NORDESTE;RN;PASSA E FICA                  ;2409100;QUEROSENE DE AVIAÇÃO;8919
1994;REGIÃO SUL;SC;VIDEIRA                       ;4219309;QUEROSENE DE AVIAÇÃO;60013
1994;REGIÃO NORDESTE;RN;AUGUSTO SEVERO                ;2401304;QUEROSENE DE AVIAÇÃO;1279
1994;REGIÃO NORDESTE;RN;GUAMARE                       ;2404508;QUEROSENE DE AVIAÇÃO;222600
1994;REGIÃO SUL;RS;PELOTAS                       ;4314409;QUEROSENE DE AVIAÇÃO;237581
1994;REGIÃO CENTRO-OESTE;MT;CACERES                       ;5102502;QUEROSENE DE AVIAÇÃO;34118
1994;REGIÃO CENTRO-OESTE;MT;SINOP                         ;5107903;QUEROSENE DE AVIAÇÃO;25524
1994;REGIÃO NORTE;TO;PORTO NACIONAL                ;1702556;QUEROSENE DE AVIAÇÃO;98313
1994;REGIÃO NORTE;TO;PALMAS                        ;1702920;QUEROSENE DE AVIAÇÃO;98185
1994;REGIÃO NORTE;PA;ALMEIRIM                      ;1500503;QUEROSENE DE AVIAÇÃO;24983
1994;REGIÃO NORDESTE;PE;IPOJUCA                       ;2607204;QUEROSENE DE AVIAÇÃO;546675
1994;REGIÃO SUDESTE;SP;SAO CAETANO DO SUL            ;3548805;QUEROSENE DE AVIAÇÃO;202449
1994;REGIÃO SUDESTE;SP;ITANHAEM                      ;3522105;QUEROSENE DE AVIAÇÃO;76002
1994;REGIÃO SUDESTE;SP;LINS                          ;3527107;QUEROSENE DE AVIAÇÃO;4837
1994;REGIÃO SUL;RS;PALMARES DO SUL               ;4313526;QUEROSENE DE AVIAÇÃO;200
1994;REGIÃO SUDESTE;SP;ARARAQUARA                    ;3503208;QUEROSENE DE AVIAÇÃO;57858
1994;REGIÃO SUL;PR;CAPANEMA                      ;4104501;QUEROSENE DE AVIAÇÃO;1488
1994;REGIÃO SUDESTE;SP;ESPIRITO SANTO DO PINHAL      ;3515184;QUEROSENE DE AVIAÇÃO;10000
1994;REGIÃO SUL;RS;SAO LEOPOLDO                  ;4318706;QUEROSENE DE AVIAÇÃO;100
1994;REGIÃO SUL;RS;URUGUAIANA                    ;4322401;QUEROSENE DE AVIAÇÃO;1112
1994;REGIÃO NORTE;AC;XAPURI                        ;1200704;QUEROSENE DE AVIAÇÃO;1915
1994;REGIÃO NORDESTE;CE;PARACURU                      ;2310201;QUEROSENE DE AVIAÇÃO;15000
1994;REGIÃO SUDESTE;MG;ITACARAMBI                    ;3132102;QUEROSENE DE AVIAÇÃO;39400
1994;REGIÃO SUL;PR;CORNELIO PROCOPIO             ;4106407;QUEROSENE DE AVIAÇÃO;2865
1994;REGIÃO SUL;PR;PONTA GROSSA                  ;4119908;QUEROSENE DE AVIAÇÃO;6786
1994;REGIÃO CENTRO-OESTE;MT;JUARA                         ;5104955;QUEROSENE DE AVIAÇÃO;20000
1994;REGIÃO SUL;PR;ARAUCARIA                     ;4101804;QUEROSENE DE AVIAÇÃO;2231441
1994;REGIÃO SUL;PR;CASCAVEL                      ;4104803;QUEROSENE DE AVIAÇÃO;98054
1994;REGIÃO SUDESTE;SP;MATAO                         ;3529304;QUEROSENE DE AVIAÇÃO;189881
1994;REGIÃO SUDESTE;SP;PAULINIA                      ;3536505;QUEROSENE DE AVIAÇÃO;1760608
1994;REGIÃO SUL;SC;CHAPECO                       ;4204204;QUEROSENE DE AVIAÇÃO;180520
1994;REGIÃO SUL;RS;ESTEIO                        ;4307704;QUEROSENE DE AVIAÇÃO;964700
1994;REGIÃO SUL;RS;PASSO FUNDO                   ;4314107;QUEROSENE DE AVIAÇÃO;477249
1994;REGIÃO SUL;SC;NAVEGANTES                    ;4211308;QUEROSENE DE AVIAÇÃO;1697345
1994;REGIÃO SUL;RS;CAXIAS DO SUL                 ;4305108;QUEROSENE DE AVIAÇÃO;76519
1994;REGIÃO NORDESTE;BA;PAULO AFONSO                  ;2924005;QUEROSENE DE AVIAÇÃO;266747
1994;REGIÃO NORDESTE;BA;SAO FRANCISCO DO CONDE        ;2929201;QUEROSENE DE AVIAÇÃO;386807
1994;REGIÃO NORDESTE;AL;RIO LARGO                     ;2707705;QUEROSENE DE AVIAÇÃO;21130423
1994;REGIÃO NORDESTE;BA;ILHEUS                        ;2913607;QUEROSENE DE AVIAÇÃO;6284488
1994;REGIÃO NORDESTE;BA;VITORIA DA CONQUISTA          ;2933306;QUEROSENE DE AVIAÇÃO;17522
1994;REGIÃO SUDESTE;RJ;PETROPOLIS                    ;3303900;QUEROSENE DE AVIAÇÃO;697000,68
1994;REGIÃO SUDESTE;SP;ARACATUBA                     ;3502805;QUEROSENE DE AVIAÇÃO;138205
1994;REGIÃO SUDESTE;MG;BETIM                         ;3106705;QUEROSENE DE AVIAÇÃO;179400
1994;REGIÃO SUDESTE;RJ;DUQUE DE CAXIAS               ;3301702;QUEROSENE DE AVIAÇÃO;6598,67
1994;REGIÃO NORDESTE;PE;PETROLINA                     ;2611104;QUEROSENE DE AVIAÇÃO;2519719
1994;REGIÃO SUDESTE;SP;GUARULHOS                     ;3518809;QUEROSENE DE AVIAÇÃO;993592318
1994;REGIÃO NORDESTE;PE;RECIFE                        ;2611600;QUEROSENE DE AVIAÇÃO;121180989
1994;REGIÃO SUDESTE;RJ;RIO DE JANEIRO                ;3304558;QUEROSENE DE AVIAÇÃO;688213404,9
1995;REGIÃO NORTE;RO;VILHENA                       ;1100300;QUEROSENE DE AVIAÇÃO;684997
1995;REGIÃO NORTE;AC;CRUZEIRO DO SUL               ;1200208;QUEROSENE DE AVIAÇÃO;944369
1995;REGIÃO NORTE;RO;PORTO VELHO                   ;1100203;QUEROSENE DE AVIAÇÃO;24082417
1995;REGIÃO SUDESTE;SP;ARACATUBA                     ;3502805;QUEROSENE DE AVIAÇÃO;131399
1995;REGIÃO SUDESTE;SP;BAURU                         ;3506002;QUEROSENE DE AVIAÇÃO;487789
1995;REGIÃO SUDESTE;RJ;CAMPOS DOS GOYTACAZES         ;3301001;QUEROSENE DE AVIAÇÃO;134181
1995;REGIÃO SUDESTE;RJ;MACAE                         ;3302407;QUEROSENE DE AVIAÇÃO;8336948
1995;REGIÃO SUDESTE;SP;CAMPINAS                      ;3509508;QUEROSENE DE AVIAÇÃO;157248857
1995;REGIÃO SUDESTE;SP;MARILIA                       ;3529002;QUEROSENE DE AVIAÇÃO;680941
1995;REGIÃO SUDESTE;SP;PIRACICABA                    ;3538702;QUEROSENE DE AVIAÇÃO;214570
1995;REGIÃO SUDESTE;SP;GUARUJA                       ;3518701;QUEROSENE DE AVIAÇÃO;1044317
1995;REGIÃO SUDESTE;SP;LENCOIS PAULISTA              ;3526801;QUEROSENE DE AVIAÇÃO;50000
1995;REGIÃO SUDESTE;MG;ITACARAMBI                    ;3132102;QUEROSENE DE AVIAÇÃO;40000
1995;REGIÃO SUDESTE;MG;LAGOA SANTA                   ;3137600;QUEROSENE DE AVIAÇÃO;71878388
1995;REGIÃO SUDESTE;MG;BARBACENA                     ;3105601;QUEROSENE DE AVIAÇÃO;179152
1995;REGIÃO SUDESTE;MG;BELO HORIZONTE                ;3106209;QUEROSENE DE AVIAÇÃO;15984858
1995;REGIÃO SUDESTE;MG;MONTES CLAROS                 ;3143309;QUEROSENE DE AVIAÇÃO;625814
1995;REGIÃO SUDESTE;ES;SAO MATEUS                    ;3204901;QUEROSENE DE AVIAÇÃO;140000
1995;REGIÃO SUDESTE;ES;VITORIA                       ;3205304;QUEROSENE DE AVIAÇÃO;10551450
1995;REGIÃO SUDESTE;MG;UBERABA                       ;3170101;QUEROSENE DE AVIAÇÃO;1613941
1995;REGIÃO SUDESTE;MG;UBERLANDIA                    ;3170209;QUEROSENE DE AVIAÇÃO;2699673
1995;REGIÃO SUDESTE;SP;PIRASSUNUNGA                  ;3539300;QUEROSENE DE AVIAÇÃO;3950696
1995;REGIÃO SUL;PR;LONDRINA                      ;4113705;QUEROSENE DE AVIAÇÃO;2534361
1995;REGIÃO SUL;PR;MARINGA                       ;4115201;QUEROSENE DE AVIAÇÃO;1236219
1995;REGIÃO SUL;PR;CURITIBA                      ;4106903;QUEROSENE DE AVIAÇÃO;1221786
1995;REGIÃO SUL;PR;FOZ DO IGUACU                 ;4108302;QUEROSENE DE AVIAÇÃO;14097046
1995;REGIÃO SUL;PR;SAO JOSE DOS PINHAIS          ;4125509;QUEROSENE DE AVIAÇÃO;50068998
1995;REGIÃO SUL;SC;FORQUILHINHA                  ;4205456;QUEROSENE DE AVIAÇÃO;81029
1995;REGIÃO SUL;SC;ITAJAI                        ;4208200;QUEROSENE DE AVIAÇÃO;62766
1995;REGIÃO SUL;SC;CRICIUMA                      ;4204603;QUEROSENE DE AVIAÇÃO;439813
1995;REGIÃO SUL;SC;FLORIANOPOLIS                 ;4205405;QUEROSENE DE AVIAÇÃO;23146477
1995;REGIÃO SUDESTE;SP;SAO JOSE DO RIO PRETO         ;3549801;QUEROSENE DE AVIAÇÃO;4740309
1995;REGIÃO SUDESTE;SP;SAO JOSE DOS CAMPOS           ;3549909;QUEROSENE DE AVIAÇÃO;12234133
1995;REGIÃO SUDESTE;SP;PRESIDENTE PRUDENTE           ;3541401;QUEROSENE DE AVIAÇÃO;1032567
1995;REGIÃO SUDESTE;SP;RIBEIRAO PRETO                ;3543404;QUEROSENE DE AVIAÇÃO;12311622
1995;REGIÃO SUDESTE;SP;SAO PAULO                     ;3550303;QUEROSENE DE AVIAÇÃO;282197172
1995;REGIÃO SUDESTE;SP;TEODORO SAMPAIO               ;3554309;QUEROSENE DE AVIAÇÃO;75984
1995;REGIÃO SUL;PR;CASCAVEL                      ;4104803;QUEROSENE DE AVIAÇÃO;82832
1995;REGIÃO SUDESTE;SP;SOROCABA                      ;3552209;QUEROSENE DE AVIAÇÃO;475608
1995;REGIÃO SUDESTE;SP;TAUBATE                       ;3554104;QUEROSENE DE AVIAÇÃO;1073154
1995;REGIÃO NORDESTE;BA;SALVADOR                      ;2927403;QUEROSENE DE AVIAÇÃO;144941777
1995;REGIÃO NORTE;PA;ITAITUBA                      ;1503600;QUEROSENE DE AVIAÇÃO;1166680
1995;REGIÃO NORTE;PA;MARABA                        ;1504207;QUEROSENE DE AVIAÇÃO;685106
1995;REGIÃO NORTE;PA;BELEM                         ;1501402;QUEROSENE DE AVIAÇÃO;58911613
1995;REGIÃO NORTE;PA;CONCEICAO DO ARAGUAIA         ;1502700;QUEROSENE DE AVIAÇÃO;346010
1995;REGIÃO NORTE;PA;PARAUAPEBAS                   ;1505521;QUEROSENE DE AVIAÇÃO;818119
1995;REGIÃO NORTE;AP;MACAPA                        ;1600303;QUEROSENE DE AVIAÇÃO;1985984
1995;REGIÃO NORTE;TO;GURUPI                        ;1701509;QUEROSENE DE AVIAÇÃO;1129088
1995;REGIÃO NORTE;PA;SANTAREM                      ;1506803;QUEROSENE DE AVIAÇÃO;7570237
1995;REGIÃO NORTE;PA;TUCUMA                        ;1508121;QUEROSENE DE AVIAÇÃO;321312
1995;REGIÃO NORTE;AM;EIRUNEPE                      ;1301403;QUEROSENE DE AVIAÇÃO;192950
1995;REGIÃO NORTE;AM;MANAUS                        ;1302604;QUEROSENE DE AVIAÇÃO;174664381
1995;REGIÃO NORTE;AC;RIO BRANCO                    ;1200402;QUEROSENE DE AVIAÇÃO;4288181
1995;REGIÃO NORTE;AM;COARI                         ;1301209;QUEROSENE DE AVIAÇÃO;594864
1995;REGIÃO NORTE;AM;SAO GABRIEL DA CACHOEIRA      ;1303805;QUEROSENE DE AVIAÇÃO;1047899
1995;REGIÃO NORTE;RR;BOA VISTA                     ;1400100;QUEROSENE DE AVIAÇÃO;3464282
1995;REGIÃO NORTE;PA;ALTAMIRA                      ;1500600;QUEROSENE DE AVIAÇÃO;167472
1995;REGIÃO NORTE;AM;TABATINGA                     ;1304054;QUEROSENE DE AVIAÇÃO;935984
1995;REGIÃO NORTE;AM;TEFE                          ;1304208;QUEROSENE DE AVIAÇÃO;2200815
1995;REGIÃO NORTE;TO;PORTO NACIONAL                ;1702556;QUEROSENE DE AVIAÇÃO;525131
1995;REGIÃO NORDESTE;PB;CABEDELO                      ;2503204;QUEROSENE DE AVIAÇÃO;53176
1995;REGIÃO NORDESTE;PB;CAMPINA GRANDE                ;2504006;QUEROSENE DE AVIAÇÃO;324250
1995;REGIÃO NORDESTE;RN;PASSA E FICA                  ;2409100;QUEROSENE DE AVIAÇÃO;1500
1995;REGIÃO NORDESTE;PB;BAYEUX                        ;2501805;QUEROSENE DE AVIAÇÃO;3624725
1995;REGIÃO NORDESTE;PB;JOAO PESSOA                   ;2507501;QUEROSENE DE AVIAÇÃO;112454
1995;REGIÃO NORDESTE;BA;CARAVELAS                     ;2906902;QUEROSENE DE AVIAÇÃO;495318
1995;REGIÃO NORDESTE;BA;PORTO SEGURO                  ;2925303;QUEROSENE DE AVIAÇÃO;4272108
1995;REGIÃO NORDESTE;SE;ARACAJU                       ;2800306;QUEROSENE DE AVIAÇÃO;22325679
1995;REGIÃO NORDESTE;BA;BARREIRAS                     ;2903202;QUEROSENE DE AVIAÇÃO;74560
1995;REGIÃO NORDESTE;MA;SAO LUIS                      ;2111306;QUEROSENE DE AVIAÇÃO;16659599
1995;REGIÃO NORDESTE;PI;TERESINA                      ;2211009;QUEROSENE DE AVIAÇÃO;11811972
1995;REGIÃO NORTE;TO;PALMAS                        ;1702920;QUEROSENE DE AVIAÇÃO;374748
1995;REGIÃO NORDESTE;MA;IMPERATRIZ                    ;2105306;QUEROSENE DE AVIAÇÃO;1729940
1995;REGIÃO NORDESTE;CE;FORTALEZA                     ;2304406;QUEROSENE DE AVIAÇÃO;72540578
1995;REGIÃO NORDESTE;RN;MOSSORO                       ;2408007;QUEROSENE DE AVIAÇÃO;11960
1995;REGIÃO NORDESTE;RN;NATAL                         ;2408104;QUEROSENE DE AVIAÇÃO;29686
1995;REGIÃO NORDESTE;RN;PARNAMIRIM                    ;2403250;QUEROSENE DE AVIAÇÃO;41884362
1995;REGIÃO NORDESTE;RN;GUAMARE                       ;2404508;QUEROSENE DE AVIAÇÃO;314200
1995;REGIÃO CENTRO-OESTE;GO;ANAPOLIS                      ;5201101;QUEROSENE DE AVIAÇÃO;8966784
1995;REGIÃO CENTRO-OESTE;GO;GOIANIA                       ;5208700;QUEROSENE DE AVIAÇÃO;21550052
1995;REGIÃO CENTRO-OESTE;MT;CACERES                       ;5102502;QUEROSENE DE AVIAÇÃO;268266
1995;REGIÃO CENTRO-OESTE;MT;VARZEA GRANDE                 ;5108403;QUEROSENE DE AVIAÇÃO;27630375
1995;REGIÃO CENTRO-OESTE;GO;RIO QUENTE                    ;5218772;QUEROSENE DE AVIAÇÃO;65109
1995;REGIÃO CENTRO-OESTE;DF;BRASILIA                      ;5300100;QUEROSENE DE AVIAÇÃO;184394030
1995;REGIÃO SUL;RS;PELOTAS                       ;4314409;QUEROSENE DE AVIAÇÃO;209554
1995;REGIÃO SUL;RS;PORTO ALEGRE                  ;4314905;QUEROSENE DE AVIAÇÃO;68190208
1995;REGIÃO SUL;SC;JOINVILLE                     ;4209109;QUEROSENE DE AVIAÇÃO;383040
1995;REGIÃO SUL;RS;CANOAS                        ;4304608;QUEROSENE DE AVIAÇÃO;4573273
1995;REGIÃO CENTRO-OESTE;MS;CAMPO GRANDE                  ;5002702;QUEROSENE DE AVIAÇÃO;16644403
1995;REGIÃO CENTRO-OESTE;MT;ALTA FLORESTA                 ;5100607;QUEROSENE DE AVIAÇÃO;648833
1995;REGIÃO CENTRO-OESTE;MT;BARRA DO GARCAS               ;5101808;QUEROSENE DE AVIAÇÃO;203942
1995;REGIÃO CENTRO-OESTE;MS;CORUMBA                       ;5003202;QUEROSENE DE AVIAÇÃO;471726
1995;REGIÃO CENTRO-OESTE;MS;PONTA PORA                    ;5006600;QUEROSENE DE AVIAÇÃO;322761
1995;REGIÃO SUDESTE;MG;ALPINOPOLIS                   ;3101908;QUEROSENE DE AVIAÇÃO;50000
1995;REGIÃO SUDESTE;SP;CASTILHO                      ;3511006;QUEROSENE DE AVIAÇÃO;897
1995;REGIÃO SUL;SC;VIDEIRA                       ;4219309;QUEROSENE DE AVIAÇÃO;29388
1995;REGIÃO NORDESTE;BA;LAURO DE FREITAS              ;2919206;QUEROSENE DE AVIAÇÃO;53224
1995;REGIÃO SUL;RS;SAO LEOPOLDO                  ;4318706;QUEROSENE DE AVIAÇÃO;150
1995;REGIÃO SUDESTE;SP;GUARATINGUETA                 ;3518400;QUEROSENE DE AVIAÇÃO;30000
1995;REGIÃO SUDESTE;SP;SANTOS                        ;3548503;QUEROSENE DE AVIAÇÃO;100500
1995;REGIÃO NORDESTE;PI;GUADALUPE                     ;2204509;QUEROSENE DE AVIAÇÃO;3000
1995;REGIÃO NORDESTE;CE;JUAZEIRO DO NORTE             ;2307308;QUEROSENE DE AVIAÇÃO;15000
1995;REGIÃO CENTRO-OESTE;MT;SINOP                         ;5107903;QUEROSENE DE AVIAÇÃO;52443
1995;REGIÃO NORDESTE;PE;IPOJUCA                       ;2607204;QUEROSENE DE AVIAÇÃO;92360
1995;REGIÃO NORTE;AM;BARCELOS                      ;1300407;QUEROSENE DE AVIAÇÃO;20000
1995;REGIÃO NORTE;RR;CARACARAI                     ;1400207;QUEROSENE DE AVIAÇÃO;2039
1995;REGIÃO NORTE;AC;BRASILEIA                     ;1200100;QUEROSENE DE AVIAÇÃO;2893
1995;REGIÃO NORTE;PA;BENEVIDES                     ;1501500;QUEROSENE DE AVIAÇÃO;2670
1995;REGIÃO SUL;RS;ALEGRETE                      ;4300408;QUEROSENE DE AVIAÇÃO;2200
1995;REGIÃO SUL;RS;SANTA MARIA                   ;4316908;QUEROSENE DE AVIAÇÃO;4902276
1995;REGIÃO SUDESTE;MG;FRONTEIRA                     ;3127001;QUEROSENE DE AVIAÇÃO;60000
1995;REGIÃO SUDESTE;SP;SAO CARLOS                    ;3548902;QUEROSENE DE AVIAÇÃO;2363
1995;REGIÃO CENTRO-OESTE;MT;RONDONOPOLIS                  ;5107601;QUEROSENE DE AVIAÇÃO;83731
1995;REGIÃO CENTRO-OESTE;MT;SAO FELIX DO ARAGUAIA         ;5107857;QUEROSENE DE AVIAÇÃO;10363
1995;REGIÃO NORTE;PA;ALMEIRIM                      ;1500503;QUEROSENE DE AVIAÇÃO;18522
1995;REGIÃO NORDESTE;PI;PICOS                         ;2208008;QUEROSENE DE AVIAÇÃO;68126
1995;REGIÃO NORDESTE;AL;MACEIO                        ;2704307;QUEROSENE DE AVIAÇÃO;13000
1995;REGIÃO SUDESTE;RJ;ANGRA DOS REIS                ;3300102;QUEROSENE DE AVIAÇÃO;53300
1995;REGIÃO NORDESTE;MA;ARAME                         ;2100959;QUEROSENE DE AVIAÇÃO;2329
1995;REGIÃO NORTE;RO;JI-PARANA                     ;1100122;QUEROSENE DE AVIAÇÃO;1374
1995;REGIÃO CENTRO-OESTE;MT;CUIABA                        ;5103401;QUEROSENE DE AVIAÇÃO;8435
1995;REGIÃO SUDESTE;SP;ORLANDIA                      ;3534308;QUEROSENE DE AVIAÇÃO;2125
1995;REGIÃO NORTE;PA;BARCARENA                     ;1501305;QUEROSENE DE AVIAÇÃO;2600
1995;REGIÃO CENTRO-OESTE;GO;BRITANIA                      ;5203805;QUEROSENE DE AVIAÇÃO;2765
1995;REGIÃO NORTE;PA;MARACANA                      ;1504304;QUEROSENE DE AVIAÇÃO;6500
1995;REGIÃO NORDESTE;SE;LARANJEIRAS                   ;2803607;QUEROSENE DE AVIAÇÃO;1540
1995;REGIÃO SUL;RS;CACEQUI                       ;4302907;QUEROSENE DE AVIAÇÃO;48986
1995;REGIÃO SUDESTE;SP;ESPIRITO SANTO DO PINHAL      ;3515184;QUEROSENE DE AVIAÇÃO;10000
1995;REGIÃO SUL;SC;BLUMENAU                      ;4202406;QUEROSENE DE AVIAÇÃO;450975
1995;REGIÃO NORDESTE;PE;PETROLINA                     ;2611104;QUEROSENE DE AVIAÇÃO;1029759
1995;REGIÃO NORDESTE;AL;RIO LARGO                     ;2707705;QUEROSENE DE AVIAÇÃO;18336985
1995;REGIÃO SUL;SC;NAVEGANTES                    ;4211308;QUEROSENE DE AVIAÇÃO;2221515
1995;REGIÃO SUL;RS;CAXIAS DO SUL                 ;4305108;QUEROSENE DE AVIAÇÃO;65432
1995;REGIÃO SUL;PR;ARAUCARIA                     ;4101804;QUEROSENE DE AVIAÇÃO;3174401
1995;REGIÃO SUL;SC;CHAPECO                       ;4204204;QUEROSENE DE AVIAÇÃO;200185
1995;REGIÃO SUL;RS;ESTEIO                        ;4307704;QUEROSENE DE AVIAÇÃO;1564700
1995;REGIÃO SUL;RS;PALMARES DO SUL               ;4313526;QUEROSENE DE AVIAÇÃO;382
1995;REGIÃO SUL;RS;PASSO FUNDO                   ;4314107;QUEROSENE DE AVIAÇÃO;101987
1995;REGIÃO NORDESTE;BA;SAO FRANCISCO DO CONDE        ;2929201;QUEROSENE DE AVIAÇÃO;472383
1995;REGIÃO SUDESTE;MG;BETIM                         ;3106705;QUEROSENE DE AVIAÇÃO;808577
1995;REGIÃO NORDESTE;BA;ILHEUS                        ;2913607;QUEROSENE DE AVIAÇÃO;3383480
1995;REGIÃO NORDESTE;BA;PAULO AFONSO                  ;2924005;QUEROSENE DE AVIAÇÃO;337951
1995;REGIÃO SUDESTE;MG;GOVERNADOR VALADARES          ;3127702;QUEROSENE DE AVIAÇÃO;109562
1995;REGIÃO SUDESTE;SP;MATAO                         ;3529304;QUEROSENE DE AVIAÇÃO;186190
1995;REGIÃO SUDESTE;SP;PAULINIA                      ;3536505;QUEROSENE DE AVIAÇÃO;2538957
1995;REGIÃO SUDESTE;RJ;DUQUE DE CAXIAS               ;3301702;QUEROSENE DE AVIAÇÃO;127712
1995;REGIÃO SUDESTE;RJ;PETROPOLIS                    ;3303900;QUEROSENE DE AVIAÇÃO;1027000
1995;REGIÃO SUDESTE;SP;SAO CAETANO DO SUL            ;3548805;QUEROSENE DE AVIAÇÃO;319658
1995;REGIÃO NORDESTE;PE;RECIFE                        ;2611600;QUEROSENE DE AVIAÇÃO;173163758
1995;REGIÃO SUDESTE;RJ;RIO DE JANEIRO                ;3304558;QUEROSENE DE AVIAÇÃO;736019664
1995;REGIÃO SUDESTE;SP;GUARULHOS                     ;3518809;QUEROSENE DE AVIAÇÃO;1125338228
1996;REGIÃO SUDESTE;SP;CAMPINAS                      ;3509508;QUEROSENE DE AVIAÇÃO;171239137
1996;REGIÃO SUDESTE;SP;CASTILHO                      ;3511006;QUEROSENE DE AVIAÇÃO;4554
1996;REGIÃO SUDESTE;SP;ARACATUBA                     ;3502805;QUEROSENE DE AVIAÇÃO;176960
1996;REGIÃO SUDESTE;SP;BAURU                         ;3506002;QUEROSENE DE AVIAÇÃO;1771321
1996;REGIÃO SUDESTE;SP;GUARUJA                       ;3518701;QUEROSENE DE AVIAÇÃO;832844
1996;REGIÃO SUDESTE;SP;ORLANDIA                      ;3534308;QUEROSENE DE AVIAÇÃO;2801
1996;REGIÃO SUDESTE;SP;PIRACICABA                    ;3538702;QUEROSENE DE AVIAÇÃO;519151
1996;REGIÃO SUDESTE;SP;LENCOIS PAULISTA              ;3526801;QUEROSENE DE AVIAÇÃO;50000
1996;REGIÃO SUDESTE;SP;MARILIA                       ;3529002;QUEROSENE DE AVIAÇÃO;1438025
1996;REGIÃO SUDESTE;MG;UBERABA                       ;3170101;QUEROSENE DE AVIAÇÃO;1503815
1996;REGIÃO SUDESTE;MG;UBERLANDIA                    ;3170209;QUEROSENE DE AVIAÇÃO;3011658
1996;REGIÃO SUDESTE;MG;LAGOA SANTA                   ;3137600;QUEROSENE DE AVIAÇÃO;53947533
1996;REGIÃO SUDESTE;MG;MONTES CLAROS                 ;3143309;QUEROSENE DE AVIAÇÃO;490625
1996;REGIÃO SUDESTE;ES;SAO MATEUS                    ;3204901;QUEROSENE DE AVIAÇÃO;300000
1996;REGIÃO SUDESTE;RJ;CAMPOS DOS GOYTACAZES         ;3301001;QUEROSENE DE AVIAÇÃO;106195
1996;REGIÃO SUDESTE;RJ;MACAE                         ;3302407;QUEROSENE DE AVIAÇÃO;9024556
1996;REGIÃO SUDESTE;ES;VITORIA                       ;3205304;QUEROSENE DE AVIAÇÃO;10515992
1996;REGIÃO SUDESTE;RJ;ANGRA DOS REIS                ;3300102;QUEROSENE DE AVIAÇÃO;128655
1996;REGIÃO SUDESTE;SP;PIRASSUNUNGA                  ;3539300;QUEROSENE DE AVIAÇÃO;7215733
1996;REGIÃO SUL;PR;SAO JOSE DOS PINHAIS          ;4125509;QUEROSENE DE AVIAÇÃO;43993528
1996;REGIÃO SUL;SC;BLUMENAU                      ;4202406;QUEROSENE DE AVIAÇÃO;515979
1996;REGIÃO SUL;PR;FOZ DO IGUACU                 ;4108302;QUEROSENE DE AVIAÇÃO;15187641
1996;REGIÃO SUL;PR;LONDRINA                      ;4113705;QUEROSENE DE AVIAÇÃO;5369434
1996;REGIÃO SUL;SC;CRICIUMA                      ;4204603;QUEROSENE DE AVIAÇÃO;179054
1996;REGIÃO SUL;SC;JOINVILLE                     ;4209109;QUEROSENE DE AVIAÇÃO;838154
1996;REGIÃO SUL;RS;CANOAS                        ;4304608;QUEROSENE DE AVIAÇÃO;21252117
1996;REGIÃO SUL;SC;FLORIANOPOLIS                 ;4205405;QUEROSENE DE AVIAÇÃO;20884788
1996;REGIÃO SUL;SC;ITAJAI                        ;4208200;QUEROSENE DE AVIAÇÃO;5934
1996;REGIÃO SUDESTE;SP;SAO JOSE DO RIO PRETO         ;3549801;QUEROSENE DE AVIAÇÃO;6044748
1996;REGIÃO SUDESTE;SP;SAO JOSE DOS CAMPOS           ;3549909;QUEROSENE DE AVIAÇÃO;18349995
1996;REGIÃO SUDESTE;SP;PRESIDENTE PRUDENTE           ;3541401;QUEROSENE DE AVIAÇÃO;1745328
1996;REGIÃO SUDESTE;SP;RIBEIRAO PRETO                ;3543404;QUEROSENE DE AVIAÇÃO;27451555
