snapshot,MAR.10_1,MAR.11_1,MAR.12_1,MAR.13_1,MAR.14_1,MAR.15_1,MAR.1_1,MAR.2_1,MAR.3_1,MAR.4_1,MAR.5_1,MAR.6_1,MAR.8_1,MAR.9_1
2013-01-01 00:00:00,4.15075198701575,4.079609054617532,4.548458342005272,3.801435117770489,4.128164971842054,4.032050481430984,4.097626304696185,4.35145517273873,4.212343067143604,4.214940361859989,4.272398657106436,4.960449237520388,4.126421330717887,4.180309399074
2013-01-01 01:00:00,4.150340085849119,4.07930469181161,4.548132057516802,3.8010906852305952,4.127829776473837,4.031669871687434,4.097284481488053,4.351149574903383,4.211951218967196,4.214599040203106,4.272122655053331,4.96016843173923,4.126087278951528,4.1799155615879275
2013-01-01 02:00:00,4.149899524585463,4.078952030652381,4.547807658453201,3.8006842857544334,4.127530863367457,4.031303415113379,4.096931419852611,4.350849772457331,4.211573637505247,4.2143118827420345,4.271848296882731,4.959892110713983,4.125749757726409,4.179515523594426
2013-01-01 03:00:00,4.149478436716746,4.078635333071625,4.547489653451557,3.8003295568265187,4.127221426818049,4.03087612074774,4.096596353358398,4.350561439434583,4.211174534028097,4.21400041261007,4.271584512679519,4.959623126145641,4.125429294567446,4.179113351748817
2013-01-01 04:00:00,4.149043769847538,4.0782968777187385,4.547162973163589,3.7999562472991117,4.126916274318836,4.030506402243849,4.096253208491504,4.3501981416999485,4.210794616934442,4.213675167507086,4.27136495628992,4.959329506755967,4.125078583791365,4.17871520013682
2013-01-01 05:00:00,4.148616996989439,4.077964901996576,4.546834721333799,3.799570487907707,4.126661568234023,4.030112853383431,4.095903391206422,4.349946056396522,4.210397769167131,4.213419842052571,4.271148777394122,4.959049420725025,4.124755986952024,4.178311120564935
2013-01-01 06:00:00,4.148204896619048,4.077623330360932,4.5465291590001495,3.7991992043572034,4.126346213981302,4.029745954005472,4.095559454326343,4.349624656947125,4.210034531625615,4.213120298905369,4.270901481167492,4.958782103316471,4.1244122408146255,4.1779306170151
2013-01-01 07:00:00,4.147764422108521,4.077308981896517,4.546192066719294,3.7988362492755536,4.126037847312707,4.029341495686305,4.095230236268177,4.349332186514239,4.2096278755125605,4.212827699007796,4.270653245770378,4.958498944632552,4.12409187732774,4.177517028026017
2013-01-01 08:00:00,4.147335678449518,4.076968346134654,4.5458700585009595,3.7984458967592696,4.125722457272443,4.028952879624216,4.094865424998097,4.348992667122462,4.209240273548344,4.212508755781594,4.27038520725102,4.958231338821193,4.123739923188035,4.177116739520897
2013-01-01 09:00:00,4.1469090822248775,4.076587454242214,4.54554658872908,3.7980674010500017,4.125407737425587,4.028593507383919,4.094512550475766,4.348684920893309,4.208878337978464,4.212182485114708,4.270117073201075,4.957936852209187,4.123392740249198,4.17672886331484
2013-01-01 10:00:00,4.1461017385776575,4.075226033325579,4.545596972526566,3.7976696249120128,4.122842962937949,4.027572948135029,4.093899251389654,4.346676373182627,4.2082583387926435,4.209719116500111,4.260995211035185,4.95800235659515,4.122689044568791,4.175989050296365
2013-01-01 11:00:00,4.145718684238663,4.074881916377402,4.54526927381551,3.7973141726856974,4.122512548362624,4.027163259040889,4.093541663126567,4.346390198818603,4.2078670937756435,4.2093882691670235,4.260784686020561,4.957727157572391,4.122356534928984,4.175603969002751
2013-01-01 12:00:00,4.145266917286076,4.074542774353445,4.544946674361907,3.796916076433087,4.122212885019601,4.026790701617302,4.093187551881522,4.346019002499648,4.207474495537929,4.209071389184152,4.260536900026463,4.957462989356349,4.121997196610936,4.175192240646581
2013-01-01 13:00:00,4.1448640205727205,4.074148059398044,4.544619143228358,3.7965303721067065,4.12186764468205,4.026406543799842,4.0928423922460615,4.345751661812107,4.207081353145279,4.208731958576264,4.260306450014022,4.957175342193335,4.121666929153582,4.174795242119128
2013-01-01 14:00:00,4.144403236086513,4.073823219453221,4.544279864333749,3.7961454606279563,4.121546992243015,4.026027792308248,4.092488448255198,4.345435812752733,4.206686839770242,4.208408467775297,4.259911356449997,4.956887896900761,4.121327304010979,4.174379926457425
2013-01-01 15:00:00,4.1439815252787655,4.073554418632244,4.543971516311723,3.795795301241242,4.1212781022973,4.025644403948359,4.092146986182992,4.345117331768812,4.206300554637807,4.208146059340429,4.259768997789044,4.956636286632287,4.120998450301791,4.173987719261375
2013-01-01 16:00:00,4.143559928214245,4.073194504431429,4.543637749990154,3.7953943059235407,4.120968574044421,4.025251255992,4.091792121890416,4.344796020982211,4.205910619645406,4.207793986113021,4.259468403446622,4.956339361963753,4.120647392850406,4.173587627301501
2013-01-01 17:00:00,4.143111821281742,4.07284622679955,4.543299470923962,3.795057602653716,4.1206842044361665,4.024889825691625,4.091464562632585,4.344483765528175,4.205508955714933,4.207511805551109,4.259257559546845,4.956046213948359,4.120326154170923,4.173171682284268
2013-01-01 18:00:00,4.142683860520045,4.072555096249184,4.543001941667634,3.7946588239087227,4.120371413541717,4.0245124497960205,4.091115297691424,4.344174981492284,4.2051356624885665,4.207229906521993,4.2590548590877,4.955799679958035,4.119982940399124,4.172782824490256
2013-01-01 19:00:00,4.142262110944997,4.072193759336809,4.542655949343737,3.794294823025374,4.120055736447867,4.024090569382747,4.090744734580127,4.343869916202636,4.204737343133127,4.206899560936452,4.25866883649251,4.955494188119747,4.119634949511661,4.172377939435064
2013-01-01 20:00:00,4.1418432496147215,4.0718424290858195,4.542334599621291,3.793906702828294,4.1197510074649335,4.023726514070299,4.090409960598437,4.343557216342921,4.204346494962911,4.206601623119534,4.258526911122524,4.955219707276666,4.1193068292670185,4.171978945297275
