name,bus0,bus1,carrier,s_nom,length,investment_cost,underwater_fraction
US0 52_AC|US0 59_AC,US0 52_AC,US0 59_AC,AC,2247.495,694.8164516,1093930.8441,0.0
US0 53_AC|US0 59_AC,US0 53_AC,US0 59_AC,AC,232.06,465.179727,731477.8511999999,0.0
US0 54_AC|US0 133_AC,US0 54_AC,US0 133_AC,AC,641.178,241.2561594,329132.74799999996,0.0
US0 55_AC|US0 133_AC,US0 55_AC,US0 133_AC,AC,2010.057,391.391488,629657.0859000001,0.0
US0 132_AC|US0 133_AC,US0 132_AC,US0 133_AC,AC,1639.965,204.6597678,259516.87589999998,0.0
US0 57_AC|US0 133_AC,US0 57_AC,US0 133_AC,AC,4080.2,583.4823104,874490.0988,0.0
US0 55_AC|US0 132_AC,US0 55_AC,US0 132_AC,AC,1176.046,503.4337388,750076.5213,0.0
US0 55_AC|US0 57_AC,US0 55_AC,US0 57_AC,AC,1811.38,264.977831,352609.1676,0.0
US0 57_AC|US0 60_AC,US0 57_AC,US0 60_AC,AC,1657.636,523.84017,712479.7877999999,0.0
US0 57_AC|US0 87_AC,US0 57_AC,US0 87_AC,AC,835.332,426.1049518,527525.7702,0.0
US0 59_AC|US0 60_AC,US0 59_AC,US0 60_AC,AC,4320.285,119.89583,178199.0913,0.0
US0 61_AC|US0 62_AC,US0 61_AC,US0 62_AC,AC,508.11,376.907428,425626.7031,0.0
US0 62_AC|US0 63_AC,US0 62_AC,US0 63_AC,AC,2832.693,293.4309622,319110.7818,0.0
US0 62_AC|US0 64_AC,US0 62_AC,US0 64_AC,AC,3694.892,513.0414986000001,550843.9749,0.0
US0 63_AC|US0 64_AC,US0 63_AC,US0 64_AC,AC,259.0,400.4681656,434028.6732,0.0
US0 63_AC|US0 69_AC,US0 63_AC,US0 69_AC,AC,774.635,101.38842,107648.1978,0.0
US0 63_AC|US0 70_AC,US0 63_AC,US0 70_AC,AC,1530.021,358.6896992,398273.75399999996,0.0
US0 64_AC|US0 65_AC,US0 64_AC,US0 65_AC,AC,21.099,614.4299186000001,679160.9328,0.0
US0 64_AC|US0 67_AC,US0 64_AC,US0 67_AC,AC,1036.443,362.8417964,395230.9185,0.0
US0 64_AC|US0 70_AC,US0 64_AC,US0 70_AC,AC,299.633,330.6710898,359235.6819,0.0
US0 64_AC|US0 71_AC,US0 64_AC,US0 71_AC,AC,3128.909,135.265027,145781.3958,0.0
US0 64_AC|US0 72_AC,US0 64_AC,US0 72_AC,AC,1564.881,190.51366919999998,210125.56170000002,0.0
US0 65_AC|US0 67_AC,US0 65_AC,US0 67_AC,AC,1001.263,466.0004904,503038.91789999994,0.0
US0 67_AC|US0 68_AC,US0 67_AC,US0 68_AC,AC,2637.466,201.76295580000001,220096.02779999998,0.0
US0 67_AC|US0 72_AC,US0 67_AC,US0 72_AC,AC,1262.628,337.1084498,365247.55289999995,0.0
US0 67_AC|US0 80_AC,US0 67_AC,US0 80_AC,AC,785.0,429.050044,459660.42179999995,0.0
US0 67_AC|US0 81_AC,US0 67_AC,US0 81_AC,AC,1248.418,413.7452206,442571.03549999994,0.0
US0 68_AC|US0 72_AC,US0 68_AC,US0 72_AC,AC,1912.0,172.9396764,190023.56100000002,0.0
US0 68_AC|US0 81_AC,US0 68_AC,US0 81_AC,AC,134.649,463.087585,503621.64269999997,0.0
US0 68_AC|US0 82_AC,US0 68_AC,US0 82_AC,AC,3785.197,298.53257,331666.2159,0.0
US0 69_AC|US0 70_AC,US0 69_AC,US0 70_AC,AC,1149.052,387.609539,432733.0035,0.0
US0 70_AC|US0 71_AC,US0 70_AC,US0 71_AC,AC,2165.168,215.2331316,233754.37829999998,0.0
US0 70_AC|US0 73_AC,US0 70_AC,US0 73_AC,AC,3595.422,239.5341656,281783.5782,0.0
US0 70_AC|US0 97_AC,US0 70_AC,US0 97_AC,AC,2318.538,120.15332439999999,134514.3621,0.0
US0 71_AC|US0 72_AC,US0 71_AC,US0 72_AC,AC,13.751,264.0283204,280258.1445,0.0
US0 71_AC|US0 97_AC,US0 71_AC,US0 97_AC,AC,1405.1,147.737412,157326.5325,0.0
US0 72_AC|US0 82_AC,US0 72_AC,US0 82_AC,AC,196.324,408.691893,458186.4882,0.0
US0 72_AC|US0 97_AC,US0 72_AC,US0 97_AC,AC,2217.473,237.0235952,251183.1954,0.0
US0 72_AC|US0 98_AC,US0 72_AC,US0 98_AC,AC,1634.868,210.7591664,228190.89149999997,0.0
US0 72_AC|US0 100_AC,US0 72_AC,US0 100_AC,AC,2751.577,149.8778342,163102.305,0.0
US0 73_AC|US0 97_AC,US0 73_AC,US0 97_AC,AC,22.296,237.6673312,277965.4122,0.0
US0 73_AC|US0 104_AC,US0 73_AC,US0 104_AC,AC,22.929,464.26240320000005,557801.064,0.0
US0 73_AC|US0 105_AC,US0 73_AC,US0 105_AC,AC,1092.0,280.1700006,314160.9912,0.0
US0 73_AC|US0 106_AC,US0 73_AC,US0 106_AC,AC,1195.1,238.826056,270034.7658,0.0
US0 73_AC|US0 107_AC,US0 73_AC,US0 107_AC,AC,650.208,64.695468,74455.3809,0.0
US0 73_AC|US0 108_AC,US0 73_AC,US0 108_AC,AC,1446.0,177.41364159999998,208269.3564,0.0
US0 74_AC|US0 75_AC,US0 74_AC,US0 75_AC,AC,1293.736,237.619051,260643.1131,0.0
US0 75_AC|US0 76_AC,US0 75_AC,US0 76_AC,AC,684.164,383.9724306,412676.1438,0.0
US0 75_AC|US0 78_AC,US0 75_AC,US0 78_AC,AC,1285.286,525.7230978,570821.2413,0.0
US0 76_AC|US0 78_AC,US0 76_AC,US0 78_AC,AC,3432.0,396.05857399999996,426745.36350000004,0.0
US0 76_AC|US0 80_AC,US0 76_AC,US0 80_AC,AC,956.1,173.2132642,183574.73249999998,0.0
US0 76_AC|US0 81_AC,US0 76_AC,US0 81_AC,AC,47.917,396.1229476,424272.2271,0.0
US0 78_AC|US0 79_AC,US0 78_AC,US0 79_AC,AC,4426.0,168.3208706,191899.9875,0.0
US0 78_AC|US0 81_AC,US0 78_AC,US0 81_AC,AC,5393.0,271.8014326,294891.30689999997,0.0
US0 78_AC|US0 84_AC,US0 78_AC,US0 84_AC,AC,673.858,316.8307658,358893.1761,0.0
US0 78_AC|US0 85_AC,US0 78_AC,US0 85_AC,AC,1773.845,507.827237,620842.2417,0.0
US0 78_AC|US0 116_AC,US0 78_AC,US0 116_AC,AC,169.291,488.46687679999997,570150.6945,0.0
US0 79_AC|US0 81_AC,US0 79_AC,US0 81_AC,AC,956.0,234.1106898,258979.6488,0.0
US0 79_AC|US0 83_AC,US0 79_AC,US0 83_AC,AC,1344.687,272.4451686,306429.9,0.0
US0 79_AC|US0 84_AC,US0 79_AC,US0 84_AC,AC,2963.95,155.7680186,184449.8529,0.0
US0 80_AC|US0 81_AC,US0 80_AC,US0 81_AC,AC,726.6,310.1359114,330555.5751,0.0
US0 81_AC|US0 82_AC,US0 81_AC,US0 82_AC,AC,3056.118,294.6218738,325408.1973,0.0
US0 81_AC|US0 83_AC,US0 81_AC,US0 83_AC,AC,1772.045,359.9771712,394250.20259999996,0.0
US0 82_AC|US0 83_AC,US0 82_AC,US0 83_AC,AC,554.495,271.3669108,306396.5301,0.0
US0 82_AC|US0 100_AC,US0 82_AC,US0 100_AC,AC,956.0,324.28201,364679.4774,0.0
US0 82_AC|US0 101_AC,US0 82_AC,US0 101_AC,AC,15.428,216.39185640000002,248823.68639999998,0.0
US0 82_AC|US0 102_AC,US0 82_AC,US0 102_AC,AC,956.0,377.9374056,436223.436,0.0
US0 83_AC|US0 84_AC,US0 83_AC,US0 84_AC,AC,2304.111,162.0444446,187339.1352,0.0
US0 83_AC|US0 102_AC,US0 83_AC,US0 102_AC,AC,222.655,330.317035,395713.2876,0.0
US0 83_AC|US0 115_AC,US0 83_AC,US0 115_AC,AC,870.0,265.4767264,328933.79549999995,0.0
US0 84_AC|US0 85_AC,US0 84_AC,US0 85_AC,AC,675.0,448.2333768,569796.9219000001,0.0
US0 84_AC|US0 116_AC,US0 84_AC,US0 116_AC,AC,1299.0,231.6805864,290222.0916,0.0
US0 85_AC|US0 86_AC,US0 85_AC,US0 86_AC,AC,1891.0,573.246908,671467.1352,0.0
US0 85_AC|US0 95_AC,US0 85_AC,US0 95_AC,AC,21.579,339.731674,454441.44570000004,0.0
US0 85_AC|US0 116_AC,US0 85_AC,US0 116_AC,AC,116.15,358.89891339999997,443727.1125,0.0
US0 86_AC|US0 95_AC,US0 86_AC,US0 95_AC,AC,2993.706,431.705455,517601.589,0.0
US0 86_AC|US0 116_AC,US0 86_AC,US0 116_AC,AC,895.0,694.1727156,772628.19,0.0
