,project_status,length,build_year,underground,p_nom,tags,x0,y0,x1,y1
Khlong Ngae – Gurun,in_planning,110,2030,False,1043,Khlong Ngae – Gurun,100.452521,6.7909857,100.4762517,5.8186842
